SA4_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
125,75417,246157,5591,13142,17316,52255,22904,65398,9930,21211,14824,34867,21200,51392,15396,36512,1174,3488,62524,147464,7,39,0,0,6,11,427,1157,443,1212,487,1095,161771,461327,16515,..,178293,461327
126,34975,107790,3346,8075,6239,15897,9579,23970,1971,3325,8450,16447,11122,24260,7406,15305,254,574,29197,59917,4,3,0,4,0,3,134,274,141,291,147,269,74041,192236,6822,..,80865,192236
127,105155,360210,2972,7362,12167,36171,15142,43532,3753,7747,6507,14201,3746,9047,3878,8768,1344,3814,19230,43567,61,82,92,122,6,17,97,232,255,451,412,1135,140189,448902,8354,..,148539,448902
128,50484,154639,2649,5562,8913,21170,11559,26729,3657,6231,8726,16175,6329,11780,1767,3275,171,398,20649,37854,68,96,39,58,0,0,181,375,285,531,115,215,83097,219972,5351,..,88446,219972
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
201,60389,147524,5415,8841,602,1124,6016,9968,1187,1665,88,129,3,5,0,0,23,46,1301,1842,138,206,72,107,18,30,137,282,363,623,130,248,68196,160202,8203,..,76397,160202
202,59771,146109,3593,5530,501,954,4094,6483,424,674,17,44,0,0,0,0,22,22,465,742,115,169,95,211,13,30,114,229,341,638,128,244,64792,154219,6810,..,71601,154219
203,108078,277496,9317,14924,2485,5056,11798,19979,2004,3103,203,318,314,469,134,229,31,45,2681,4164,87,121,362,511,5,20,152,347,609,1004,162,315,123332,302953,20217,..,143555,302953
204,65727,157935,4619,6648,214,381,4830,7029,457,686,15,50,15,38,10,21,21,65,522,859,223,334,181,256,16,35,126,275,544,905,158,351,71790,167082,11593,..,83386,167082
205,107293,256703,5206,7484,738,1401,5944,8889,3385,4745,54,84,15,21,4,10,36,56,3495,4916,273,366,717,1056,33,54,118,249,1132,1718,226,435,118088,272664,29102,..,147191,272664
206,56817,154409,28672,63209,31614,73783,60286,136999,24870,41262,31857,51086,37311,60703,66020,114210,123,275,160187,267524,0,0,4,10,0,3,1551,3012,1557,3021,492,872,279332,562827,62524,..,341856,562827
207,83097,239076,16217,33911,12992,34086,29207,67997,8523,15600,6851,11658,7417,12622,3462,6215,53,133,26312,46239,0,0,0,0,0,0,246,497,248,498,145,300,139003,354110,16717,..,155717,354110
208,86938,249669,22921,45820,16712,41629,39639,87450,20740,36430,6770,11487,7167,11862,1201,1946,68,163,35941,61892,0,4,136,168,4,4,871,1515,1012,1684,153,325,163682,401022,17052,..,180733,401022
209,152210,436617,15193,29975,12492,29320,27683,59295,4910,9131,1661,2698,3130,5077,637,999,101,211,10439,18110,6,18,10,11,0,0,272,560,291,591,141,273,190761,514886,13723,..,204483,514886
210,114632,343562,10307,21032,11956,29601,22259,50634,3240,6599,248,456,326,574,0,0,85,181,3902,7818,54,64,78,83,0,11,138,280,269,443,128,312,141191,402766,9968,..,151153,402766
211,162108,445393,13927,25398,6624,15554,20554,40951,1506,2622,1172,1884,1303,2128,241,379,172,374,4387,7374,66,90,116,151,0,6,108,239,287,481,164,336,187508,494531,11288,..,198790,494531
212,229110,695625,21468,47803,13003,36030,34469,83829,11839,25320,1646,3014,2384,4035,961,1760,144,304,16976,34434,127,160,316,375,5,8,90,198,534,741,252,553,281345,815186,18052,..,299399,815186
213,225490,683626,20154,44678,18130,46574,38287,91259,8440,15549,2289,3893,3549,5786,1770,2840,168,372,16213,28434,95,136,155,199,11,15,333,753,603,1107,259,581,280854,805001,21558,..,302408,805001
214,97497,250790,12162,19734,3986,8210,16148,27945,2572,3986,312,485,154,246,28,35,100,189,3167,4937,60,85,625,835,6,13,69,155,761,1078,101,185,117669,284937,27814,..,145479,284937
215,53993,130524,3176,4886,121,226,3297,5112,2108,3162,34,37,0,0,0,3,12,17,2152,3214,279,450,230,442,24,39,116,246,649,1183,166,330,60251,140367,8346,..,68593,140367
216,46286,116558,4200,6539,153,300,4356,6838,103,159,13,16,4,3,0,0,12,18,131,200,321,458,309,467,15,30,260,409,910,1372,88,201,51776,125175,5935,..,57706,125175
217,45986,109933,2905,4257,477,865,3380,5125,791,1118,58,84,0,0,0,0,17,31,864,1228,86,132,143,218,21,44,95,210,343,602,93,182,50664,117073,9137,..,59803,117073
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
301,72460,200820,4485,7074,6414,13233,10908,20308,2315,3488,874,1451,954,1626,15,24,118,257,4278,6843,126,191,144,216,4,13,14,31,298,452,102,189,88042,228612,5880,..,93921,228612
302,60195,165434,3092,4826,8788,18300,11880,23130,5121,8596,4504,7597,2995,5170,1782,2962,72,139,14461,24468,74,89,212,276,3,12,41,76,334,448,94,175,86969,213656,5183,..,92155,213656
303,91895,272263,2405,4647,16737,39729,19150,44374,6818,11545,6822,11978,4290,7565,2344,4289,122,265,20393,35653,201,258,355,497,0,0,53,125,609,884,221,430,132271,353607,8283,..,140551,353607
304,51009,148320,917,1422,3543,7707,4465,9129,3307,6053,4181,7874,2740,5499,766,1532,61,126,11062,21089,0,0,5,6,3,10,11,26,22,40,86,194,66633,178776,3945,..,70581,178776
305,42779,124241,510,921,7874,16889,8382,17814,10710,17768,16525,28815,18179,32779,24821,43527,542,943,70777,123831,3,10,33,53,5,10,86,169,129,244,482,800,122548,266929,16057,..,138600,266929
306,71542,188831,4269,7422,3449,6245,7720,13661,6612,11634,3253,5870,895,1647,417,769,28,69,11200,19991,564,1049,290,457,138,282,217,461,1209,2248,636,1155,92302,225893,11501,..,103803,225893
307,43204,107608,2474,3871,242,471,2715,4340,387,618,0,0,3,3,0,0,3,13,398,632,246,446,109,163,68,137,74,163,496,914,229,466,47044,113964,8273,..,55315,113964
308,71182,185977,3046,5240,1661,2858,4712,8100,3560,5752,307,475,341,556,199,323,55,108,4454,7209,495,830,145,245,68,113,52,110,756,1300,325,662,81435,203245,13895,..,95329,203245
309,135112,397109,16368,32355,30976,71064,47337,103415,8830,15686,14577,25888,10017,18337,16042,29164,292,652,49750,89724,804,1147,424,657,19,47,144,321,1398,2173,749,1405,234344,593823,27361,..,261705,593823
310,109745,312317,5091,8821,6916,15810,12005,24628,1260,1875,317,497,89,126,49,59,134,313,1856,2878,316,447,142,239,17,44,49,124,522,849,264,494,124395,341163,8875,..,133270,341163
311,100337,299486,5529,10473,8455,18296,13983,28768,2254,4020,391,574,132,244,76,127,233,494,3086,5458,165,249,251,320,33,79,10,22,459,669,190,380,118053,334763,7080,..,125134,334763
312,51649,136871,3881,6631,2228,4030,6108,10668,2119,3575,309,567,181,329,188,346,17,38,2813,4859,448,866,356,568,45,100,53,118,900,1656,415,765,61880,154821,10622,..,72493,154821
313,78738,212531,6441,11158,4792,9405,11237,20565,3067,4528,1100,1621,1461,2359,890,1627,264,529,6784,10673,435,608,503,729,18,68,57,126,1012,1530,169,313,97938,245607,7495,..,105427,245607
314,62070,182567,3712,6301,7848,17356,11561,23655,650,1127,194,332,209,327,0,0,145,297,1197,2079,106,135,166,208,0,4,7,17,276,367,76,185,75186,208855,3260,..,78443,208855
315,20660,58089,1816,3897,545,1164,2359,5059,789,1441,29,61,0,0,0,5,17,42,843,1546,529,1004,109,215,267,382,91,174,1000,1783,515,1204,25379,67683,6343,..,31723,67683
316,110864,299266,9804,16381,9442,18942,19248,35320,6605,11325,3385,6040,5721,10541,1954,3463,405,781,18073,32141,629,1021,393,661,48,102,62,128,1131,1912,457,907,149772,369546,17942,..,167714,369546
317,48953,129884,6693,11307,1801,3401,8495,14702,2335,4059,60,83,44,62,31,53,27,51,2496,4304,64,89,45,90,16,46,56,140,183,375,104,225,60232,149488,4991,..,65222,149488
318,70356,184598,5476,8685,3279,5561,8757,14244,2016,3132,1442,2321,1061,1882,592,1027,27,45,5129,8413,411,677,186,325,58,110,71,152,727,1263,312,577,85284,209092,10839,..,96129,209092
319,105152,257532,5395,8277,2150,3591,7544,11869,3784,5762,204,316,437,758,11,20,48,91,4475,6949,1297,2033,449,702,192,415,121,245,2052,3400,525,972,119749,280719,14586,..,134333,280719
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,..,3,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
401,81260,216345,13705,25533,8231,17138,21942,42669,10779,18514,1799,2804,2910,4835,3159,5311,40,98,18684,31568,93,145,28,34,0,0,157,318,270,496,348,667,122507,291743,11635,..,134137,291743
402,139551,379454,17637,33380,3995,8967,21628,42347,4332,7371,515,890,478,807,0,9,63,123,5387,9195,243,360,77,93,0,5,33,71,357,529,364,737,167280,432269,9600,..,176877,432269
403,116093,298859,17355,30278,4475,9601,21827,39885,6939,10995,832,1310,675,1141,292,468,70,147,8814,14057,191,278,205,281,4,6,117,213,512,787,262,504,147512,354091,10946,..,158457,354091
404,65236,168019,15103,28450,7035,15466,22134,43915,7796,13158,1208,2030,1537,2564,225,399,115,246,10886,18395,38,78,36,40,0,3,149,351,215,469,275,563,98750,231351,7889,..,106643,231351
405,42693,98724,2402,3835,90,183,2489,4018,286,353,0,0,0,0,0,5,3,8,295,367,240,439,81,143,14,31,77,153,409,758,139,244,46018,104119,13141,..,59157,104119
406,24765,59926,4929,9513,145,311,5077,9827,1223,1661,42,64,0,0,0,0,39,89,1307,1812,169,334,83,169,26,55,56,124,333,681,199,369,31665,72618,8602,..,40270,72618
407,69406,161485,5253,8516,282,546,5540,9063,1557,2184,70,92,35,52,0,4,7,28,1670,2358,245,413,254,413,33,71,131,321,664,1224,297,571,77577,174693,22019,..,99603,174693
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
501,62464,156029,4809,7561,767,1435,5577,8999,670,1023,104,160,30,50,32,56,51,108,891,1400,398,619,324,521,54,94,57,126,831,1359,200,378,69965,168161,14706,..,84666,168161
502,35441,87222,3736,5693,1085,1836,4824,7532,431,616,189,361,197,365,155,297,39,72,1017,1710,230,319,156,218,16,52,8,13,415,597,45,79,41734,97135,8308,..,50047,97135
503,34991,97048,4461,8761,6767,13877,11231,22643,4566,7589,7067,11322,8624,14078,6071,10564,37,74,26364,43631,4,3,0,0,0,0,79,144,77,154,95,158,72762,163627,10455,..,83216,163627
504,84526,228943,8471,15642,3066,5746,11539,21392,1897,2947,949,1464,548,797,325,512,109,201,3826,5925,74,113,146,193,7,23,41,80,269,403,117,266,100273,256931,8344,..,108617,256931
505,165877,457603,29523,55744,7752,16257,37275,72003,4725,7320,1384,2170,1284,2107,159,291,194,405,7746,12289,243,343,35,47,37,60,39,101,360,557,128,250,211386,542697,15129,..,226515,542697
506,151648,420587,18880,37246,7577,15382,26458,52634,3975,7230,2426,3896,2326,3758,2009,3449,213,457,10952,18778,255,351,323,465,18,54,155,369,753,1236,239,468,190049,493700,16229,..,206285,493700
507,132967,359930,14277,25527,4727,9413,19004,34936,3302,4782,2344,3590,3143,5092,584,919,213,447,9581,14832,155,224,414,596,9,22,98,167,666,1009,195,374,162413,411082,14233,..,176647,411082
509,47530,112136,2147,3389,144,242,2297,3627,154,227,5,12,0,0,3,5,34,58,192,304,263,388,211,313,59,109,66,120,602,931,248,467,50866,117469,14084,..,64944,117469
510,19013,58033,2374,4984,689,1446,3064,6424,677,1199,173,270,114,195,137,198,9,12,1107,1878,655,1269,52,96,66,156,109,300,883,1816,374,728,24437,68880,7194,..,31633,68880
511,34576,87389,3509,6007,685,1368,4191,7371,647,940,15,17,0,3,0,0,19,32,681,996,654,1207,203,320,59,120,89,197,1009,1839,382,800,40843,98400,9425,..,50263,98400
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,3,15,0,..,3,15
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
601,80846,205039,3240,5408,2530,5092,5768,10494,5960,10647,1030,1716,593,1040,31,46,147,297,7759,13750,97,156,101,168,8,21,194,451,396,793,205,386,94980,230469,7522,..,102498,230469
602,52432,126313,2986,4822,1003,2152,3989,6979,3160,4932,112,178,31,44,9,18,118,218,3431,5392,166,246,43,91,19,37,150,285,385,660,123,245,60352,139590,8014,..,68363,139590
603,15674,36624,183,263,13,24,195,284,77,124,0,0,0,0,0,0,9,12,84,134,71,120,72,130,14,20,34,76,196,343,59,107,16209,37496,7972,..,24176,37496
604,42613,100061,3057,4397,388,635,3447,5030,193,324,43,44,46,70,0,0,18,37,302,475,199,304,130,230,13,24,65,145,410,710,103,198,46876,106471,5673,..,52550,106471
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
701,29937,89703,2755,5418,2187,4889,4950,10306,4037,8160,1919,4070,3253,6908,2592,5218,27,51,11824,24400,294,609,81,138,40,67,22,53,429,872,151,265,47297,125550,5025,..,52322,125550
702,17274,64322,2998,7220,1019,2200,4016,9430,765,1438,24,42,15,37,0,0,12,49,821,1559,450,919,114,207,141,367,42,80,745,1570,511,967,23364,77856,5378,..,28741,77856
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,..,3,12
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
801,106433,303827,13757,27077,15164,34965,28921,62046,5628,10224,7745,14238,12642,22199,6206,11000,442,862,32669,58520,45,64,105,181,0,0,7,33,168,276,213,449,168400,425111,11988,..,180389,425111
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
901,1259,3052,95,233,14,33,106,258,78,136,51,136,5,13,0,0,12,14,141,296,0,0,0,9,0,0,3,7,5,14,23,35,1533,3657,331,..,1861,3657
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
