SA3_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
11603,6272,428,124,3,0,6824,10797,1287,414,7,8,12516,5513,1218,1058,19,10,7824,2620,778,390,0,4,3790,164,119,70,0,0,354,1161,135,112,0,4,1418,213,35,20,0,0,269,63,8,19,0,0,84,9727,2293,1667,18,25,13733,252,149,46,0,4,450,492,91,74,0,0,661,27540,4258,2315,31,38,34185
11701,2485,482,1489,8,10,4479,2099,796,3234,14,5,6149,682,345,7160,81,26,8285,102,440,679,0,0,1218,27,29,99,0,0,161,179,59,645,21,10,907,11,27,268,4,4,323,6,3,35,0,0,45,1008,904,8894,107,31,10947,82,24,169,0,0,272,81,32,213,0,4,332,5755,2244,13998,129,48,22177
11702,2534,1610,822,44,6,5018,2228,2348,1861,37,6,6481,1065,1456,4934,311,26,7793,45,31,430,0,0,514,54,34,202,3,4,295,315,341,584,79,6,1336,20,34,57,11,4,123,5,9,15,4,0,31,1510,1911,6227,406,43,10092,70,58,88,4,4,223,79,54,86,13,3,228,6419,5976,9078,504,58,22044
11703,809,4271,8968,49,21,14117,719,5233,13369,56,35,19406,485,6443,41540,360,215,49036,57,1609,4062,6,16,5751,8,138,1256,13,22,1431,113,1501,5007,106,60,6798,22,99,779,24,30,957,3,33,170,0,0,211,682,9829,52818,511,338,64181,36,243,1010,17,15,1314,25,202,1092,16,38,1373,2273,19777,77262,647,446,100396
11801,4766,3731,6281,125,12,14918,3338,3639,5280,88,10,12353,732,2185,14938,314,32,18202,0,15,383,0,0,404,3,28,129,0,4,162,288,547,2584,81,12,3506,29,33,179,16,20,272,4,10,69,8,0,87,1060,2817,18282,418,65,22641,138,130,721,15,12,1020,113,115,406,10,13,657,9418,10433,30971,658,109,51592
11802,6761,2725,4297,61,3,13848,4661,2997,4498,42,14,12211,1397,1691,14134,268,24,17504,96,496,2178,0,4,2778,36,55,363,4,3,460,418,320,1901,48,13,2695,87,117,140,6,0,354,18,5,61,0,0,81,2041,2681,18782,323,41,23876,176,102,579,12,3,880,143,88,369,0,12,614,13789,8595,28523,443,74,51429
11901,13169,2372,1075,41,11,16664,11766,4422,2034,66,22,18313,4686,2329,3884,122,47,11067,1703,1114,1519,0,7,4345,171,254,397,0,0,815,1635,480,456,30,16,2623,399,85,114,8,8,620,67,25,40,3,3,132,8667,4292,6412,165,72,19609,553,170,259,13,6,994,609,166,247,10,7,1034,34762,11414,10022,291,120,56605
11902,9638,1106,2088,18,10,12859,7312,1585,3738,25,11,12668,2979,1131,9389,99,37,13639,279,517,729,0,0,1524,76,192,219,0,5,493,954,252,983,18,11,2228,201,55,253,6,6,524,21,13,66,3,0,95,4510,2170,11634,131,61,18509,319,101,225,5,5,645,367,112,363,5,12,863,22136,5078,18053,179,95,45549
11903,10738,1763,2103,17,5,14623,8573,1819,3474,12,9,13890,2565,1070,6958,96,31,10724,316,545,1304,0,3,2168,64,163,331,0,0,552,731,171,901,39,13,1856,123,89,108,4,3,335,20,8,49,0,0,82,3814,2049,9658,146,53,15719,297,135,243,3,4,683,283,94,246,3,4,625,23702,5855,15716,183,73,45536
11904,9856,2140,3467,82,4,15552,7029,2065,6531,43,10,15672,2550,1376,12223,224,64,16433,109,98,512,0,0,733,42,72,196,6,0,314,756,288,1293,59,18,2418,116,58,165,25,11,369,16,11,52,5,0,79,3592,1900,14442,314,92,20344,298,104,383,15,4,806,322,91,357,13,18,795,21094,6306,25179,463,127,53171
12001,6184,958,3477,37,5,10664,4406,1084,4206,69,5,9772,1380,752,7632,209,20,9987,67,171,382,0,0,620,24,26,155,0,0,205,323,120,820,40,6,1311,35,62,163,5,4,270,6,0,22,0,0,33,1837,1137,9175,256,33,12433,125,59,230,11,0,421,130,32,178,7,3,350,12685,3263,17269,373,46,33640
12002,2645,2536,1027,19,4,6228,2703,3251,1215,5,4,7190,1058,2145,3526,86,13,6829,26,102,648,0,0,777,22,16,132,0,0,175,256,437,356,35,0,1083,14,36,35,6,0,95,0,7,13,0,0,26,1379,2752,4702,129,18,8974,59,88,74,3,0,224,48,59,63,0,0,170,6837,8687,7074,161,28,22794
12003,9751,1927,3421,67,11,15176,6558,2137,7223,73,11,16005,2322,1490,17746,332,104,21997,78,260,669,0,0,1013,66,47,408,0,5,524,698,286,1974,62,22,3046,114,46,413,5,17,593,13,12,99,3,0,122,3288,2137,21305,417,152,27299,298,104,681,9,5,1102,235,54,451,5,24,775,20136,6370,33082,570,206,60357
12101,8526,903,3767,5,4,13207,6818,980,4855,3,6,12666,1855,697,11539,49,26,14165,26,51,303,0,0,382,19,50,312,0,0,383,544,137,1261,20,8,1975,41,19,174,4,5,244,8,5,44,0,0,62,2495,961,13637,73,39,17205,227,90,533,5,3,848,116,23,201,0,3,347,18181,2956,22996,83,59,44276
12102,7365,458,1378,8,5,9210,8738,705,2937,0,0,12393,1899,435,4298,15,11,6656,65,111,257,0,0,431,49,74,183,0,0,296,525,81,496,12,3,1118,60,4,73,3,0,142,8,3,27,0,0,39,2602,711,5330,31,15,8688,171,45,195,0,0,418,121,29,89,0,0,242,18998,1943,9934,48,24,30954
12103,13001,806,3056,13,3,16878,12376,397,2788,43,3,15615,2294,259,4296,51,16,6914,13,0,8,0,0,23,18,15,60,0,0,88,553,50,480,10,0,1093,57,15,69,0,5,147,11,4,24,0,0,37,2938,345,4940,58,25,8304,327,72,453,0,9,848,188,7,115,3,0,318,28826,1630,11350,121,37,41956
12104,3919,2210,6384,29,10,12554,2625,1604,5094,13,4,9345,714,1235,14417,90,37,16494,4,25,335,0,12,377,3,16,221,0,4,252,212,277,1941,24,8,2462,16,11,92,0,6,119,4,3,45,0,0,52,948,1574,17047,117,63,19757,82,72,505,10,3,663,40,35,239,6,16,347,7616,5499,29272,171,101,42656
12201,2741,840,1919,13,7,5519,2509,735,1394,18,5,4655,486,478,3520,50,4,4538,30,22,144,0,0,199,7,21,56,0,0,84,144,122,705,20,4,994,11,20,28,0,0,66,3,10,20,0,0,32,677,671,4484,68,9,5910,59,41,106,4,0,206,44,15,70,0,0,135,6028,2306,7966,103,23,16422
12202,7146,996,1260,31,15,9460,6647,591,880,19,13,8148,1213,242,1029,55,12,2555,8,0,12,0,0,16,4,34,32,0,0,69,629,99,304,7,9,1045,39,15,33,5,3,95,17,3,5,0,0,22,1896,396,1410,72,32,3800,161,176,253,4,4,593,131,43,48,0,3,227,15981,2197,3851,130,65,22227
12203,12795,1103,3924,35,8,17862,14286,765,5081,19,14,20170,2925,532,7878,57,32,11426,142,319,241,0,0,701,103,195,201,0,0,501,1121,165,1317,14,19,2639,93,76,99,13,3,289,34,17,46,0,0,104,4420,1304,9787,82,59,15650,281,550,637,0,3,1470,250,76,233,5,8,574,32029,3794,19662,154,92,55729
12301,5290,270,43,36,11,5646,11830,320,55,0,5,12212,3373,374,96,4,4,3856,255,70,35,0,0,361,30,83,0,0,0,124,564,70,17,0,0,654,74,7,0,14,0,90,16,6,0,0,0,23,4317,613,152,22,9,5111,127,151,14,0,8,297,181,19,9,0,0,220,21740,1378,265,60,35,23480
12302,11495,1299,440,0,7,13241,19974,2312,697,0,19,22996,8245,2249,1639,8,18,12160,2580,1750,207,0,3,4543,160,199,110,0,4,474,1476,281,151,0,8,1921,207,49,32,0,0,288,51,22,10,0,0,87,12721,4552,2155,10,33,19476,396,359,301,0,5,1066,571,177,86,0,15,847,45158,8705,3674,15,71,57624
12303,4328,181,25,29,4,4569,6931,76,23,6,8,7042,1534,135,71,31,12,1783,56,15,13,0,0,84,73,19,3,0,0,95,421,14,17,3,8,461,80,5,0,29,4,117,11,0,0,0,0,13,2177,189,107,64,23,2556,295,140,5,5,0,443,169,12,6,3,3,198,13894,603,164,106,35,14805
12401,11858,404,159,6,12,12439,11549,178,91,4,6,11832,2858,341,333,21,9,3559,75,83,47,0,0,207,132,143,106,4,0,387,988,77,78,5,5,1145,58,12,17,3,4,91,22,4,7,0,0,33,4132,653,583,35,23,5429,279,84,82,0,9,454,235,17,30,0,19,305,28054,1339,943,47,64,30458
12402,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4
12403,11730,989,438,108,17,13273,19526,1755,1034,8,16,22330,7894,2293,3145,16,24,13366,662,717,364,0,3,1751,106,220,288,0,0,618,1356,247,219,0,13,1832,208,20,27,14,0,261,43,18,18,0,0,76,10259,3507,4052,28,40,17899,419,141,106,0,0,668,442,100,85,0,0,638,42383,6493,5717,142,77,54809
12404,3223,407,70,9,11,3713,3991,483,62,0,6,4532,1866,811,243,22,11,2944,348,175,9,0,0,535,149,91,14,0,3,257,401,95,25,7,7,530,117,22,0,0,9,145,10,3,0,0,0,17,2891,1198,287,25,25,4424,209,34,42,0,5,288,118,27,12,0,5,157,10421,2151,464,35,41,13112
12405,4355,235,64,7,0,4665,6018,892,141,0,6,7053,3311,921,493,10,10,4745,385,141,117,0,0,652,37,61,63,0,0,165,642,85,53,3,4,781,68,10,6,0,0,94,22,3,15,0,0,45,4476,1224,743,10,17,6481,144,21,7,0,0,174,232,36,24,0,0,295,15231,2412,974,19,23,18663
12501,4221,585,1691,10,10,6513,3411,1124,5008,10,23,9581,2007,886,9982,43,61,12981,191,261,394,0,0,848,33,46,159,0,0,239,691,165,998,15,17,1892,263,60,287,5,9,628,39,12,59,0,0,110,3220,1436,11878,67,95,16694,193,54,232,3,5,484,259,68,319,8,12,660,11307,3255,19120,99,141,33926
12502,5360,964,438,4,0,6766,5165,1995,1292,3,5,8457,2004,1424,2249,13,6,5701,698,467,478,0,3,1648,36,69,144,0,0,252,454,213,183,0,7,859,146,173,35,0,0,360,15,6,13,0,0,31,3358,2356,3099,20,20,8857,128,66,145,4,0,348,160,85,94,0,4,339,14170,5465,5071,24,34,24765
12503,10415,1137,942,15,6,12508,10391,2225,2162,30,16,14816,4859,1566,5147,55,75,11703,1091,1029,1333,0,6,3462,123,281,487,0,4,892,1655,326,570,27,28,2608,495,81,158,18,22,776,82,26,56,0,0,166,8310,3307,7752,98,137,19600,531,150,201,7,5,886,650,170,279,9,10,1114,30292,6976,11330,153,170,48924
12504,7261,959,1963,16,9,10208,7386,2437,5321,24,19,15198,3194,2276,15580,87,72,21211,350,778,1046,0,3,2178,59,135,509,0,4,705,810,302,1277,23,7,2427,103,79,181,3,3,364,27,21,84,0,0,132,4541,3585,18682,114,97,27016,228,109,652,8,5,997,228,107,387,5,15,734,19645,7203,27000,165,144,54151
12601,5134,485,658,0,3,6275,4438,441,1277,0,12,6173,1142,427,3127,6,13,4709,21,45,39,0,0,108,17,31,86,0,4,140,316,63,339,0,3,724,39,12,52,0,4,107,6,4,9,0,0,27,1543,587,3650,9,20,5813,109,92,108,0,0,306,85,21,56,0,5,173,11316,1624,5747,10,37,18738
12602,10450,2062,2540,9,9,15078,8791,2362,5274,16,4,16445,2566,2219,12479,71,26,17366,190,459,513,0,0,1163,112,200,394,0,13,726,892,348,1213,14,23,2489,102,65,147,6,16,340,26,17,59,0,0,102,3890,3314,14802,96,79,22189,307,135,582,3,5,1027,222,82,253,13,9,574,23658,7961,23453,133,105,55301
12701,8155,301,80,79,15,8628,17907,994,93,3,68,19063,6683,864,146,4,27,7727,1078,285,490,0,4,1858,107,53,61,0,0,219,1233,118,49,0,12,1419,427,22,20,6,7,477,59,10,5,0,0,71,9596,1345,772,8,56,11777,501,73,50,0,4,622,569,39,38,11,6,663,36722,2754,1030,103,145,40758
12702,16165,1099,1042,24,12,18336,12547,1723,1136,4,25,15434,7125,1781,3614,28,89,12642,1260,1517,593,0,3,3374,235,330,299,0,0,874,2116,347,550,11,12,3040,754,120,209,37,18,1143,100,32,52,0,0,185,11592,4136,5322,78,125,21257,595,134,130,3,8,876,728,139,198,0,10,1077,41629,7230,7825,116,171,56981
12703,7557,623,875,5,8,9074,11899,1661,1811,3,18,15389,4455,1641,5617,17,37,11759,688,584,764,0,9,2050,98,140,323,0,6,566,818,160,397,3,9,1392,591,85,115,0,0,797,40,12,43,0,0,99,6687,2616,7276,21,63,16662,251,164,183,6,3,602,405,87,235,0,3,726,26802,5151,10376,36,97,42456
12801,10205,2696,3010,54,14,15977,9963,2107,3288,17,12,15382,1814,1281,5622,69,22,8811,89,351,402,0,0,842,39,48,149,0,0,236,581,187,691,29,3,1493,57,123,38,15,0,236,7,3,23,4,0,39,2595,2004,6921,116,28,11661,212,88,492,3,0,802,224,99,139,4,3,466,23190,6983,13852,201,61,44287
12802,11709,1374,1183,8,10,14291,12959,1751,2097,7,4,16823,1547,752,2544,26,10,4883,119,289,269,0,0,670,52,110,68,0,0,237,469,154,287,12,7,925,60,11,19,25,8,122,8,5,9,0,0,30,2255,1317,3194,65,26,6862,166,78,251,0,0,497,199,51,75,0,10,334,27293,4576,6803,80,50,38809
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,13367,1182,199,23,10,14787,14333,800,97,13,19,15261,7353,2071,584,10,21,10038,861,462,68,0,3,1393,140,152,37,0,3,338,1641,335,85,10,6,2070,133,38,13,8,3,195,47,20,0,0,0,73,10169,3077,789,29,40,14103,460,154,14,4,4,629,447,127,23,0,6,606,38773,5345,1124,68,73,45382
20102,5180,70,19,47,11,5327,4603,34,4,10,4,4653,611,54,24,13,0,694,47,33,35,0,0,115,11,22,4,3,0,37,555,22,3,14,4,596,50,3,0,14,0,75,13,3,0,0,0,13,1287,127,61,47,5,1527,238,16,12,4,4,279,180,3,12,0,0,194,11495,251,105,110,22,11983
20103,4913,118,9,108,15,5163,3394,16,7,19,7,3443,587,107,22,6,0,725,98,76,9,0,0,180,15,23,9,0,0,50,571,29,8,12,0,623,66,6,0,14,3,90,18,5,0,0,0,20,1359,240,49,41,5,1692,225,27,0,4,0,260,232,16,6,15,4,268,10123,422,64,184,30,10828
20201,12635,594,55,43,24,13352,13298,372,45,6,25,13746,6141,1390,166,14,10,7726,858,405,81,0,0,1344,216,117,24,0,0,354,1965,227,38,7,12,2250,146,17,8,13,0,183,45,11,7,0,0,62,9378,2172,310,33,27,11914,417,49,5,0,0,474,446,70,10,0,4,530,36178,3252,429,84,77,40027
20202,8674,253,6,71,11,9008,7603,72,10,38,9,7732,1219,197,3,19,0,1444,146,115,3,0,0,270,64,39,0,0,0,101,788,57,5,15,3,862,80,3,0,14,0,91,15,0,0,0,0,16,2311,410,14,44,5,2786,299,11,0,7,0,333,264,24,0,8,0,292,19153,772,33,171,22,20145
20203,2274,29,0,41,11,2358,1433,3,0,11,6,1455,127,7,0,0,0,135,17,21,0,0,0,40,4,3,0,0,0,9,251,7,0,5,0,265,58,7,0,8,4,77,3,0,0,0,0,3,467,42,0,19,3,530,167,0,0,5,0,175,104,0,0,4,0,107,4439,76,4,81,24,4624
20301,2652,36,0,6,5,2698,3761,34,0,0,0,3794,332,41,3,0,0,378,17,9,0,0,0,24,7,0,0,0,0,10,249,12,0,0,0,262,67,3,0,3,0,72,3,0,0,0,0,4,674,64,4,0,0,746,116,0,0,0,0,117,101,4,0,0,0,106,7298,133,7,8,7,7459
20302,23389,2013,395,190,18,26006,26159,1465,337,18,24,28002,11974,3456,1249,34,33,16745,1551,858,107,0,0,2513,310,339,76,5,9,734,2876,632,161,19,21,3709,293,103,23,162,6,585,92,46,8,0,0,142,17087,5429,1633,221,62,24428,864,455,29,53,7,1403,866,202,41,8,5,1127,68363,9570,2432,490,113,80964
20303,13694,713,98,54,22,14566,11829,395,27,11,10,12267,4496,620,67,14,3,5204,57,43,0,0,0,94,33,17,10,0,0,58,1162,137,24,12,3,1338,89,12,0,19,5,127,31,0,0,0,0,38,5861,831,104,46,15,6853,609,113,8,6,3,744,431,39,7,5,3,483,32417,2101,239,116,47,34913
20401,9449,323,29,170,17,9985,7602,100,19,22,3,7746,1943,330,16,8,11,2312,309,139,0,0,0,449,56,18,0,0,0,74,986,80,9,6,0,1076,396,18,9,30,4,464,24,9,0,0,0,38,3719,596,33,48,17,4418,477,81,0,12,5,573,407,41,4,10,3,470,21649,1141,81,265,53,23190
20402,7889,319,4,46,11,8262,5953,128,3,18,7,6112,1656,729,4,10,0,2401,413,202,7,0,0,627,35,66,0,0,0,99,800,120,6,0,3,933,90,26,0,16,0,144,14,12,0,0,0,31,3019,1155,15,30,6,4233,307,53,0,0,0,364,374,162,0,30,0,565,17535,1824,21,124,29,19530
20403,10128,314,53,56,16,10568,9623,184,34,24,21,9893,3480,779,182,15,9,4454,670,245,58,0,0,972,65,38,6,0,0,112,1272,151,47,9,10,1484,324,20,15,10,8,369,31,11,0,0,0,47,5834,1241,307,29,27,7435,483,26,9,6,11,547,472,96,12,37,7,626,26539,1864,421,160,77,29065
20501,7752,273,168,223,6,8421,8080,134,76,6,12,8302,2122,294,181,11,3,2613,172,76,46,0,0,293,15,9,8,0,0,39,788,71,46,0,0,905,86,6,3,33,0,130,17,4,0,0,0,28,3209,463,289,45,3,4007,309,9,53,27,0,404,301,19,16,5,4,352,19646,894,595,310,28,21479
20502,9060,408,28,196,25,9725,5233,111,9,6,14,5370,1534,376,62,10,0,1985,276,147,22,0,0,442,103,62,9,0,4,178,911,80,12,11,11,1020,111,24,13,42,4,188,23,16,0,5,0,40,2956,702,122,65,25,3861,313,77,5,6,0,403,378,48,4,22,12,465,17943,1340,168,297,67,19815
20503,12746,503,74,169,17,13509,8548,161,41,8,13,8773,2673,257,100,5,13,3053,175,141,44,0,0,367,54,39,49,0,0,146,1329,67,22,10,9,1430,162,14,10,34,3,233,35,3,4,6,0,42,4433,529,226,54,21,5267,505,50,23,10,5,590,522,44,8,21,0,603,26759,1288,367,267,53,28734
20504,10546,404,370,67,11,11403,10030,165,103,8,10,10317,3319,590,745,4,6,4667,708,261,213,0,0,1185,147,60,46,0,0,253,1230,93,87,5,9,1423,115,23,26,25,0,189,35,19,12,0,0,71,5557,1044,1129,31,12,7781,240,121,40,3,0,403,515,64,58,9,0,654,26892,1802,1703,124,38,30560
20505,6961,167,135,94,12,7373,5629,81,38,10,6,5764,1604,230,300,11,3,2137,228,65,88,0,0,379,34,16,23,0,0,79,664,25,29,4,8,734,233,5,8,18,0,263,18,3,0,0,0,28,2790,337,448,29,14,3619,364,17,16,3,0,404,295,12,20,4,6,334,16048,617,661,142,32,17492
20601,7382,1612,952,31,12,9983,5744,2509,2725,37,11,11026,2938,3696,6146,114,11,12906,106,337,258,0,0,704,18,44,86,0,0,142,867,641,685,38,3,2232,37,29,30,0,3,107,15,7,20,0,0,38,3970,4759,7233,149,18,16135,219,114,94,4,0,438,210,84,98,6,3,397,17522,9078,11107,226,42,37979
20602,4824,1080,469,14,5,6386,3766,1561,1152,15,0,6492,1645,2155,2837,69,3,6718,73,162,323,0,0,554,49,51,51,0,0,145,416,331,286,22,0,1051,30,7,22,3,0,65,3,12,20,0,0,31,2216,2723,3534,98,8,8568,130,73,60,3,0,264,116,41,51,0,0,212,11048,5471,5260,128,14,21919
20603,5434,1265,1254,14,9,7977,4427,1669,2154,12,9,8270,1402,1851,4856,38,7,8159,60,182,1369,0,0,1607,28,22,139,0,0,188,356,266,567,16,4,1204,34,13,47,0,4,95,11,9,23,0,0,37,1894,2341,6994,62,15,11304,146,59,127,0,0,333,94,46,180,0,0,323,11991,5384,10709,89,25,28208
20604,568,1992,7036,19,18,9621,485,1929,8915,14,17,11358,361,2779,36271,61,128,39600,14,316,1650,0,3,1978,3,85,440,8,0,533,98,699,3934,23,23,4784,3,47,494,9,7,564,0,10,106,0,5,119,483,3936,42895,99,167,47578,37,157,1195,4,7,1400,13,78,679,0,25,795,1575,8090,60713,132,237,70753
20605,1838,3710,4606,74,15,10241,1496,3403,7241,123,11,12273,615,2784,15925,281,11,19616,3,546,1255,0,0,1811,5,63,513,4,9,590,176,604,1974,67,11,2831,12,21,103,8,7,149,7,4,60,0,0,76,820,4027,19832,354,37,25073,54,162,401,8,3,625,40,106,375,5,4,527,4245,11412,32446,565,80,48743
20606,2586,1893,2824,10,11,7323,1515,1396,3634,8,7,6553,742,1639,10560,26,15,12985,4,79,845,0,0,932,0,9,149,0,0,156,182,364,1236,12,3,1804,11,11,68,3,5,88,4,3,41,0,0,50,946,2108,12891,41,22,16011,74,103,335,3,0,520,59,62,191,5,5,315,5176,5565,19874,69,45,30727
20607,2127,4326,1820,41,7,8319,1628,3953,4147,78,4,9813,1000,4746,9473,162,15,15405,26,485,2544,0,0,3054,19,77,320,0,0,415,309,1248,1185,53,4,2797,10,52,46,7,5,119,5,14,43,0,0,66,1374,6611,13605,220,31,21847,76,260,272,7,0,612,50,124,228,6,5,419,5253,15279,20073,353,48,41005
20701,16916,4637,2682,38,21,24290,12226,3252,3138,21,15,18643,3740,3399,7450,106,13,14716,103,92,209,0,0,408,21,77,90,0,3,194,874,648,915,33,7,2476,65,36,74,9,0,186,22,15,23,0,0,59,4828,4272,8760,153,28,18036,490,251,401,3,0,1153,309,88,177,8,4,591,34771,12501,15162,218,74,62715
20702,12001,2316,1109,0,6,15427,7472,2291,1298,0,5,11064,3178,1681,1692,5,15,6566,38,43,49,0,0,133,12,18,58,0,3,91,693,282,230,0,0,1208,61,30,16,0,3,114,18,6,5,0,0,31,4011,2055,2057,5,14,8145,351,238,295,0,3,888,256,94,73,0,0,422,24086,6988,4828,5,32,35944
20703,10320,2759,831,3,11,13922,8319,2491,1188,3,4,12000,3567,2876,3191,10,14,9653,224,287,124,0,0,644,62,80,102,0,4,244,968,531,442,7,6,1955,146,88,142,0,0,378,13,18,25,0,0,66,4985,3887,4031,13,20,12932,380,467,184,0,4,1029,241,120,98,0,6,461,24243,9724,6319,18,42,40344
20801,10986,3168,1437,56,8,15659,9079,2451,1206,49,7,12792,2378,2015,1769,100,5,6279,149,296,246,0,0,693,8,15,94,0,0,118,581,405,224,31,5,1244,41,19,30,4,0,96,5,11,10,0,0,26,3160,2756,2373,136,11,8446,261,146,207,4,0,619,230,94,98,0,0,425,23722,8612,5317,253,36,37936
20802,12727,4149,2268,24,16,19187,10766,4638,4094,39,6,19547,3828,4221,8496,101,19,16671,70,214,213,0,0,492,37,85,161,0,0,291,962,887,988,29,6,2877,63,49,79,0,6,195,25,29,35,0,0,85,4984,5485,9972,138,28,20604,331,252,309,3,6,909,286,166,202,5,0,663,29101,14694,16846,208,66,60906
20803,10378,3829,1770,75,6,16061,11676,4556,2493,33,10,18770,2924,3343,3050,57,15,9388,201,228,295,0,0,725,39,63,104,0,0,208,624,566,408,28,7,1632,52,31,22,68,5,173,25,8,16,0,0,52,3868,4244,3895,149,25,12173,278,158,310,8,0,760,288,150,131,0,0,568,26492,12936,8600,273,36,48335
20804,3738,1209,849,62,10,5863,2867,986,1126,30,3,5013,679,889,2546,114,3,4225,8,30,78,0,0,116,3,19,70,0,0,93,183,159,316,24,5,681,27,3,26,3,3,59,3,3,3,0,0,11,889,1111,3044,133,9,5187,68,54,69,38,0,224,68,41,94,11,0,205,7622,3396,5185,281,20,16501
20901,15196,1633,634,5,13,17479,13738,2283,689,9,8,16725,4399,2379,1696,13,19,8508,704,604,111,0,5,1427,79,133,116,0,0,328,1091,377,203,15,0,1684,220,48,9,0,0,285,28,20,5,0,0,49,6517,3563,2142,28,26,12280,391,158,131,0,4,689,356,100,36,0,3,493,36197,7746,3636,40,49,47666
20902,9225,1531,327,30,0,11118,7062,3027,985,42,0,11114,3837,4231,2004,89,12,10171,536,784,266,0,0,1585,58,74,80,0,0,214,1031,544,214,33,5,1826,145,75,43,10,0,273,27,30,12,0,0,70,5633,5740,2616,131,15,14142,301,216,46,5,0,565,365,199,55,6,10,630,22592,10709,4023,219,26,37564
20903,8658,186,218,5,0,9061,10414,251,186,0,3,10862,954,190,132,0,0,1280,45,45,12,0,0,100,7,0,0,0,0,14,421,38,30,3,3,486,39,4,3,0,5,46,10,0,0,0,0,9,1472,275,181,7,3,1936,223,15,16,0,0,258,194,8,14,0,0,215,20958,736,609,8,9,22333
20904,20651,1611,349,3,6,22623,34689,2721,430,3,22,37864,11910,3098,1042,4,10,16061,511,122,42,0,0,679,114,55,45,0,0,214,2185,341,114,0,8,2646,463,57,31,4,0,554,69,24,11,0,0,108,15244,3699,1284,8,18,20260,724,320,59,3,4,1107,1148,136,40,5,9,1335,72461,8496,2161,25,57,83197
21001,8366,1482,45,21,4,9922,5791,1740,76,9,0,7616,1991,1430,137,25,3,3589,44,60,4,0,0,109,10,18,0,0,0,24,454,196,12,8,0,671,44,14,4,0,0,61,11,11,0,0,0,23,2559,1720,163,27,5,4478,252,149,7,0,0,406,253,71,3,3,0,333,17224,5169,285,54,15,22754
