SA3_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
30602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0,17,0,5,14,41,34,37,58,36,11,5,6,11,5,0,8,270,7,3,0,14,53,50,187,121,29,36,39,52,20,5,10,610,4,8,36,3,0,5,0,3,0,0,0,0,0,0,5,66,0,3,6,5,3,3,3,3,0,0,3,0,0,4,3,41,0,4,19,10,24,20,54,34,4,6,0,0,0,0,8,190,44,79,65,38,82,45,96,26,3,5,13,19,8,0,19,539,0,16,16,10,3,0,0,0,5,0,0,0,0,0,0,45,3,0,4,12,24,21,22,45,12,0,13,8,9,0,0,181,0,6,19,20,38,48,363,300,74,51,93,129,65,9,42,1262,0,6,8,21,17,46,60,57,25,6,17,36,12,0,6,320,0,0,0,7,13,0,7,3
30603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,3,3,0,0,0,0,0,0,0,41,0,4,0,0,0,3,10,3,0,3,3,0,0,0,8,38,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,7,12,13,3,0,5,0,4,0,0,0,50,16,38,15,9,19,7,16,8,0,0,0,0,0,0,7,127,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,17,20,20,199,147,41,31,57,104,23,0,17,685,0,6,3,9,3,6,8,4,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
30604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,6,7,14,6,0,0,0,0,0,0,0,52,0,0,0,0,3,3,5,6,0,4,0,0,0,0,3,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,17,3,11,10,5,16,23,18,19,0,0,0,0,4,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,5,0,0,16,3,0,3,3,3,0,0,3,44,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0
30605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,18,9,10,6,0,0,12,0,4,0,4,79,3,0,0,0,5,0,13,18,0,0,10,16,0,0,0,67,0,10,22,4,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,4,4,9,0,3,4,9,0,0,0,43,25,44,50,53,68,24,50,26,0,0,6,5,0,0,13,362,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,3,6,0,0,0,4,0,0,0,23,0,6,3,9,3,9,31,35,11,0,11,17,4,3,0,133,0,9,13,7,6,8,8,8,0,6,24,10,3,0,0,97,0,0,0,0,0,0,0,0
30701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,12,14,3,0,7,0,0,0,0,45,0,0,0,0,6,7,15,9,7,0,0,8,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,6,7,6,12,3,3,0,4,0,0,4,40,3,12,8,9,0,0,8,7,0,0,3,6,0,0,0,62,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,45,45,13,11,16,26,8,0,9,174,0,0,0,0,0,6,7,0,0,0,0,12,3,0,4,32,0,0,0,0,0,0,0,0
30702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,7,4,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,19,0,0,0,0,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,9,8,5,0,0,0,0,0,0,40,10,21,15,13,16,3,7,5,0,0,0,0,0,3,3,101,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,4,18,23,12,11,3,8,0,0,3,82,0,3,0,0,0,0,5,3,0,0,3,3,3,0,0,24,0,0,0,0,0,0,0,4
30703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,7,12,13,5,0,0,0,0,0,0,0,55,0,0,0,0,3,0,12,8,6,0,3,0,3,0,0,52,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,9,7,10,0,4,0,0,0,0,0,39,13,30,27,9,22,3,14,3,0,0,0,3,0,0,4,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,17,0,0,4,3,0,0,30,15,0,4,8,5,0,0,6,82,0,0,0,0,5,3,4,0,0,0,0,7,0,0,5,31,0,0,0,0,0,0,0,0
30801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,3,12,5,0,3,0,0,0,6,0,44,0,0,0,0,0,5,9,3,0,3,7,28,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,0,0,0,4,3,0,0,36,0,15,9,0,6,5,4,5,0,0,0,4,3,0,3,52,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,51,35,6,14,4,5,5,0,0,126,0,0,0,0,0,3,0,12,3,0,6,0,9,0,0,36,0,0,0,0,0,0,0,0
30803,0,0,0,0,0,0,12,7,3,0,7,0,4,0,0,43,0,0,0,0,0,3,47,16,0,4,9,5,0,0,0,95,0,0,7,17,20,11,32,21,7,17,10,16,5,4,5,171,0,3,0,3,0,16,66,59,21,60,101,81,30,6,23,471,0,9,8,0,3,3,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,19,0,0,6,7,26,25,40,13,0,3,11,8,10,0,9,161,22,44,36,18,40,16,40,12,8,0,0,0,6,0,9,251,0,3,4,4,0,0,0,8,0,0,0,0,0,0,0,13,0,5,5,0,5,5,12,3,0,0,0,0,0,0,0,46,0,0,6,0,8,11,242,164,32,50,36,62,21,20,24,686,0,3,7,0,5,10,9,8,3,0,6,0,10,0,3,56,0,0,0,0,6,8,3,9
30804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,13,9,9,31,27,33,8,10,3,140,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,12,0,4,4,0,0,0,0,4,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,9,6,7,4,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
30805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,0,6,6,4,0,0,0,45,0,0,5,6,10,3,15,21,5,3,5,14,0,0,5,91,0,7,3,0,0,6,29,30,8,7,4,0,0,0,4,98,0,3,10,4,0,3,0,3,0,0,3,0,0,0,0,28,0,0,3,0,0,0,4,14,0,3,0,3,0,6,0,46,0,0,4,7,18,9,25,21,3,4,0,0,0,0,4,94,7,30,36,28,17,14,15,12,0,3,3,0,0,0,8,174,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,17,0,0,7,6,3,6,146,110,21,12,38,20,19,10,8,401,0,0,0,4,3,9,14,10,7,0,7,6,6,0,5,69,0,0,0,0,7,0,5,11
30901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,19,29,36,85,50,17,24,21,30,11,4,3,352,5,4,5,13,65,64,150,118,37,40,38,46,9,0,10,601,3,12,52,15,6,15,3,0,0,0,0,0,0,0,5,112,6,20,13,8,8,0,0,4,0,0,0,0,0,0,6,60,0,0,0,13,23,8,5,3,0,0,0,0,0,0,0,60,32,60,22,26,56,23,33,29,4,5,13,10,3,6,8,328,5,22,31,4,4,0,0,5,0,0,0,0,0,0,0,77,0,0,3,17,22,22,17,17,6,0,11,6,4,6,3,132,4,3,6,7,12,7,68,39,8,11,10,21,4,3,4,214,0,4,5,9,11,15,16,9,3,3,3,0,8,0,0,97,0,0,0,0,8,4,19,12
30902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,22,17,68,47,15,11,20,8,4,4,9,252,4,4,4,0,8,17,24,17,3,5,8,10,7,0,5,111,0,6,18,6,3,9,0,0,0,0,0,0,0,0,0,35,3,8,8,4,5,0,0,0,0,0,0,0,0,0,0,34,0,4,9,9,12,6,14,0,4,0,0,0,0,0,0,61,22,41,23,13,21,20,40,28,9,0,4,7,4,3,10,245,0,4,10,3,7,4,0,0,0,0,0,0,0,0,3,28,0,0,0,4,3,3,4,6,0,0,0,0,0,0,0,29,4,3,8,6,5,9,21,19,6,9,7,4,0,0,10,107,0,5,4,4,8,0,13,16,3,0,0,6,3,5,0,66,0,0,0,0,3,4,0,4
30903,0,0,0,0,4,20,20,9,3,0,6,0,0,0,0,59,0,0,0,0,0,8,43,20,0,3,7,0,4,0,0,95,0,4,16,25,18,30,33,23,6,22,10,10,5,0,6,208,3,14,0,7,72,78,372,306,93,76,69,88,22,3,24,1236,0,19,46,24,9,31,12,3,0,0,0,0,0,0,4,147,6,10,16,12,14,14,17,16,3,7,5,3,0,0,9,128,3,4,8,12,30,26,33,19,0,4,0,3,0,0,6,156,53,100,42,42,64,23,54,9,0,3,0,0,4,0,13,411,5,20,26,13,5,0,0,3,0,0,0,0,0,0,10,83,0,0,3,13,28,32,30,21,12,13,8,18,7,3,0,185,7,6,23,12,13,32,198,163,46,31,77,83,25,12,16,748,4,13,0,12,24,38,42,17,0,8,6,7,6,0,11,173,0,0,0,4,18,26,41,54
30904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,19,10,15,11,0,0,0,0,0,0,0,80,0,0,4,0,0,0,6,12,0,0,4,5,0,0,0,42,0,0,3,6,0,3,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,16,7,19,20,14,36,13,29,3,0,0,3,5,0,0,5,155,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,8,0,3,9,9,0,0,21,4,0,5,0,0,0,0,0,52,0,4,3,0,0,0,10,0,0,5,4,0,0,0,3,33,0,0,0,0,0,3,0,0
30905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,12,12,12,49,18,4,0,7,3,5,3,4,131,0,0,5,0,15,19,76,44,7,14,12,26,15,0,6,233,0,0,9,7,0,0,3,0,0,0,0,0,0,0,3,25,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,10,4,11,3,0,0,0,0,0,0,0,35,19,38,24,17,23,21,19,13,0,0,0,0,0,0,5,184,0,6,7,3,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,4,11,18,9,7,3,0,3,0,4,3,0,71,0,0,5,12,6,25,89,29,5,6,3,7,0,6,3,193,0,5,7,5,0,3,6,6,4,0,0,7,3,0,0,49,0,0,3,0,0,0,9,4
30906,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,3,10,42,9,0,3,0,0,3,0,0,76,0,0,6,15,22,23,42,39,3,4,7,0,8,0,3,181,0,3,5,7,35,56,224,110,30,28,29,31,17,0,8,588,0,20,64,16,0,28,0,0,0,0,0,0,0,0,0,133,6,6,6,3,6,3,0,3,0,0,0,0,0,0,0,31,0,0,6,6,31,28,32,12,0,0,0,0,5,0,3,127,23,85,40,23,45,37,32,18,4,5,3,4,0,0,7,324,0,6,18,6,0,3,3,0,0,3,0,0,0,0,0,49,6,0,0,5,27,28,22,18,0,0,0,3,6,3,7,128,3,6,7,6,10,28,261,175,66,50,73,71,18,4,13,803,0,9,3,12,22,23,20,12,3,9,5,6,0,5,0,131,0,0,0,0,13,14,25,13
30907,0,0,0,0,5,10,9,12,0,0,0,4,0,0,0,32,0,0,0,0,3,8,27,9,0,0,0,0,0,0,0,49,0,5,11,35,46,53,99,61,10,17,17,6,6,6,4,375,0,8,9,8,52,105,543,423,111,115,122,127,67,4,25,1708,0,4,41,18,7,28,9,3,0,0,0,0,0,0,3,123,0,13,15,6,21,13,14,17,3,0,0,7,0,0,0,111,0,0,6,18,67,65,100,41,7,6,15,4,3,6,14,355,48,121,58,48,118,64,95,32,6,4,10,10,0,0,13,623,0,15,23,10,0,6,7,3,0,0,3,0,0,0,8,71,0,9,8,9,58,52,53,56,15,16,16,3,13,4,0,317,6,3,28,19,32,55,816,554,164,108,152,170,55,7,33,2198,0,4,7,8,24,52,68,49,7,10,8,4,11,0,5,256,0,0,0,6,20,15,74,83
30908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,5,0,0,0,13,0,3,11,18,28,28,75,53,8,10,11,11,10,8,4,265,0,6,6,14,105,157,431,324,102,118,126,134,42,3,30,1590,0,14,32,9,9,11,3,0,0,0,0,0,0,0,4,89,6,16,15,6,4,10,9,12,3,0,0,0,5,0,7,86,0,4,0,6,24,15,25,7,7,0,3,3,0,0,0,107,33,56,39,26,30,18,29,14,6,4,4,0,0,4,6,265,0,12,13,4,0,7,3,5,0,0,0,0,0,0,6,48,0,0,7,26,59,82,50,27,11,4,21,8,12,12,10,322,4,3,9,3,22,39,195,80,25,26,25,41,13,3,15,515,0,4,6,4,11,35,32,24,0,0,6,6,5,0,9,141,0,0,0,3,16,11,40,29
30909,0,0,0,0,5,4,11,9,0,0,0,0,0,0,0,29,0,0,0,4,0,4,27,14,0,7,15,10,7,0,0,85,0,0,8,14,32,38,50,38,14,15,27,28,23,10,7,293,3,3,3,6,66,112,516,392,140,150,156,149,55,6,43,1791,4,14,46,14,10,39,14,0,0,0,0,0,0,0,6,146,0,12,19,7,5,9,15,7,4,0,10,3,0,3,3,100,0,0,8,12,16,13,44,15,3,7,5,0,0,0,3,136,18,65,45,32,42,32,50,20,5,5,9,8,4,0,5,343,3,21,29,6,0,5,5,0,0,0,0,0,0,0,0,65,0,0,6,17,21,41,59,73,22,22,19,28,17,0,8,321,6,3,12,14,22,42,265,241,67,90,134,174,78,16,28,1176,0,8,5,10,14,20,48,42,11,11,13,10,6,0,6,196,0,0,3,3,10,9,34,63
30910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,4,10,0,0,0,27,0,4,3,14,18,16,38,21,9,5,8,15,13,0,4,177,3,4,8,5,41,82,263,189,56,52,70,72,46,5,6,905,0,22,40,8,3,15,3,0,0,0,0,0,0,0,0,93,0,16,27,15,13,12,23,8,0,0,0,0,0,0,4,108,0,0,9,7,21,17,11,3,0,0,3,3,5,0,0,87,26,67,30,18,24,17,21,22,6,8,3,21,9,0,7,266,3,21,37,6,7,0,3,7,0,0,0,0,0,0,0,101,0,0,3,13,23,44,25,33,3,12,10,16,17,6,0,216,4,0,7,16,28,23,191,201,74,74,145,154,51,9,19,1003,0,0,3,13,16,10,21,18,10,6,6,7,0,0,5,113,0,0,0,0,36,19,38,40
31001,0,0,0,0,5,12,82,80,16,5,18,9,11,24,11,278,0,0,0,0,0,19,217,70,6,11,6,0,5,4,4,342,0,4,5,15,17,19,19,15,5,4,4,4,0,0,0,111,8,5,0,3,55,67,305,173,34,22,31,54,17,9,21,791,0,6,15,7,9,16,9,0,0,0,0,0,0,0,0,51,6,0,4,0,3,3,40,8,5,0,9,10,0,0,4,79,0,0,11,23,112,151,162,61,12,6,13,6,5,4,31,593,68,45,19,16,28,21,26,12,5,0,5,0,3,0,3,255,0,0,7,4,3,0,0,3,0,0,0,0,0,0,3,26,0,5,7,8,38,33,28,29,5,7,6,9,8,0,6,164,0,3,13,29,23,84,990,525,116,151,168,197,84,23,48,2465,0,0,10,7,19,45,63,26,3,3,9,4,5,0,5,206,0,5,0,0,12,23,66,119
31002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,6,5,7,11,19,7,0,4,0,0,0,0,3,73,0,5,0,0,3,3,10,13,3,0,4,7,0,0,6,64,0,3,5,4,0,8,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,11,13,8,0,4,0,0,0,0,6,64,19,54,30,23,47,24,19,8,4,3,0,0,3,0,5,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,3,0,0,7,0,0,0,6,21,0,3,7,3,5,8,24,22,6,0,5,4,0,0,6,97,0,10,3,3,0,3,6,4,0,4,0,12,0,0,6,58,0,0,0,0,0,0,0,3
31003,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,25,14,0,0,0,0,0,0,0,49,0,0,14,13,15,15,30,30,0,6,3,6,0,0,9,124,0,0,5,3,11,17,89,38,10,18,21,24,3,0,11,251,0,5,8,0,0,9,4,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,20,0,0,10,16,35,29,35,26,0,9,6,4,0,0,4,173,45,61,56,36,33,23,48,17,0,0,0,4,0,0,12,353,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,13,12,5,23,7,3,6,7,6,9,0,0,79,5,0,12,13,11,23,351,262,41,60,67,70,33,0,17,964,0,3,10,4,3,15,33,10,4,4,5,0,7,0,3,99,0,0,0,0,6,5,12,13
31004,0,0,0,0,0,10,46,40,10,8,0,15,0,0,4,130,0,0,0,0,0,5,80,55,13,10,6,0,7,0,0,172,0,0,3,8,9,12,22,28,0,5,0,0,4,0,3,99,0,4,0,3,14,14,200,119,33,18,17,27,8,6,3,467,0,4,23,11,0,23,3,0,0,0,0,0,0,0,4,72,0,0,3,0,0,4,45,12,0,3,0,0,4,0,0,69,0,3,0,19,124,141,267,129,24,14,14,25,11,4,14,800,34,48,54,37,45,21,51,9,5,4,0,0,0,0,9,309,0,0,6,0,3,0,0,5,0,0,0,0,0,0,0,20,0,3,3,3,21,21,41,27,0,9,0,6,4,0,4,137,3,3,11,11,26,96,1668,1018,167,171,181,186,66,20,41,3664,0,4,7,8,17,21,54,31,7,5,8,8,4,0,7,174,0,0,0,3,18,17,76,77
31101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,3,13,3,6,16,6,4,0,0,4,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,5,5,0,0,0,0,0,6,0,32,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
31102,0,0,0,0,3,12,53,51,4,15,14,9,7,14,0,175,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,15,0,0,0,5,4,14,6,11,0,0,0,0,0,0,0,51,0,4,5,0,3,8,48,32,13,12,18,19,15,5,5,186,0,9,13,0,4,8,0,0,0,0,0,0,0,0,0,33,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,16,3,0,3,7,27,49,48,23,7,0,0,4,0,0,5,185,17,34,16,28,17,9,14,5,0,0,0,0,0,0,4,147,0,3,4,3,0,6,0,0,0,0,0,0,0,0,0,28,0,0,0,0,8,9,4,10,3,0,0,0,0,0,0,36,5,0,6,13,9,6,171,131,59,52,56,59,9,0,4,579,0,3,0,9,5,13,19,5,4,7,0,4,0,0,0,65,0,0,0,0,5,3,4,13
31103,0,0,0,0,5,27,163,329,52,50,43,41,37,38,10,794,0,0,0,0,0,7,36,30,5,4,0,0,0,0,0,79,3,0,4,14,19,14,15,16,0,0,4,0,0,5,0,90,3,4,12,5,31,52,252,145,32,20,38,34,11,0,16,661,0,10,74,35,16,51,15,4,0,0,0,0,0,0,5,217,0,5,9,5,4,6,17,22,0,0,0,0,5,0,0,75,0,0,9,32,146,164,262,138,20,26,22,22,11,5,11,873,32,61,40,35,46,28,20,13,0,0,0,0,0,0,13,286,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,32,27,34,19,11,0,0,3,0,0,7,144,3,5,12,13,19,35,814,563,137,140,200,203,54,10,39,2242,5,5,7,5,8,32,68,33,0,0,9,3,0,0,3,179,0,0,0,4,3,6,54,119
31104,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,4,8,10,14,21,17,0,0,0,0,0,0,0,67,0,0,3,0,9,6,30,14,7,5,3,0,0,0,11,95,0,3,18,9,4,4,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,0,0,0,11,31,34,52,30,3,0,12,13,4,0,7,193,12,37,22,28,46,10,22,3,0,0,0,0,0,0,0,199,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,11,14,3,0,0,0,0,4,0,0,43,0,0,6,3,8,13,140,72,20,17,16,29,7,0,4,333,0,0,0,3,3,9,12,9,0,3,0,0,0,0,3,52,0,0,0,0,0,0,8,8
