SA3_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
20702,24086,68010,2551,5298,4431,12124,6988,17421,1335,2654,649,1163,1518,2780,1317,2434,8,30,4828,9063,0,0,0,0,0,0,5,20,5,20,32,83,35944,94593,3675,..,39612,94593
20703,24243,67841,5925,12064,3798,9798,9724,21866,1837,3481,1317,2295,1626,2715,1513,2779,27,68,6319,11335,0,0,0,0,0,0,15,43,18,47,42,78,40344,101171,4901,..,45244,101171
20801,23722,67756,4494,8563,4115,9825,8612,18390,2140,3621,1362,2300,1559,2434,240,386,18,37,5317,8778,0,0,0,0,0,0,252,458,253,459,36,82,37936,95455,3871,..,41805,95455
20802,29101,84246,8858,18918,5836,15635,14694,34553,9834,17532,2984,5226,3610,6264,385,609,38,87,16846,29715,0,0,0,0,0,0,208,414,208,416,66,126,60906,149055,6686,..,67594,149055
20803,26492,74882,7615,14296,5321,12685,12936,26978,6278,10971,810,1297,1150,1805,346,577,12,33,8600,14672,0,4,136,165,0,0,132,221,273,383,36,72,48335,116989,3829,..,52163,116989
20804,7622,22796,1960,4046,1440,3486,3396,7526,2489,4316,1616,2666,852,1358,224,375,0,11,5185,8721,0,0,0,0,4,4,279,429,281,424,20,48,16501,39517,2668,..,19167,39517
20901,36197,97923,4252,7576,3493,8215,7746,15790,1895,3375,476,790,932,1500,299,464,29,56,3636,6188,0,0,0,0,0,0,37,76,40,73,49,90,47666,120069,3941,..,51602,120069
20902,22592,60355,5984,11377,4721,10800,10709,22179,1298,2262,713,1193,1646,2715,344,537,22,61,4023,6774,0,0,4,5,0,0,210,428,219,430,26,38,37564,89769,4073,..,41639,89769
20903,20958,61339,311,546,428,952,736,1495,528,954,40,51,32,44,0,0,13,22,609,1075,0,6,4,8,0,0,3,10,8,22,9,38,22333,63962,1163,..,23498,63962
20904,72461,216999,4647,10485,3845,9359,8496,19839,1188,2536,421,658,518,812,0,0,32,70,2161,4077,7,8,0,3,0,0,14,51,25,62,57,109,83197,241084,4547,..,87741,241084
21001,17224,46945,2259,4306,2911,7280,5169,11587,148,270,14,19,117,171,0,0,10,15,285,484,0,0,0,0,0,0,54,118,54,118,15,24,22754,59160,1639,..,24389,59160
21002,10616,29914,493,853,26,58,525,911,27,56,13,30,0,0,0,0,9,25,49,106,6,11,14,18,4,3,0,0,22,31,15,32,11227,30997,863,..,12095,30997
21003,18529,51372,3452,6674,6134,14865,9587,21539,998,1926,224,403,81,120,0,0,25,61,1322,2504,0,4,0,0,0,0,67,135,65,139,32,75,29537,75634,2831,..,32365,75634
21004,14551,40082,543,911,189,372,733,1281,1024,1632,0,0,0,0,0,0,5,14,1033,1650,0,0,0,0,0,0,3,4,0,6,7,19,16329,43036,828,..,17158,43036
21005,53718,175254,3552,8292,2694,7024,6248,15310,1045,2714,0,4,128,286,0,0,34,68,1210,3072,47,52,63,68,0,6,5,20,122,142,61,156,61344,193941,3798,..,65145,193941
21101,47865,134060,5021,9207,2931,6847,7959,16053,671,1107,385,598,243,388,170,261,56,131,1531,2492,0,0,0,0,0,0,47,92,47,92,37,71,57431,152766,2979,..,60407,152766
21102,8065,23924,325,508,109,311,434,815,84,173,42,70,0,0,0,0,10,26,136,268,5,3,0,0,0,0,0,0,5,3,5,15,8641,25031,496,..,9140,25031
21103,37348,98610,2508,4674,1225,2755,3734,7428,420,790,618,997,575,958,74,117,28,62,1711,2925,0,0,0,0,0,0,20,48,23,44,40,83,42858,109096,2691,..,45549,109096
21104,16795,47292,4001,7745,1504,3993,5508,11737,78,161,116,202,483,784,0,0,20,50,697,1203,0,0,0,0,0,0,8,32,8,32,14,19,23020,60276,1528,..,24548,60276
21105,52046,141500,2067,3263,849,1652,2919,4914,245,380,11,15,0,0,0,0,50,92,313,497,66,82,113,148,0,6,28,68,210,311,71,147,55559,147370,3592,..,59147,147370
21201,36125,105630,2213,3898,821,1855,3028,5750,301,480,20,29,0,6,3,7,17,37,340,558,5,6,120,141,3,3,12,18,140,172,37,89,39673,112190,2120,..,41789,112190
21202,39362,118085,3209,6824,1631,4314,4838,11135,307,605,25,42,0,0,0,0,24,52,358,706,7,16,89,114,0,0,17,33,110,160,28,79,44695,130171,2069,..,46768,130171
21203,62780,204072,3898,9583,1259,3414,5159,13000,596,1084,25,39,0,0,0,0,31,59,653,1186,5,5,0,0,0,3,3,6,12,11,60,148,68665,218419,2566,..,71229,218419
21204,46276,141191,7550,16827,4252,12124,11801,28952,4663,9776,609,1168,570,1064,0,3,42,96,5881,12106,107,135,105,118,0,0,34,75,245,333,69,152,64274,182732,4704,..,68981,182732
21205,44568,126645,4600,10670,5045,14324,9647,24992,5972,13371,968,1727,1807,2970,951,1743,41,66,9745,19878,0,0,0,0,0,0,28,70,30,68,50,88,64036,171677,6598,..,70636,171677
21301,49382,147498,4741,11283,3821,10474,8557,21762,2295,4682,141,221,145,237,91,145,61,125,2726,5413,0,0,29,37,6,6,53,134,87,181,62,132,60809,174975,4098,..,64908,174975
21302,22603,59969,3425,6655,4490,11301,7913,17953,1470,2434,273,433,401,625,150,230,7,20,2305,3745,0,0,0,0,0,3,58,115,62,116,42,78,32922,81872,2868,..,35793,81872
21303,16731,45673,2558,5029,5563,13935,8118,18961,2898,5100,1787,3062,2360,3872,1525,2469,38,93,8613,14593,0,3,8,15,0,0,184,399,197,410,42,70,33695,79712,4955,..,38656,79712
21304,56202,174957,3505,6876,1452,3792,4956,10668,218,393,74,125,156,278,0,0,33,79,482,876,56,77,76,95,5,12,18,57,158,242,59,164,61861,186914,3248,..,65111,186914
21305,80583,255532,5934,14828,2813,7077,8741,21906,1560,2947,23,41,479,765,0,0,30,60,2089,3808,32,55,44,53,0,0,17,42,98,155,50,128,91560,281529,6378,..,97938,281529
21401,42288,112332,6872,11283,2219,4552,9090,15832,914,1335,180,282,116,177,24,31,50,95,1284,1918,26,36,253,310,0,0,32,97,307,441,50,83,53019,130605,3280,..,56304,130605
21402,55205,138457,5290,8454,1766,3662,7055,12115,1661,2654,129,205,40,67,0,3,51,89,1886,3019,41,49,372,524,6,13,33,58,450,639,52,99,64650,154331,24525,..,89181,154331
21501,22599,51768,933,1269,20,50,956,1318,579,800,6,7,0,0,0,0,0,9,587,816,64,103,22,35,9,10,56,119,145,265,43,79,24334,54247,4044,..,28377,54247
21502,18178,46724,1586,2577,72,136,1662,2714,1085,1656,19,23,0,0,0,0,4,4,1106,1683,101,152,145,291,8,19,22,41,281,510,57,108,21283,51737,2125,..,23408,51737
21503,13215,32029,656,1043,21,47,676,1088,444,704,7,10,0,0,0,3,4,3,454,715,115,197,59,115,3,10,42,83,225,407,70,146,14635,34386,2174,..,16811,34386
21601,13638,33343,1205,1759,21,31,1224,1793,38,60,0,0,0,0,0,0,4,3,37,69,37,62,135,212,3,4,16,45,200,322,31,57,15130,35579,1729,..,16859,35579
21602,10801,25838,856,1246,36,67,890,1316,20,39,0,0,0,0,0,0,3,6,30,48,75,116,90,139,0,5,13,29,176,291,17,48,11917,27530,2115,..,14030,27530
21603,21839,57383,2143,3531,102,199,2241,3730,48,62,13,16,4,3,0,0,4,7,66,89,209,274,83,122,6,23,230,334,528,756,44,103,24727,62059,2093,..,26816,62059
21701,14000,31957,689,994,46,69,739,1062,173,229,6,7,0,0,0,0,10,13,185,255,50,67,27,52,5,4,29,61,111,187,25,54,15056,33508,2398,..,17459,33508
21703,14116,33413,819,1120,61,106,878,1229,40,72,0,4,0,0,0,0,5,11,51,86,27,46,29,45,17,31,31,76,106,191,35,73,15185,34987,3888,..,19072,34987
21704,17872,44563,1390,2147,372,689,1762,2835,571,813,54,73,0,0,0,0,0,4,626,891,11,19,82,121,3,9,35,77,132,223,33,61,20425,48576,2848,..,23274,48576
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
30101,22381,63334,1255,1906,1839,3587,3097,5498,556,892,42,73,98,191,0,0,52,112,752,1273,114,155,3,0,0,5,0,0,114,158,27,56,26373,70320,1104,..,27473,70320
30102,29133,78734,2209,3521,1523,3009,3729,6533,965,1528,301,507,514,881,0,0,40,85,1823,2998,16,37,23,43,0,11,8,17,54,102,43,88,34786,88455,3440,..,38219,88455
30103,20948,58759,1022,1640,3051,6631,4078,8276,799,1067,533,862,341,557,15,24,35,55,1713,2578,0,0,117,171,0,0,7,19,120,187,23,45,26887,69838,1334,..,28224,69838
30201,12919,37126,521,817,2414,5180,2938,5992,370,684,334,528,18,31,0,0,18,32,735,1268,0,7,0,0,0,0,0,3,3,12,16,38,16610,44437,810,..,17422,44437
30202,19856,54056,1025,1433,2326,4525,3358,5963,1742,2857,2120,3543,1125,2001,1140,1924,17,36,6143,10360,71,80,100,143,0,0,3,5,175,229,27,37,29556,70644,1817,..,31380,70644
30203,9889,26817,289,479,1884,3992,2173,4471,1452,2329,1614,2789,1673,2882,645,1032,14,30,5400,9059,0,0,0,0,3,11,14,35,15,45,17,39,17496,40433,1348,..,18842,40433
30204,17540,47435,1252,2101,2159,4602,3410,6704,1557,2730,434,737,171,265,0,0,23,43,2182,3781,3,4,113,128,3,3,22,31,140,165,32,56,23305,58136,1212,..,24518,58136
30301,14353,41100,611,1026,3449,7289,4057,8313,353,615,526,927,649,1083,86,145,9,25,1629,2787,112,142,8,7,0,0,4,12,125,163,29,51,20194,52416,989,..,21179,52416
30302,15510,43703,107,176,3070,6385,3182,6561,4371,7241,4944,8635,2494,4314,1960,3570,18,33,13791,23797,0,0,0,0,0,0,20,38,20,38,62,111,32556,74210,2639,..,35196,74210
30303,20127,60807,542,1064,3148,7964,3688,9018,818,1483,855,1576,1064,1997,294,580,27,60,3051,5693,38,55,293,421,0,0,7,26,337,504,43,71,27243,76098,1637,..,28877,76098
30304,11268,31609,344,681,1244,2677,1590,3357,1053,1836,465,800,83,176,0,0,21,52,1624,2857,0,0,0,0,0,0,9,10,3,13,33,68,14522,37904,965,..,15485,37904
30305,17758,55304,403,854,3247,8358,3651,9208,175,301,24,43,0,5,0,0,14,28,216,369,23,23,11,11,0,0,14,25,42,66,42,105,21711,65053,1093,..,22803,65053
30306,12884,39739,403,857,2582,7064,2981,7924,52,77,0,0,0,0,0,0,33,64,87,146,26,33,51,62,0,0,0,10,82,99,11,25,16042,47931,962,..,17010,47931
30401,10464,29907,127,221,691,1439,819,1658,52,57,56,71,51,79,0,0,6,10,156,216,0,0,0,0,0,0,4,7,4,7,0,0,11444,31789,521,..,11960,31789
30402,14949,44670,277,423,312,680,595,1107,98,190,19,32,0,0,0,0,36,75,149,298,0,0,0,0,0,0,0,7,3,9,8,20,15706,46099,666,..,16368,46099
30403,9813,28805,155,275,1552,3489,1709,3767,1930,3721,3455,6722,2373,4876,766,1532,8,21,8526,16868,0,0,5,6,3,10,10,11,13,24,58,117,20114,49584,1737,..,21857,49584
30404,15784,44939,360,501,990,2103,1345,2602,1223,2082,659,1054,318,544,0,0,14,26,2217,3712,0,0,0,0,0,0,0,0,0,0,24,53,19370,51300,1024,..,20390,51300
30501,5008,14189,92,189,1081,2535,1172,2726,2735,4335,4662,8231,8417,15519,16431,29278,487,819,32726,58189,0,0,30,48,0,8,35,67,63,125,210,333,39182,75560,7940,..,47121,75560
30502,9074,26562,177,332,2780,6053,2956,6381,1973,3249,2335,4061,600,1096,277,462,15,28,5192,8899,0,0,4,8,0,0,0,4,4,9,40,70,17266,41923,1379,..,18645,41923
30503,15567,44857,193,333,2871,6008,3059,6339,4055,6885,6477,11094,7460,13169,5989,10014,30,61,24007,41224,0,6,0,0,0,0,21,51,24,57,149,246,42816,92722,4636,..,47451,92722
30504,13132,38636,47,69,1144,2298,1189,2364,1953,3301,3048,5430,1708,2998,2127,3774,12,27,8846,15525,5,5,0,0,0,0,30,48,32,54,83,147,23286,56730,2095,..,25385,56730
30601,16950,45813,867,1564,916,1525,1787,3086,986,1749,802,1437,318,529,0,0,9,21,2115,3737,64,126,54,76,3,4,3,10,126,213,184,334,21166,53174,2214,..,23384,53174
30602,25713,70807,2193,3711,2000,3685,4191,7395,3980,6922,2414,4357,548,1068,414,769,17,31,7372,13147,91,139,120,217,20,37,75,150,309,544,201,326,37788,92210,4004,..,41791,92210
30603,11108,28390,567,1056,211,414,777,1476,503,1011,27,63,26,51,0,0,9,17,561,1139,146,274,43,58,69,169,51,111,301,613,67,140,12813,31759,2208,..,15021,31759
30604,3312,8163,282,524,263,540,552,1060,481,877,10,12,4,0,0,0,0,0,493,891,58,114,17,27,12,14,23,45,112,199,69,128,4533,10437,998,..,5532,10437
30605,14452,35663,359,570,52,84,414,651,659,1071,0,0,0,0,0,9,0,0,656,1079,208,401,60,79,34,56,66,144,362,686,119,237,16007,38306,2074,..,18075,38306
30701,14131,35190,1014,1777,113,215,1126,1998,197,343,0,0,3,3,0,0,0,7,204,352,119,223,32,44,24,51,17,36,189,358,98,212,15743,38108,3734,..,19483,38108
30702,14416,36941,590,845,70,130,669,983,23,37,0,0,0,0,0,0,0,4,28,41,82,132,47,54,27,54,33,67,187,308,53,106,15344,38374,2131,..,17478,38374
30703,14659,35477,870,1242,56,117,927,1361,167,240,0,0,0,0,0,0,0,7,166,241,52,86,36,67,17,33,23,60,124,247,75,145,15952,37478,2403,..,18354,37478
30801,8173,22475,370,667,222,401,590,1067,535,890,4,6,0,0,0,0,0,0,538,902,76,118,27,32,29,42,9,28,136,226,119,248,9557,24907,2907,..,12462,24907
30803,38552,99475,1931,3163,683,1108,2615,4271,1743,2797,100,187,126,214,111,190,34,61,2110,3449,168,295,69,106,29,44,25,54,293,505,124,258,43693,107958,5780,..,49479,107958
30804,4648,11764,99,152,13,39,114,190,152,244,0,0,0,0,0,0,11,33,161,270,40,65,11,11,0,0,3,10,53,81,16,42,4995,12348,1126,..,6123,12348
30805,19810,52263,649,1248,746,1313,1397,2563,1134,1826,198,283,214,341,89,132,4,12,1639,2592,215,352,50,94,9,20,7,21,273,490,66,118,23181,58027,4081,..,27264,58027
30901,11934,33471,1770,3382,3564,7483,5331,10868,1814,3366,3406,6137,1491,2806,2263,3995,19,24,8984,16330,114,159,0,0,0,0,5,24,120,188,90,144,26463,60998,5733,..,32193,60998
30902,11109,31749,1332,2530,2936,6619,4272,9148,2005,3437,2488,4399,1480,2717,779,1453,33,74,6792,12072,49,82,39,66,0,0,17,39,112,192,50,82,22328,53239,3751,..,26076,53239
30903,12052,31265,4329,8286,5164,11242,9489,19526,1159,1790,2450,4146,1575,2777,1912,3750,16,45,7102,12504,230,310,14,20,0,0,22,33,262,363,93,169,28995,63829,2664,..,31663,63829
30904,6658,17988,121,181,30,59,152,240,18,38,9,13,0,0,0,3,11,20,41,73,44,55,5,12,9,19,28,61,78,145,28,68,6954,18519,753,..,7709,18519
30905,9409,29577,425,894,1361,3431,1783,4327,3,3,30,58,0,3,0,0,61,124,94,191,13,17,25,26,5,14,0,3,31,63,21,49,11348,34202,403,..,11753,34202
30906,17370,52245,975,1853,3784,8877,4760,10726,1027,1836,354,562,199,351,0,0,55,131,1628,2878,279,362,132,171,0,4,5,8,416,541,20,48,24204,66431,1050,..,25252,66431
30907,40884,126785,3666,7799,4425,10547,8086,18348,277,663,556,1047,527,1009,129,234,62,119,1546,3082,57,102,182,295,9,12,8,22,259,432,161,364,50934,149010,2809,..,53745,149010
30908,10095,28922,1155,2528,5363,12900,6522,15428,189,242,1059,1991,673,1299,1291,2231,9,17,3222,5784,0,0,0,0,0,0,0,0,0,0,27,38,19866,50175,1027,..,20893,50175
30909,10993,31744,2020,3690,2698,6158,4718,9850,1331,2455,2079,3618,2407,4313,3091,5683,34,89,8941,16159,18,41,6,27,0,0,15,35,42,103,98,182,24799,58033,2165,..,26962,58033
30910,4605,13374,573,1200,1651,3756,2226,4957,1010,1861,2155,3906,1661,3064,6577,11816,0,9,11400,20652,7,22,26,37,0,0,45,97,80,151,152,255,18462,39393,7009,..,25468,39393
31001,20196,60438,629,1008,3801,8996,4429,10010,202,273,190,304,0,0,0,5,63,174,459,755,82,100,24,39,0,0,0,0,107,139,68,155,25266,71495,1343,..,26615,71495
31002,22521,59458,439,706,44,107,484,808,28,48,0,0,0,0,0,0,13,22,37,72,150,237,98,165,11,36,5,15,263,450,113,175,23419,60967,2452,..,25876,60967
31003,37299,100317,2339,3841,1450,2751,3795,6594,846,1266,91,129,12,13,45,61,34,55,1027,1521,34,43,0,0,3,6,36,102,77,155,49,110,42244,108700,2859,..,45098,108700
31004,29729,92101,1686,3259,1617,3949,3302,7210,183,291,36,71,77,112,0,0,29,57,331,530,51,67,21,28,0,0,7,6,79,104,27,54,33469,100004,2219,..,35692,100004
31101,4611,11968,486,797,205,365,691,1162,10,9,0,0,0,0,0,0,4,4,16,12,37,66,27,37,13,27,0,3,82,129,16,31,5404,13300,796,..,6193,13300
31102,13228,36301,901,1536,1601,3159,2496,4690,725,1176,170,245,82,156,0,0,32,57,1008,1633,23,37,0,0,8,8,0,0,31,50,20,42,16783,42703,974,..,17760,42703
31103,26080,79798,1249,2789,1586,3897,2829,6688,102,215,45,64,0,0,0,0,42,107,192,390,8,4,128,146,4,3,0,4,132,161,52,114,29298,87147,1530,..,30824,87147
31104,17852,57202,279,582,98,238,377,818,9,23,0,0,7,17,0,0,81,172,103,214,0,0,0,0,7,34,0,0,12,36,24,56,18371,58326,817,..,19187,58326
31105,18014,52626,1266,2316,1441,3172,2705,5491,774,1432,44,59,18,25,0,10,41,90,878,1613,55,76,64,91,0,0,4,9,122,176,42,80,21762,59991,1199,..,22959,59991
31106,20552,61594,1352,2458,3527,7464,4877,9925,636,1165,128,209,27,48,68,116,27,66,889,1600,42,60,31,42,0,7,0,0,78,113,35,70,26435,73300,1769,..,28209,73300
31201,9577,25210,673,1093,542,1007,1216,2103,102,149,17,29,0,0,0,0,0,3,126,184,144,270,31,51,12,31,17,34,203,384,72,139,11187,28016,4046,..,15242,28016
31202,36410,96855,3025,5186,1298,2265,4320,7448,1192,1969,38,62,116,219,188,346,13,30,1552,2626,210,409,239,334,26,46,17,46,494,833,196,342,42964,108109,5173,..,48143,108109
31203,5663,14812,183,356,390,765,576,1117,822,1456,257,471,60,113,0,0,0,4,1136,2047,95,191,79,182,12,24,10,36,204,436,147,287,7722,18699,1395,..,9111,18699
31301,12706,29424,992,1528,1033,1607,2021,3129,508,751,195,289,143,258,0,0,42,74,883,1369,292,396,214,298,0,5,14,27,516,721,38,52,16169,34699,1880,..,18049,34699
31302,22613,65369,2936,5436,1079,2296,4014,7726,167,327,87,100,34,48,0,0,103,207,392,685,11,18,57,92,6,4,13,37,83,153,36,79,27147,74022,1673,..,28819,74022
31303,4561,11958,66,140,5,12,64,154,4,12,0,0,0,0,0,0,4,7,9,24,20,22,13,18,4,10,5,16,38,61,16,29,4689,12228,561,..,5250,12228
31304,20935,59861,719,1412,1331,3010,2052,4419,214,381,0,0,105,162,0,0,85,174,413,715,23,28,140,192,5,13,4,12,171,247,40,74,23604,65317,1082,..,24692,65317
31305,17921,45908,1730,2650,1348,2489,3075,5132,2172,3062,818,1233,1167,1895,890,1627,31,64,5083,7885,91,128,87,137,4,39,14,31,203,340,46,72,26329,59337,2298,..,28625,59337
31401,27770,82448,618,1052,1513,2889,2127,3945,27,46,73,84,0,0,0,0,99,214,199,347,10,19,5,3,0,4,0,4,20,31,27,73,30140,86846,1137,..,31278,86846
31402,22835,68220,1999,3485,4871,11153,6868,14637,202,396,73,140,198,305,0,0,19,26,491,866,94,119,165,207,0,0,0,0,256,322,35,77,30492,84127,1452,..,31943,84127
31403,11469,31903,1095,1758,1466,3309,2559,5073,425,686,46,103,12,19,0,0,25,57,504,867,0,4,0,0,0,0,5,14,8,13,14,31,14556,37887,670,..,15224,37887
31501,7292,22959,576,1458,378,885,952,2339,192,456,18,38,0,0,0,5,12,31,224,523,177,303,51,85,113,203,39,71,376,667,168,379,9013,26864,1855,..,10863,26864
31502,7421,21532,1118,2271,149,244,1265,2515,439,784,16,23,0,0,0,0,4,7,456,814,238,459,36,68,148,162,28,61,455,750,219,524,9817,26127,2518,..,12335,26127
31503,5946,13601,124,171,19,37,142,210,158,202,0,0,0,0,0,0,0,4,160,206,111,243,20,59,12,16,28,44,166,371,137,309,6550,14687,1969,..,8525,14687
31601,15779,44546,2131,3372,1022,2201,3157,5574,1414,2533,250,475,666,1574,0,0,36,76,2365,4656,0,0,0,0,0,0,0,4,0,4,27,53,21324,54826,1181,..,22505,54826
31602,25856,70355,3382,5619,1913,3905,5290,9520,913,1529,934,1612,2652,4664,797,1405,39,65,5335,9285,151,212,70,110,12,16,26,49,263,381,63,121,36809,89660,4722,..,41533,89660
31603,13303,34734,1382,2389,3367,6708,4751,9093,2280,4011,1728,3076,2226,3960,1159,2048,39,81,7423,13173,177,296,65,98,5,4,16,30,253,429,120,224,25860,57659,4326,..,30186,57659
31605,13235,34411,1266,2014,1950,3812,3212,5831,895,1510,420,774,168,347,0,0,45,80,1537,2712,18,27,12,22,0,0,6,3,33,54,84,134,18097,43142,4107,..,22202,43142
31606,19444,52057,489,909,220,469,713,1383,264,491,0,8,0,0,3,5,108,190,379,694,130,214,155,293,16,39,13,32,317,574,79,154,20930,54863,1662,..,22592,54863
31607,14956,41348,1123,2013,932,1765,2053,3773,660,970,56,86,0,0,0,0,92,202,800,1261,126,218,88,139,6,13,5,3,224,374,66,148,18098,46906,944,..,19041,46906
31608,8296,21818,30,71,38,77,68,152,187,269,0,0,0,0,0,0,41,91,229,359,26,53,4,3,11,33,4,8,43,91,30,74,8662,22495,993,..,9660,22495
31701,48953,129884,6693,11307,1801,3401,8495,14702,2335,4059,60,83,44,62,31,53,27,51,2496,4304,64,89,45,90,16,46,56,140,183,375,104,225,60232,149488,4991,..,65222,149488
31801,13668,33135,914,1466,194,301,1109,1769,212,328,9,16,0,0,0,0,3,6,225,351,169,274,24,43,24,65,41,88,263,471,113,250,15376,35977,2830,..,18206,35977
31802,56692,151462,4565,7222,3085,5257,7654,12477,1804,2805,1433,2303,1058,1884,592,1027,21,42,4905,8062,237,402,164,285,34,38,29,66,467,796,193,326,69911,173115,8009,..,77918,173115
31901,30685,77264,2132,3272,481,838,2614,4109,2110,3236,41,75,140,242,0,0,4,9,2301,3566,536,833,96,163,17,28,33,60,686,1089,96,175,36381,86198,3822,..,40196,86198
31902,17649,41877,354,551,23,40,378,593,604,935,0,0,0,0,0,3,3,6,607,945,180,294,35,71,31,59,23,57,269,483,80,173,18991,44069,3300,..,22286,44069
31903,18629,45961,633,996,302,471,931,1470,372,539,15,11,0,0,0,0,8,12,393,566,141,222,83,125,102,210,23,49,349,604,122,199,20430,48796,2489,..,22915,48796
31904,21025,51868,1673,2644,1224,2054,2900,4699,233,385,143,223,293,505,3,13,19,40,693,1160,219,375,164,243,17,43,33,58,429,724,143,285,25195,58731,2471,..,27667,58731
31905,17158,40565,595,808,124,195,726,1000,458,662,8,5,4,11,0,0,13,28,480,706,216,317,71,96,30,69,7,21,318,502,76,148,18758,42924,2506,..,21264,42924
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,..,3,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
40101,968,2181,1078,1946,2557,5038,3631,6978,565,897,959,1538,2026,3395,2771,4692,5,3,6322,10527,0,0,0,0,0,0,66,120,66,125,120,207,11116,20025,2566,..,13678,20025
40102,27477,72176,902,1364,148,320,1048,1686,181,286,20,20,44,63,0,0,9,20,247,392,77,127,10,12,0,0,12,25,99,164,56,105,28930,74519,2184,..,31110,74519
40103,11840,32861,2701,5178,1196,2613,3900,7790,1426,2476,220,286,121,190,134,216,9,18,1911,3193,0,0,0,0,0,0,15,36,15,36,37,76,17704,43961,1554,..,19254,43961
40104,15775,41481,2789,5882,856,2087,3646,7964,1975,3467,3,7,0,0,0,0,9,23,1987,3499,0,0,0,0,0,0,3,13,3,13,33,74,21450,53027,1405,..,22856,53027
40105,8222,21434,2771,4861,1907,3817,4676,8675,2458,4074,222,346,206,354,85,131,3,7,2971,4911,4,8,14,18,0,0,31,64,49,93,46,83,15965,35199,1564,..,17528,35199
40106,7808,21330,1504,2719,820,1760,2316,4470,1185,2231,129,195,198,336,120,185,7,17,1639,2968,13,14,0,4,0,0,22,39,26,55,23,50,11821,28871,951,..,12773,28871
40107,9166,24881,1966,3596,759,1503,2724,5104,2991,5097,245,407,312,498,46,83,4,3,3593,6080,0,0,0,0,0,0,10,17,10,17,29,66,15526,36150,1410,..,16940,36150
40201,12349,32600,1610,2554,74,148,1684,2699,120,153,0,0,0,5,0,0,4,6,129,169,44,64,6,0,0,5,0,0,52,69,56,111,14263,35651,885,..,15145,35651
40202,29794,82359,4688,9469,618,1225,5308,10692,335,504,46,68,0,0,0,0,0,5,389,573,26,31,58,63,0,0,0,0,86,101,75,148,35644,93879,2467,..,38102,93879
40203,21251,57119,3858,8242,1521,3596,5373,11836,1544,2988,88,128,155,244,0,9,17,35,1805,3395,34,42,0,0,0,0,15,37,54,83,89,189,28566,72614,1974,..,30536,72614
40204,43407,121794,4862,8923,1239,2826,6107,11753,1316,2189,381,698,321,552,0,0,32,62,2041,3502,129,194,18,25,0,0,12,25,157,239,101,194,51810,137482,2653,..,54462,137482
40205,32764,85577,2615,4199,542,1175,3159,5372,1011,1546,0,0,0,0,0,0,6,17,1022,1565,11,32,0,0,0,0,0,13,17,46,40,88,37003,92645,1621,..,38627,92645
40301,8109,20855,3344,5535,1224,2397,4568,7939,1052,1537,638,997,588,993,292,468,8,16,2578,4011,14,27,8,12,0,0,73,118,88,158,36,56,15377,33027,1980,..,17355,33027
40302,27481,70213,6658,12535,2035,4667,8694,17198,2541,4103,35,44,42,75,0,0,22,47,2638,4266,0,0,0,0,0,0,3,14,9,12,83,152,38904,91846,2510,..,41417,91846
