SA3_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
11302,5,3,0,13,8,0,25,4,3,0,4,0,0,16,24,56,17,37,18,0,148,85,42,13,81,20,0,234,75,16,0,73,7,0,170,186,39,0,57,3,0,286,167,3,0,56,16,0,241,114,0,0,23,3,0,141,8,0,0,3,0,0,17,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,17,13,0,25,17,11,86,689,182,30,369,92,15,1371
11303,15,38,5,34,22,0,108,8,92,25,24,5,0,156,98,387,48,155,43,13,746,531,270,74,252,49,5,1187,519,107,38,263,30,5,966,1015,136,20,347,201,8,1723,1993,50,19,437,93,0,2594,1596,15,9,275,40,3,1944,510,5,4,60,10,0,583,77,0,0,19,8,0,108,9,0,3,0,0,0,21,4,0,0,0,0,0,4,5,0,0,3,0,0,4,4,0,0,10,0,0,19,99,64,11,116,99,26,422,6498,1171,245,2005,601,71,10592
11401,7,4,10,23,12,0,53,4,20,11,5,9,0,47,22,68,85,69,37,5,285,70,205,227,109,68,6,684,136,87,69,181,37,0,509,346,145,128,235,218,9,1088,1269,124,131,445,104,6,2087,2492,55,57,558,73,10,3244,1204,5,18,236,10,0,1480,247,0,0,41,8,0,292,64,0,0,18,3,0,84,28,0,0,6,0,0,33,12,0,0,4,3,0,15,10,0,0,12,0,0,28,90,67,36,129,57,25,395,5980,791,772,2069,645,65,10319
11402,0,4,0,0,0,0,8,3,5,8,0,3,0,14,10,9,12,28,14,0,70,24,63,91,35,14,0,226,27,18,34,41,14,3,138,61,37,37,67,14,0,216,216,28,28,118,10,4,402,625,38,36,158,15,0,866,659,5,12,114,8,0,809,446,0,0,59,7,0,514,189,0,0,30,8,0,223,72,0,0,15,3,0,94,34,0,0,10,0,0,46,62,0,0,13,0,0,76,50,13,17,61,24,7,172,2474,223,272,763,133,23,3887
11501,9,0,3,4,0,0,23,0,5,4,3,0,0,16,7,39,27,17,9,3,102,12,25,27,26,13,0,103,20,12,16,33,3,4,87,30,16,46,51,25,7,182,74,5,20,75,19,0,193,630,17,24,178,29,0,872,1803,9,7,206,17,5,2043,2270,4,3,182,13,0,2469,1421,0,0,133,7,0,1561,765,0,5,68,6,0,836,409,0,0,45,4,0,460,330,6,0,41,5,0,383,116,13,15,92,18,12,274,7887,141,191,1165,164,44,9589
11502,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,5,10,9,0,20,0,0,0,9,9,0,19,4,0,3,14,9,0,29,8,0,3,25,10,0,46,26,0,0,43,5,0,74,81,0,0,70,12,0,164,108,0,0,54,10,0,169,129,0,0,48,0,0,180,112,0,0,24,0,0,139,54,0,0,10,0,0,65,38,0,0,7,0,0,45,56,0,0,15,0,0,69,14,3,0,37,10,6,65,642,7,19,354,77,8,1102
11503,0,0,0,0,3,0,4,0,0,4,0,0,0,6,0,0,0,8,3,0,15,0,0,0,17,0,0,20,8,0,0,19,11,0,33,23,0,0,38,6,0,69,43,0,0,36,9,0,86,163,0,0,58,5,0,227,147,0,0,37,8,0,183,80,0,0,23,0,0,101,49,0,0,5,0,0,55,30,0,0,3,0,0,38,15,0,0,0,0,0,14,11,0,0,6,0,0,23,15,0,0,29,20,0,64,587,0,7,281,60,3,939
11504,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,3,4,0,10,0,0,3,7,5,0,15,4,0,5,8,0,0,22,22,4,5,18,28,0,76,62,9,9,30,24,0,133,263,5,6,68,14,0,356,535,0,0,68,9,0,613,1016,0,0,75,6,0,1100,745,0,0,50,5,0,802,218,0,0,17,0,0,234,89,0,0,3,3,0,94,57,0,0,6,4,0,66,53,0,0,35,15,8,114,3079,23,26,404,116,13,3644
11601,17,103,7,16,0,4,149,3,196,8,9,3,0,225,22,1065,49,46,14,8,1206,51,457,63,103,10,6,697,77,226,29,80,6,7,421,195,232,53,107,11,0,602,996,224,47,273,25,3,1557,5471,308,58,823,140,28,6829,2936,89,16,366,70,9,3483,866,9,11,96,18,3,1000,201,3,0,23,3,0,230,37,0,0,9,0,0,41,14,0,0,0,0,0,15,16,0,0,6,4,0,23,207,163,25,125,30,46,594,11099,3076,355,2081,336,119,17067
11602,4,9,0,4,6,0,21,0,8,6,0,0,0,17,10,44,8,13,5,0,76,18,43,8,16,24,0,113,24,16,8,26,4,0,88,46,31,11,39,70,5,206,166,25,14,99,39,0,337,1639,42,17,177,29,5,1905,2747,9,7,256,27,9,3050,3456,3,0,186,12,3,3657,1248,4,0,79,6,0,1340,186,0,0,19,0,0,214,39,0,0,4,0,0,45,43,0,0,10,0,0,50,150,22,9,67,15,14,272,9775,243,84,1004,244,32,11386
11603,11,72,5,11,0,0,97,3,171,10,0,0,0,186,8,929,34,32,3,6,1019,28,763,96,38,8,6,933,52,331,32,61,7,4,484,255,374,38,94,18,3,785,1727,472,44,240,43,13,2536,3478,406,55,570,94,16,4624,1664,34,9,215,44,3,1976,361,7,0,57,8,0,436,48,0,0,11,0,0,63,17,5,0,3,3,0,24,0,0,0,5,0,0,7,15,0,0,0,4,0,21,149,223,21,85,27,34,535,7824,3790,354,1418,269,84,13733
11701,10,35,0,0,0,0,55,0,64,6,0,0,0,78,6,566,20,11,5,5,610,10,173,38,23,6,0,255,17,94,12,29,4,4,161,35,73,19,58,45,0,234,297,42,17,69,24,6,459,1185,40,6,123,42,10,1404,1731,26,10,154,46,5,1972,1989,16,7,150,38,7,2202,1557,13,9,99,29,6,1703,735,4,3,50,28,0,824,297,0,0,27,11,0,339,257,3,0,40,12,0,308,152,64,5,74,21,19,335,8285,1218,161,907,323,45,10947
11702,6,13,8,3,0,0,23,0,29,10,5,0,0,45,20,185,44,13,0,0,273,36,85,74,37,6,3,240,60,25,22,39,3,0,154,205,44,34,68,24,0,374,582,26,28,139,14,0,792,1700,41,41,234,18,4,2032,1558,11,6,219,12,0,1817,1099,11,0,156,7,0,1272,977,0,9,117,12,0,1110,623,0,0,75,3,0,707,341,0,0,59,3,0,405,490,0,0,79,10,0,574,94,43,18,88,15,16,276,7793,514,295,1336,123,31,10092
11703,36,221,24,15,4,0,299,8,589,47,10,4,4,658,60,2687,169,79,16,14,3032,145,736,313,156,32,3,1385,145,302,117,182,37,5,777,570,295,132,321,91,7,1423,2097,205,164,574,113,4,3145,5705,203,243,846,124,15,7135,9843,91,100,1088,133,11,11267,10416,31,47,924,116,10,11545,8190,36,10,782,91,10,9119,4601,16,8,496,47,3,5178,2398,7,5,305,26,0,2746,4113,3,0,617,25,0,4769,709,330,57,403,89,117,1711,49036,5751,1431,6798,957,211,64181
11801,12,12,4,13,3,0,48,3,26,3,5,0,0,39,13,222,15,27,7,0,293,38,52,31,31,7,0,161,29,20,24,49,8,0,123,105,13,16,93,7,0,235,527,5,19,176,25,3,748,1501,9,22,253,31,10,1834,2334,7,17,405,38,4,2802,3097,0,4,473,31,7,3612,2937,6,9,418,20,4,3390,2068,0,0,366,12,5,2455,1409,0,0,240,9,0,1659,3824,0,0,743,31,0,4601,299,23,10,212,45,48,647,18202,404,162,3506,272,87,22641
11802,12,99,4,11,6,0,124,9,186,21,9,4,0,220,19,1303,82,41,7,0,1455,53,376,134,83,10,0,649,58,186,53,66,9,0,368,138,159,45,105,29,8,486,450,116,52,161,68,0,850,1871,95,29,261,109,7,2378,3902,39,15,477,27,4,4465,4094,32,5,423,31,9,4583,2542,7,0,298,10,4,2870,1428,3,0,203,7,0,1655,851,0,0,126,4,0,981,1796,3,0,260,14,0,2067,280,179,24,178,28,42,733,17504,2778,460,2695,354,81,23876
11901,14,111,12,13,4,0,159,0,290,25,6,0,7,326,24,1532,112,38,12,11,1739,53,740,155,76,17,3,1046,69,365,64,103,17,0,629,152,398,102,116,31,0,813,483,247,110,231,61,8,1139,3169,204,120,621,134,14,4259,3251,157,35,635,159,10,4251,1831,40,21,271,78,3,2242,1160,5,7,144,27,0,1349,474,0,0,72,7,0,552,112,0,0,17,0,0,130,51,0,3,27,7,0,83,231,250,32,251,65,70,901,11067,4345,815,2623,620,132,19609
11902,15,36,4,9,3,0,73,7,92,10,11,0,6,125,46,521,59,59,19,3,709,75,256,124,86,23,5,570,104,123,44,96,18,4,389,520,156,67,113,27,0,883,2672,89,48,271,68,3,3156,4485,82,52,562,128,16,5320,2753,29,28,417,88,11,3319,1476,24,8,216,54,3,1774,741,0,3,119,20,4,889,254,6,4,48,13,0,326,135,0,0,17,4,0,156,99,0,0,15,0,0,112,263,108,31,194,68,52,712,13639,1524,493,2228,524,95,18509
11903,13,55,9,9,5,0,90,3,123,13,3,4,0,147,30,903,92,40,10,0,1086,48,370,141,110,12,5,685,47,157,54,83,16,0,361,120,151,81,92,56,0,508,694,125,54,188,43,6,1107,3126,93,57,416,57,14,3765,3308,45,24,379,56,12,3824,1824,21,6,195,24,0,2069,686,5,3,73,0,4,766,305,0,0,53,0,0,360,125,0,0,16,3,0,146,176,0,0,30,3,0,211,217,118,15,164,45,33,592,10724,2168,552,1856,335,82,15719
11904,9,19,12,6,3,0,48,0,34,9,12,6,0,60,27,339,46,49,16,3,484,62,110,73,83,15,0,340,67,38,29,79,6,0,226,203,64,23,114,23,0,439,869,32,28,228,29,3,1191,4115,26,35,478,69,7,4733,5273,22,21,536,79,3,5937,3254,9,11,342,42,4,3667,1357,6,3,175,19,0,1558,478,4,0,66,7,0,554,212,0,0,32,0,0,241,224,0,0,31,3,0,263,276,38,24,180,46,53,614,16433,733,314,2418,369,79,20344
12001,5,19,5,3,3,0,36,0,37,0,5,8,0,44,15,288,27,18,44,3,396,18,98,62,25,0,0,208,18,47,13,31,12,0,123,40,36,20,49,42,0,188,158,32,12,78,27,0,308,933,20,35,170,17,0,1171,2502,9,11,245,33,3,2807,2467,6,3,210,17,4,2710,1665,3,0,151,20,0,1840,887,0,0,98,5,0,995,439,0,0,40,0,0,487,653,0,0,67,4,3,733,181,30,14,120,37,16,395,9987,620,205,1311,270,33,12433
12002,0,30,0,3,0,0,39,0,45,6,0,0,0,50,4,384,41,13,0,4,446,17,82,49,18,5,0,175,49,53,16,29,3,0,156,130,47,14,42,11,0,254,338,29,14,73,14,0,467,780,27,26,145,23,0,1001,892,15,7,139,14,0,1067,1021,11,0,134,3,0,1162,1205,4,0,137,0,0,1346,829,3,0,108,6,3,942,554,0,0,57,0,5,613,927,0,0,136,0,4,1061,80,39,10,51,13,14,194,6829,777,175,1083,95,26,8974
12003,10,31,3,8,6,0,61,12,51,13,4,4,0,81,80,454,84,85,72,3,762,118,141,148,164,39,4,617,149,68,53,129,39,0,439,391,75,59,178,40,4,747,1402,39,52,255,44,5,1795,5893,44,49,557,78,21,6649,6874,27,29,654,85,12,7682,3660,11,14,367,56,3,4113,1560,5,10,184,23,0,1772,725,3,0,101,13,0,834,384,0,0,37,4,0,424,398,0,0,84,12,0,489,357,58,20,246,82,69,829,21997,1013,524,3046,593,122,27299
12101,21,16,6,12,0,0,62,3,5,17,4,0,0,33,15,95,63,27,4,0,200,18,102,104,54,6,3,284,24,31,43,49,7,0,147,109,35,32,89,21,0,284,293,17,22,122,11,0,469,1837,21,43,214,26,3,2146,3535,26,23,333,40,5,3950,2945,3,3,286,36,4,3283,1669,0,0,202,18,4,1886,1202,0,0,150,24,0,1381,709,0,0,91,5,0,800,1584,0,0,193,15,6,1798,224,25,15,155,38,34,491,14165,382,383,1975,244,62,17205
12102,9,6,5,3,0,0,24,0,17,5,5,0,0,27,9,74,30,21,0,0,137,16,109,72,33,4,0,230,20,35,25,40,4,5,135,53,34,41,58,9,0,195,203,33,33,115,18,0,405,1747,51,40,242,28,8,2110,2331,17,18,257,31,3,2664,1061,8,4,141,13,0,1230,606,3,0,86,6,0,695,274,0,0,20,0,0,296,122,0,0,11,0,0,130,95,0,0,19,3,0,120,108,40,24,66,27,17,285,6656,431,296,1118,142,39,8688
12103,5,0,6,6,0,0,12,0,0,6,3,0,0,7,8,0,16,19,3,0,48,3,0,11,14,5,3,39,4,4,6,31,4,0,42,21,0,12,38,17,7,100,86,3,11,59,19,0,178,617,0,5,87,27,4,748,1209,4,3,158,14,0,1390,1433,0,3,144,13,0,1599,751,0,0,116,15,3,883,584,0,0,64,3,0,653,529,0,3,59,0,0,592,1541,0,0,204,7,3,1761,114,3,7,99,21,12,258,6914,23,88,1093,147,37,8304
12104,15,12,0,5,0,0,37,0,11,5,8,0,0,28,17,81,45,17,5,0,165,24,127,118,30,0,6,299,20,41,19,43,7,0,135,74,36,20,58,18,0,215,414,23,10,137,9,0,585,2396,10,8,298,3,6,2729,3438,3,6,434,21,8,3897,3205,0,0,406,10,8,3628,2214,7,0,281,4,3,2504,1507,0,0,180,5,0,1689,930,3,0,131,4,0,1069,1983,0,0,314,13,0,2312,250,31,12,118,22,21,459,16494,377,252,2462,119,52,19757
12201,3,7,3,4,0,0,20,0,9,3,0,0,0,12,5,38,10,3,0,5,62,3,59,23,6,4,0,97,0,16,11,14,0,0,53,18,19,7,20,3,0,64,57,7,13,35,3,0,116,172,10,8,52,17,3,268,450,6,3,127,7,3,593,746,0,0,133,3,0,889,743,0,0,129,4,4,877,550,0,0,102,3,4,659,404,0,0,72,7,0,484,1304,0,0,238,7,0,1554,70,13,3,50,4,11,159,4538,199,84,994,66,32,5910
12202,0,0,0,0,0,0,3,0,0,18,4,0,0,18,0,0,18,5,0,0,30,3,0,8,21,5,0,31,5,0,0,21,3,0,30,7,0,16,22,8,0,50,34,4,5,43,9,3,91,162,3,0,123,12,7,307,294,0,4,141,9,4,461,364,0,0,162,14,3,541,379,0,5,131,7,0,514,329,0,0,92,0,0,420,230,0,0,72,4,0,306,718,0,0,129,5,0,852,36,0,4,76,21,5,147,2555,16,69,1045,95,22,3800
12203,10,23,7,18,0,0,57,4,18,30,3,0,6,57,4,107,99,26,25,9,271,14,234,120,25,17,9,418,12,83,70,49,13,6,242,43,67,49,95,18,3,281,153,38,38,158,31,5,427,825,42,25,302,41,3,1235,2459,20,9,460,37,3,2991,2652,8,8,491,34,5,3194,1767,0,0,253,9,3,2046,989,8,10,209,8,0,1218,753,0,0,127,5,0,888,1536,0,0,275,17,14,1846,206,44,29,136,32,30,485,11426,701,501,2639,289,104,15650
12301,4,9,0,3,0,0,24,0,4,6,3,0,0,15,0,123,14,9,5,3,155,4,52,37,16,3,0,110,6,29,9,19,0,0,64,36,36,24,30,20,3,152,167,35,12,64,4,0,289,822,29,6,178,16,0,1051,1850,21,6,198,23,0,2099,719,3,0,59,3,0,786,101,0,0,13,0,0,114,40,0,0,3,0,0,50,7,0,0,0,0,0,10,13,0,0,0,0,0,15,74,15,8,57,16,9,184,3856,361,124,654,90,23,5111
12302,13,90,5,19,4,0,119,0,207,7,0,9,0,227,13,1317,55,36,15,13,1451,49,838,96,67,11,4,1061,57,395,32,86,9,0,587,250,459,64,145,33,0,946,1578,381,87,329,28,3,2403,5873,520,66,677,88,12,7243,2781,58,8,297,43,4,3194,1070,8,0,84,8,0,1167,180,8,0,31,7,0,221,39,4,0,10,6,0,53,14,6,0,4,0,0,21,22,0,0,5,4,0,34,236,261,39,135,36,41,749,12160,4543,474,1921,288,87,19476
12303,5,0,0,8,5,0,14,0,0,0,3,0,0,4,0,3,13,21,9,0,45,8,37,43,22,16,0,131,21,13,9,26,16,0,77,52,11,17,26,10,0,118,209,7,5,72,9,0,300,585,10,8,116,17,0,740,505,0,0,71,4,0,584,221,0,3,28,10,0,260,71,0,0,9,0,0,86,35,0,0,7,0,0,43,9,0,0,6,0,0,10,18,0,0,7,0,0,22,33,4,0,43,24,10,117,1783,84,95,461,117,13,2556
12401,0,5,0,0,0,0,12,0,11,10,6,0,0,26,9,13,18,35,0,0,79,22,84,126,59,12,3,312,33,20,32,60,9,0,149,128,16,65,120,12,5,345,396,29,52,208,6,4,693,1319,15,42,352,19,4,1752,1094,7,13,159,9,6,1284,325,0,0,41,7,0,376,130,0,0,12,0,0,135,42,0,0,0,0,0,44,13,0,0,3,0,0,16,7,0,0,3,0,0,11,38,14,22,75,21,16,187,3559,207,387,1145,91,33,5429
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,9,55,8,17,0,0,87,0,118,12,11,0,0,144,19,584,40,30,11,3,697,57,292,155,58,15,3,588,75,138,62,71,0,3,352,498,138,89,134,76,3,937,1670,128,135,308,27,5,2276,5565,147,69,603,57,8,6450,3318,35,7,313,21,4,3698,1446,7,0,111,8,0,1574,323,4,0,19,0,0,348,93,0,0,17,0,0,110,27,0,0,18,0,0,48,44,0,0,7,4,0,54,226,95,26,112,36,46,536,13366,1751,618,1832,261,76,17899
12404,0,0,0,3,6,0,17,0,12,7,0,0,0,20,6,91,16,15,4,0,128,16,146,78,16,9,0,274,27,46,25,29,3,0,128,55,60,35,43,64,0,254,388,54,36,92,19,0,581,1245,72,34,178,19,4,1553,749,21,6,98,7,0,879,264,0,0,14,0,0,287,66,0,0,7,0,0,81,34,0,0,7,0,0,38,15,0,0,3,0,0,14,19,0,0,5,0,0,24,62,29,6,25,18,7,146,2944,535,257,530,145,17,4424
12405,0,20,3,5,0,0,34,0,29,0,3,0,0,37,14,194,18,11,3,0,235,24,124,43,28,0,4,221,55,43,22,30,0,0,150,204,55,19,45,0,0,322,758,58,24,137,12,4,988,2324,68,15,287,30,12,2742,979,14,0,140,17,0,1153,222,4,0,25,0,0,254,42,0,0,13,0,0,50,12,0,0,3,0,0,14,0,0,0,0,0,0,9,7,0,0,3,3,0,14,105,50,14,52,13,17,256,4745,652,165,781,94,45,6481
12501,12,20,7,4,0,0,48,10,72,26,4,0,0,114,53,281,30,47,20,5,439,63,159,28,85,35,0,365,77,57,4,82,19,0,247,231,80,21,85,40,4,462,896,38,24,161,60,7,1191,3074,53,51,412,103,8,3691,4656,31,19,479,151,17,5352,2372,9,9,214,69,7,2679,751,0,0,86,18,6,861,325,0,0,34,10,0,369,104,0,0,9,3,0,113,95,0,0,21,5,0,124,256,50,14,180,86,61,643,12981,848,239,1892,628,110,16694
12502,10,67,5,3,0,0,78,0,130,7,0,0,0,137,5,660,29,16,5,0,709,10,238,60,36,4,0,348,23,112,45,34,3,0,223,67,111,31,20,200,0,430,202,99,22,55,59,6,449,1142,74,31,154,22,3,1420,2078,53,6,240,25,0,2395,1092,20,0,114,17,0,1241,493,5,0,59,3,0,559,309,0,4,26,0,0,338,125,0,0,17,0,0,139,65,0,0,19,0,0,83,79,88,7,76,20,18,290,5701,1648,252,859,360,31,8857
12503,14,103,15,15,4,0,146,6,257,24,3,0,0,295,30,1205,116,60,21,8,1443,67,642,236,84,28,9,1068,92,250,63,116,25,0,555,330,277,137,105,38,7,895,1210,194,133,277,56,4,1871,4029,193,89,731,202,23,5270,3309,107,24,565,183,11,4198,1435,21,10,243,81,5,1797,703,0,4,83,40,5,826,132,0,4,34,9,5,178,38,0,0,15,3,0,55,42,0,0,9,4,0,61,282,207,51,254,81,88,959,11703,3462,892,2608,776,166,19600
12504,12,76,6,10,0,0,102,4,162,15,3,9,0,196,50,902,78,41,23,7,1096,89,319,143,99,11,3,673,113,147,82,96,12,4,447,331,142,94,130,18,9,720,2156,110,102,292,43,11,2715,8309,120,121,715,105,16,9399,6773,55,31,559,68,11,7495,2162,7,3,223,23,3,2429,584,6,0,55,11,0,654,162,5,0,21,4,0,189,55,0,0,14,0,0,65,63,0,0,19,8,0,87,357,124,30,147,28,63,746,21211,2178,705,2427,364,132,27016
12601,0,0,6,3,0,0,12,0,4,4,0,0,0,11,7,26,5,11,4,0,54,9,18,20,28,0,4,74,17,5,30,36,6,0,94,24,7,11,37,13,4,97,106,13,4,63,15,0,204,965,8,32,118,22,4,1148,1513,4,20,160,22,0,1724,1055,4,4,85,9,0,1162,452,0,0,55,3,4,516,238,0,0,30,0,0,267,131,0,0,21,0,0,161,118,0,0,25,0,0,141,71,9,6,52,7,11,157,4709,108,140,724,107,27,5813
12602,10,28,9,10,4,0,66,0,37,19,4,0,0,65,31,210,81,41,11,0,387,66,326,211,105,18,3,728,62,108,55,88,24,0,334,212,138,107,122,55,6,635,1398,90,68,227,33,6,1823,4566,77,68,505,71,12,5300,4381,45,26,472,36,11,4972,3284,11,14,302,20,0,3633,1465,0,6,183,12,3,1675,680,0,4,94,9,0,783,368,3,0,52,0,4,422,576,0,3,92,3,0,676,270,80,47,195,48,51,692,17366,1163,726,2489,340,102,22189
12701,3,54,3,9,4,0,72,3,112,3,3,0,0,130,4,527,37,13,0,5,583,7,324,30,31,31,0,433,17,152,18,49,14,0,250,79,198,36,68,105,0,485,393,140,34,133,41,3,738,1275,147,31,345,90,9,1895,2864,83,13,387,90,8,3443,2281,6,0,171,18,0,2482,432,0,0,39,9,0,488,101,3,0,22,8,0,137,38,0,0,7,0,0,49,41,0,0,8,3,0,45,172,112,16,146,55,43,539,7727,1858,219,1419,477,71,11777
12702,12,53,16,17,3,0,100,5,142,14,3,0,0,171,35,909,80,69,20,7,1114,97,670,178,98,37,3,1093,124,336,60,130,31,4,684,411,349,140,219,57,13,1188,2032,263,144,468,159,23,3086,4035,285,121,897,352,28,5720,3741,158,59,598,264,30,4849,1293,16,12,195,107,11,1635,475,3,3,53,14,0,550,107,5,3,21,4,0,137,20,0,0,7,0,0,31,33,4,0,8,3,0,48,218,181,38,265,83,71,854,12642,3374,874,3040,1143,185,21257
12703,15,71,9,0,6,0,111,0,145,10,0,0,0,166,21,657,79,20,19,7,799,54,342,114,42,8,0,560,94,154,50,50,16,3,364,591,182,96,89,307,0,1262,1660,163,85,188,145,13,2251,3889,135,66,385,123,18,4614,3128,66,21,313,59,5,3599,1496,4,4,123,35,0,1668,461,0,0,44,8,0,519,102,6,0,10,5,0,125,18,0,0,6,0,0,32,29,0,0,6,6,0,38,210,121,24,109,52,43,554,11759,2050,566,1392,797,99,16662
12801,13,34,5,3,3,0,51,0,52,4,0,0,0,54,5,386,32,24,6,0,451,14,108,57,25,5,5,216,18,47,28,38,10,5,141,49,52,22,52,86,0,262,323,40,39,117,40,0,558,1692,35,19,261,33,0,2046,2361,21,5,299,19,0,2710,1634,14,0,211,12,0,1875,1039,0,5,133,7,0,1183,605,6,0,91,6,0,708,380,0,0,41,0,0,430,555,0,0,80,3,0,640,118,53,20,106,21,22,337,8811,842,236,1493,236,39,11661
12802,3,20,0,6,0,0,27,0,39,0,0,4,0,42,0,287,24,10,0,0,332,3,103,54,22,4,0,183,8,43,20,27,0,0,98,28,44,23,54,17,0,171,98,47,33,95,18,0,285,1071,23,45,184,26,0,1344,1333,8,11,189,10,0,1558,1080,11,9,130,9,3,1242,604,9,0,68,5,0,685,359,4,5,53,0,3,423,156,0,0,14,0,0,162,90,0,0,19,0,0,113,55,36,13,54,25,11,196,4883,670,237,925,122,30,6862
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
