SA3_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
21101,12477,20167,5591,480,38716,8055,1095,47865,1258,712,428,58,2459,2443,122,5021,712,839,419,49,2019,779,135,2931,1973,1548,846,107,4480,3223,255,7959,128,72,68,3,267,383,20,671,70,25,45,3,151,221,14,385,46,20,39,5,106,134,11,243,40,6,20,0,63,102,5,170,11,10,9,0,31,27,0,56,290,134,173,19,613,870,46,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,22,22,4,47,8,3,4,0,22,22,4,47,6,7,4,0,14,22,0,37,14752,21866,6620,606,43844,12183,1397,57431
21102,2297,3879,668,37,6880,1096,89,8065,66,35,20,0,122,200,0,325,17,59,12,0,89,14,0,109,89,94,34,0,214,217,7,434,17,14,11,0,43,36,4,84,14,0,3,0,23,20,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,10,33,23,18,0,72,52,7,136,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,3,0,0,5,5,0,5,2422,3991,722,40,7175,1370,98,8641
21103,9642,14083,4183,344,28243,8192,909,37348,485,412,253,28,1182,1254,76,2508,311,313,188,11,826,346,48,1225,793,727,444,42,2002,1599,130,3734,81,71,59,8,218,197,14,420,124,53,72,12,259,330,27,618,163,50,45,8,261,294,23,575,22,4,5,0,27,40,0,74,0,9,4,0,14,14,0,28,398,179,176,19,782,870,65,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,6,0,20,0,6,3,0,10,8,0,23,3,8,0,0,16,22,0,40,10842,14997,4809,405,31061,10691,1104,42858
21104,4332,7200,1679,200,13407,2964,422,16795,896,735,386,49,2059,1777,166,4001,369,587,171,18,1139,297,72,1504,1259,1318,557,67,3202,2075,239,5508,17,19,12,0,42,33,4,78,42,10,8,0,61,51,4,116,121,38,32,5,205,251,26,483,0,0,0,0,0,0,0,0,0,6,0,0,10,6,0,20,184,74,51,10,316,340,32,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,8,3,4,0,0,6,0,0,8,0,4,0,0,0,3,0,14,5783,8596,2283,274,16937,5390,693,23020
21105,14879,19945,5885,422,41130,9853,1061,52046,374,154,225,16,767,1266,40,2067,243,120,121,6,492,328,27,849,616,275,343,21,1256,1590,71,2919,39,25,11,4,81,164,5,245,0,0,3,0,3,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,25,26,0,50,61,32,20,4,111,199,5,313,10,0,0,0,10,52,0,66,23,4,0,0,26,88,0,113,0,0,0,0,0,0,0,0,4,6,0,0,18,12,0,28,40,15,5,0,58,154,0,210,18,14,9,0,42,26,3,71,15616,20282,6257,450,42593,11824,1139,55559
21201,9043,15457,4453,346,29299,6024,795,36125,634,228,201,21,1086,1094,33,2213,231,162,141,12,541,232,44,821,863,388,344,32,1632,1323,80,3028,52,30,30,5,112,184,13,301,0,0,0,0,4,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,9,9,0,17,59,31,29,3,134,200,10,340,0,0,0,0,0,3,0,5,16,0,0,0,21,99,0,120,0,0,0,0,0,0,0,3,3,0,0,0,8,4,0,12,23,0,0,0,22,111,3,140,11,14,3,0,22,19,0,37,9995,15888,4833,389,31104,7677,891,39673
21202,9214,17853,4772,424,32262,6070,1035,39362,773,684,314,34,1804,1311,88,3209,401,563,235,21,1225,352,54,1631,1172,1250,548,52,3027,1668,147,4838,62,52,39,10,160,140,11,307,3,6,0,0,11,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,17,6,0,24,78,59,45,4,184,164,8,358,8,0,0,0,8,0,0,7,4,4,7,0,16,75,0,89,0,0,0,0,0,0,0,0,0,3,5,0,9,7,0,17,12,6,9,0,29,79,3,110,10,11,4,0,17,8,0,28,10482,19178,5377,484,35525,7984,1191,44695
21203,12509,32757,7553,739,53562,7802,1418,62780,887,1132,487,51,2559,1245,87,3898,263,448,194,22,927,286,52,1259,1153,1575,685,69,3483,1530,138,5159,187,64,56,9,323,260,21,596,0,4,7,0,7,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,14,17,0,31,194,72,67,15,337,290,21,653,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,6,0,12,16,15,6,0,42,20,0,60,13877,34424,8308,826,57428,9654,1587,68665
21204,10280,18920,6437,838,36475,7869,1935,46276,1513,1752,894,147,4306,2824,420,7550,1022,1462,548,115,3155,738,362,4252,2533,3215,1446,263,7457,3569,775,11801,902,925,500,98,2428,1936,296,4663,146,92,63,10,306,251,50,609,157,65,66,9,298,247,32,570,0,0,0,0,0,0,0,0,8,10,10,0,24,13,6,42,1212,1091,643,118,3055,2447,375,5881,11,0,3,0,20,89,0,107,3,0,11,0,16,87,0,105,0,0,0,0,0,0,0,0,9,4,6,0,19,13,0,34,25,8,19,5,53,191,0,245,8,8,3,5,27,33,10,69,14056,23239,8539,1224,47066,14109,3104,64274
21205,11226,18501,4842,629,35200,7373,1996,44568,1125,1189,403,78,2796,1454,356,4600,1201,1784,489,123,3594,744,702,5045,2326,2973,887,198,6389,2197,1056,9647,1320,1660,548,108,3636,2026,309,5972,328,81,52,27,491,405,69,968,486,110,112,40,751,921,136,1807,262,85,74,24,444,380,133,951,6,3,3,0,17,21,0,41,2402,1946,797,200,5344,3755,652,9745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,20,12,3,28,13,5,0,0,20,7,3,30,6,3,0,0,17,32,7,50,15969,23425,6528,1033,46956,13366,3713,64036
21301,10948,19373,7777,877,38973,8678,1724,49382,935,1215,740,93,2975,1569,199,4741,825,1194,643,105,2766,810,244,3821,1758,2407,1374,203,5741,2377,441,8557,381,402,296,53,1132,1051,115,2295,29,16,9,3,55,78,8,141,41,11,10,3,67,77,5,145,11,6,6,4,27,53,14,91,11,7,3,0,28,24,4,61,465,442,328,62,1305,1284,138,2726,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,29,0,0,0,0,0,0,0,6,12,17,3,0,35,17,3,53,16,15,7,0,40,48,3,87,16,12,5,3,33,25,3,62,13202,22249,9494,1145,46092,12402,2313,60809
21302,5691,8672,2594,297,17255,4806,536,22603,828,648,322,29,1832,1501,91,3425,1288,1584,498,43,3412,941,138,4490,2109,2237,815,77,5246,2442,229,7913,251,155,143,22,574,837,58,1470,50,24,24,3,96,164,7,273,98,31,34,0,159,228,15,401,19,6,23,7,52,97,3,150,0,0,0,0,5,4,0,7,418,217,223,31,887,1337,81,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,9,0,29,25,3,58,15,9,9,0,29,30,3,62,8,3,8,0,22,16,0,42,8243,11138,3648,410,23441,8637,846,32922
21303,4058,6182,1851,313,12402,3170,1155,16731,549,396,286,45,1276,1127,149,2558,1622,1569,553,120,3864,1204,496,5563,2165,1968,840,165,5143,2330,645,8118,579,324,220,58,1189,1467,244,2898,437,174,95,42,743,887,151,1787,613,191,123,49,976,1219,166,2360,419,97,76,28,621,816,100,1525,6,8,6,3,25,8,0,38,2065,793,513,179,3548,4400,663,8613,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,54,29,11,3,101,64,24,184,54,29,16,3,102,70,24,197,6,4,6,0,22,21,0,42,8347,8975,3229,660,21213,9996,2490,33695
21304,11636,27109,7558,589,46893,8218,1090,56202,668,569,446,39,1723,1706,74,3505,268,435,338,23,1061,350,38,1452,931,1002,788,62,2783,2057,118,4956,29,31,27,0,91,123,9,218,17,6,12,3,33,32,0,74,40,16,26,3,85,69,3,156,0,0,0,0,0,0,0,0,8,5,5,0,19,16,0,33,96,61,72,6,228,245,8,482,10,0,0,0,8,49,0,56,9,0,0,0,12,67,0,76,0,0,0,0,0,4,0,5,0,5,0,0,10,7,0,18,18,8,4,4,31,120,5,158,14,22,5,0,43,20,0,59,12700,28201,8419,664,49975,10657,1223,61861
21305,15921,40943,9332,1119,67310,10611,2660,80583,1164,1993,680,72,3907,1806,222,5934,644,903,379,48,1973,663,173,2813,1808,2894,1060,120,5880,2470,395,8741,356,232,185,31,799,714,51,1560,0,3,0,0,10,11,7,23,130,32,26,6,202,262,19,479,0,0,0,0,0,0,0,0,9,6,0,0,17,9,0,30,501,271,216,40,1023,995,73,2089,13,0,3,0,14,21,0,32,3,0,3,0,11,31,0,44,0,0,0,0,0,0,0,0,5,4,3,0,10,3,0,17,18,3,8,0,34,54,3,98,7,16,5,0,25,19,4,50,18253,44125,10622,1281,74276,14152,3128,91560
21401,10610,15019,6072,453,32158,8907,1225,42288,1285,614,829,66,2782,3890,200,6872,500,376,376,42,1293,819,100,2219,1786,989,1203,104,4078,4707,304,9090,137,51,86,7,283,597,34,914,35,11,19,0,69,108,7,180,23,0,12,0,40,61,3,116,0,0,6,0,3,23,0,24,6,5,0,0,17,32,3,50,205,72,127,11,412,823,50,1284,3,0,5,0,5,15,0,26,23,4,13,0,35,209,3,253,0,0,0,0,0,0,0,0,6,15,0,8,23,10,0,32,25,20,20,7,66,239,3,307,12,5,3,0,23,26,0,50,12639,16102,7423,569,36737,14700,1582,53019
21402,17808,17312,5824,416,41364,12864,981,55205,1371,331,503,32,2236,2943,112,5290,644,283,256,6,1184,528,52,1766,2017,608,757,36,3424,3473,160,7055,418,107,161,11,705,924,29,1661,44,10,9,0,57,66,5,129,27,0,0,0,27,17,0,40,0,0,0,0,0,0,0,0,11,3,5,0,23,30,0,51,501,124,172,13,807,1047,36,1886,3,0,0,3,7,33,0,41,74,6,22,0,97,272,12,372,0,0,0,0,4,0,0,6,9,0,3,0,13,19,0,33,84,8,22,3,122,326,10,450,13,10,5,0,29,24,3,52,20426,18060,6783,468,45733,17727,1190,64650
21501,7207,5484,2192,216,15103,6879,611,22599,124,33,52,11,218,694,20,933,0,3,3,0,12,12,0,20,127,35,52,9,229,703,22,956,71,16,34,7,129,436,14,579,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,18,31,7,132,444,14,587,12,3,0,0,20,40,0,64,5,0,0,0,8,14,0,22,0,0,0,0,0,8,0,9,20,9,8,0,37,22,0,56,39,16,9,0,63,77,3,145,15,7,4,0,27,13,4,43,7459,5559,2292,241,15549,8130,655,24334
21502,5357,5414,2358,203,13339,4308,534,18178,283,107,176,14,581,926,76,1586,24,6,3,3,38,25,4,72,306,117,180,18,618,954,84,1662,162,65,91,9,319,713,51,1085,4,0,0,0,5,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,166,65,89,9,329,726,51,1106,23,3,5,0,33,66,5,101,45,3,5,0,52,80,20,145,4,0,0,0,5,4,0,8,9,8,0,0,12,7,0,22,74,14,12,5,101,161,20,281,18,6,6,0,26,23,0,57,5920,5616,2647,242,14414,6177,689,21283
21503,4277,3439,1253,167,9143,3654,423,13215,125,58,37,0,222,414,21,656,0,3,0,0,9,9,4,21,125,62,39,0,228,421,29,676,67,42,35,5,150,276,15,444,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,72,39,34,5,154,283,15,454,29,9,0,0,37,68,13,115,17,3,3,4,23,29,7,59,3,0,0,0,6,0,0,3,16,0,4,0,23,16,0,42,64,16,9,0,85,111,20,225,15,10,6,4,27,20,19,70,4557,3571,1345,179,9639,4490,509,14635
21601,4513,3704,1518,117,9853,3478,311,13638,189,52,106,10,359,817,35,1205,5,0,0,0,5,12,0,21,196,52,103,10,365,823,36,1224,3,9,4,0,15,22,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,4,0,14,22,3,37,7,5,0,0,13,21,3,37,36,8,8,0,52,85,0,135,4,0,0,0,4,0,0,3,5,7,0,0,10,10,0,16,55,13,11,0,76,123,5,200,9,3,0,0,9,17,0,31,4771,3780,1634,129,10316,4465,352,15130
21602,3727,2698,1148,68,7639,2869,289,10801,141,43,62,8,254,578,25,856,10,8,0,0,23,14,0,36,157,48,65,9,272,600,25,890,7,0,7,0,10,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,10,0,7,0,12,14,0,30,20,4,0,0,29,42,0,75,27,0,3,0,29,52,5,90,3,0,0,0,3,0,0,0,7,0,0,0,8,5,0,13,52,8,4,3,67,102,3,176,4,5,0,0,14,5,0,17,3945,2764,1225,78,8013,3579,326,11917
21603,6143,6921,2751,208,16028,5141,670,21839,389,189,163,34,776,1280,83,2143,20,11,14,0,50,41,10,102,411,203,181,35,823,1322,97,2241,6,6,0,0,12,37,0,48,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,9,5,0,0,14,52,0,66,40,0,13,0,52,155,4,209,19,3,11,0,29,48,3,83,0,0,0,0,4,7,0,6,62,4,4,4,74,150,4,230,116,10,26,3,163,357,17,528,4,13,4,0,27,15,0,44,6688,7152,2960,248,17051,6888,784,24727
21701,4613,3396,1349,115,9479,4200,318,14000,87,49,42,6,177,500,17,689,11,3,4,0,15,28,0,46,95,47,44,7,197,527,17,739,24,6,15,0,42,121,10,173,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,10,25,7,18,0,49,125,10,185,9,3,0,0,14,34,0,50,8,3,0,0,11,21,0,27,0,0,0,0,0,3,0,5,8,3,5,0,13,9,3,29,27,11,6,0,38,65,4,111,6,3,0,0,12,10,0,25,4767,3468,1415,125,9782,4929,352,15056
21703,4534,3629,1334,148,9643,4065,406,14116,80,40,54,15,187,605,24,819,9,9,5,0,27,27,3,61,97,44,61,15,216,632,28,878,13,0,3,0,14,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,0,0,18,30,0,51,8,6,0,0,11,11,3,27,0,0,0,0,10,25,0,29,3,5,0,0,9,6,0,17,14,9,0,0,23,11,0,31,29,19,0,0,44,55,3,106,10,6,0,0,20,14,0,35,4674,3701,1407,157,9940,4797,450,15185
21704,5517,5402,1971,191,13072,4326,474,17872,274,78,130,20,497,849,47,1390,97,45,43,8,195,164,13,372,369,122,169,22,690,1009,59,1762,76,33,42,4,158,399,19,571,9,0,3,0,12,36,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,32,45,8,174,438,19,626,7,0,0,0,5,10,0,11,15,0,8,0,26,48,4,82,3,0,0,0,0,0,0,3,11,5,4,4,22,11,0,35,36,11,15,4,60,64,4,132,7,7,0,0,12,19,0,33,6012,5575,2197,223,14008,5858,558,20425
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,6738,8917,2655,230,18541,3362,479,22381,280,53,121,12,472,758,23,1255,325,229,454,26,1027,728,83,1839,604,286,574,37,1497,1485,111,3097,96,36,100,6,237,306,11,556,6,5,5,0,16,25,0,42,26,8,20,0,57,29,14,98,0,0,0,0,0,0,0,0,19,7,3,0,32,12,5,52,149,56,126,7,344,373,28,752,31,0,3,0,33,74,0,114,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,3,0,35,80,0,114,7,0,0,0,18,14,0,27,7529,9266,3361,275,20434,5314,617,26373
30102,9436,10647,3030,239,23356,5083,699,29133,587,144,174,8,908,1269,30,2209,383,179,352,11,922,548,54,1523,961,324,526,20,1834,1811,92,3729,154,64,127,5,357,581,28,965,112,13,34,0,164,130,4,301,217,34,26,0,280,225,13,514,0,0,0,0,0,0,0,0,16,7,0,0,25,13,0,40,501,121,195,7,820,952,46,1823,4,4,4,0,7,5,0,16,6,5,0,0,10,17,0,23,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,8,12,8,10,0,23,26,0,54,13,8,0,0,27,14,4,43,10922,11107,3755,275,26059,7889,835,34786
30103,5633,8791,2358,256,17031,3331,584,20948,205,81,104,7,398,607,21,1022,698,626,649,43,2010,903,138,3051,903,700,750,52,2411,1505,163,4078,87,29,57,3,179,600,17,799,143,35,51,6,233,267,33,533,112,25,23,0,158,168,14,341,5,0,4,0,7,4,0,15,7,3,0,0,16,14,0,35,356,88,139,11,594,1051,63,1713,0,0,0,0,0,0,0,0,35,4,4,0,46,70,0,117,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,35,5,4,0,50,73,3,120,4,0,0,0,12,15,0,23,6935,9592,3252,314,20094,5988,810,26887
30201,3772,5721,1218,146,10857,1766,288,12919,100,29,60,3,194,317,11,521,602,470,379,42,1486,762,170,2414,701,498,437,44,1684,1076,183,2938,80,55,44,9,183,162,20,370,49,25,46,5,121,174,39,334,0,0,0,0,3,15,3,18,0,0,0,0,0,0,0,0,4,3,0,0,4,3,3,18,132,76,87,15,312,361,64,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,0,10,8,0,16,4613,6307,1743,206,12867,3209,534,16610
30202,5223,7658,2193,325,15401,3664,796,19856,201,33,53,7,297,717,10,1025,551,341,276,52,1214,949,165,2326,752,373,333,62,1522,1660,173,3358,336,142,149,39,670,953,114,1742,489,161,196,45,884,1083,157,2120,350,99,52,18,527,466,126,1125,361,78,70,25,532,516,89,1140,0,0,3,0,12,3,0,17,1536,488,469,131,2626,3026,490,6143,4,0,0,0,6,65,0,71,18,5,5,0,28,65,6,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,6,12,0,37,129,6,175,3,5,4,0,12,18,0,27,7531,8529,3016,510,19584,8505,1466,29556
30203,2736,3777,977,152,7640,1852,396,9889,49,27,26,0,107,166,8,289,505,331,240,47,1124,614,137,1884,562,361,266,51,1237,788,149,2173,256,98,109,22,488,864,101,1452,393,129,125,48,697,782,137,1614,558,135,91,28,812,745,119,1673,179,39,42,9,269,330,50,645,7,0,0,0,8,8,0,14,1390,404,373,102,2270,2725,410,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,9,0,4,14,3,6,0,0,12,0,4,15,3,0,3,0,9,10,0,17,4692,4552,1619,305,11165,5375,960,17496
30204,4587,6574,2218,236,13613,3391,532,17540,301,86,128,10,522,702,31,1252,473,425,328,38,1267,766,124,2159,771,510,452,50,1788,1467,157,3410,257,167,187,31,640,828,89,1557,98,44,36,8,188,219,28,434,24,13,11,4,52,114,5,171,0,0,0,0,0,0,0,0,0,0,4,0,11,9,0,23,384,221,235,45,890,1169,127,2182,0,0,0,0,0,0,0,3,6,0,0,0,11,102,5,113,0,0,0,0,0,3,0,3,4,0,7,0,4,12,0,22,15,0,4,0,19,120,0,140,7,4,0,0,12,23,3,32,5757,7317,2916,326,16318,6174,821,23305
30301,3790,6369,1306,170,11629,2256,467,14353,122,72,66,9,264,328,14,611,899,670,480,75,2121,1060,265,3449,1019,739,549,77,2386,1390,284,4057,91,33,31,3,161,162,26,353,148,34,53,15,260,220,53,526,220,29,39,16,307,269,66,649,29,10,3,5,43,40,6,86,6,0,0,0,3,5,0,9,495,112,128,37,776,700,155,1629,20,0,7,0,33,82,0,112,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,25,0,11,0,38,86,3,125,3,3,3,0,11,16,0,29,5329,7223,1995,291,14838,4440,909,20194
30302,3900,6185,1375,257,11716,2574,1216,15510,18,10,3,0,38,65,10,107,831,470,283,74,1661,992,419,3070,850,481,290,80,1701,1052,428,3182,838,331,277,98,1542,2413,414,4371,1226,448,292,133,2100,2332,515,4944,786,179,112,37,1122,1078,299,2494,712,118,75,44,947,680,328,1960,6,0,4,0,9,7,0,18,3572,1073,762,315,5725,6510,1554,13791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,8,4,20,5,3,0,0,9,8,4,20,12,6,0,0,19,32,6,62,8336,7745,2431,655,19173,10177,3207,32556
30303,4967,8949,2212,279,16411,2870,843,20127,126,92,41,9,274,250,17,542,645,963,476,69,2157,731,258,3148,777,1056,519,80,2430,977,277,3688,124,119,83,7,333,436,51,818,210,76,68,28,382,347,127,855,341,94,81,38,555,407,95,1064,103,22,17,8,144,93,55,294,3,7,7,0,14,11,0,27,787,317,250,84,1437,1289,328,3051,10,0,5,0,10,25,0,38,51,18,22,0,87,199,8,293,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,7,55,23,27,0,107,222,6,337,7,3,0,0,15,22,0,43,6597,10353,3006,445,20400,5383,1458,27243
30304,2847,4380,1169,202,8600,2036,633,11268,63,60,25,6,155,167,20,344,327,198,123,37,687,402,153,1244,394,261,149,47,850,566,174,1590,197,100,70,26,396,546,107,1053,85,38,41,9,173,249,41,465,33,9,4,0,52,23,8,83,0,0,0,0,0,0,0,0,3,3,6,0,9,6,7,21,317,152,120,41,632,827,160,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,9,0,4,0,0,4,4,0,3,5,4,5,0,16,14,3,33,3564,4799,1443,288,10098,3448,978,14522
