SA3_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
10304,0,5,0,0,0,4,162,20,7,6,0,0,0,9,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,136,30,14,4,0,5,9,5,0,4,198,0,0,0,0,0,0,0,0,0,0,0,698,54,22,0,0,5,7,4,0,21,822,545,6,4,4,0,0,0,0,0,8,573,98,4,4,0,0,0,0,0,0,4,117,23,6,0,0,0,6,5,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,119,9,9,0,3,7,5,7,0,11,151,0,0,0,0,0,0,0,0,0,0,0,662,18,13,5,3,7,5,7,0,18,727,378,13,0,0,0,0,0,0,0,9,406,71,0,0,0,0,0,0,0,0,3,76,17,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,3,97,4,0,0,0,0,0
10401,0,0,7,0,0,3,119,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,99,14,5,3,0,0,7,0,0,6,136,0,0,0,0,0,0,0,0,0,18,22,742,44,24,10,5,3,3,3,0,53,890,829,14,7,5,0,0,0,0,0,48,902,67,8,3,0,4,0,3,0,0,0,87,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,71,10,5,0,3,0,0,0,0,0,93,3,0,0,0,0,0,0,0,0,4,9,903,27,11,5,5,0,0,0,0,52,1005,496,7,0,0,0,0,0,0,0,38,545,43,3,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
10402,6,0,4,3,0,6,372,34,13,31,12,7,11,24,12,0,5,154,0,0,0,0,0,0,0,0,0,0,0,317,53,51,15,11,9,28,14,5,16,523,0,0,0,0,0,0,0,0,0,4,4,1787,150,84,24,15,16,35,14,5,60,2175,1732,39,20,0,4,0,11,9,0,59,1875,265,12,3,0,0,0,0,0,0,9,292,33,8,13,8,8,8,15,3,0,3,102,0,0,0,0,0,0,0,0,0,0,0,298,20,17,7,9,9,12,5,0,9,395,3,0,0,0,0,0,0,0,0,4,9,2037,54,36,14,8,13,28,12,0,78,2277,1091,15,7,0,0,0,6,3,0,49,1172,162,3,0,0,0,0,0,0,0,5,166,25,6,3,0,0,0,3,5,0,3,38,0,0,0,0,0,0,0,0,0,6,4,181,5,6,0,0,0,3,5,0,9,211,0,0,0,0,0,0
10501,0,0,0,0,0,0,45,5,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,29,5,7,0,0,4,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,144,18,7,0,0,7,3,0,0,7,186,121,3,0,0,0,0,0,0,0,3,127,40,0,0,0,0,0,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,168,6,0,0,0,0,0,0,0,7,185,72,0,0,0,0,0,0,0,0,0,73,27,0,0,0,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10502,4,0,0,0,0,0,25,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,4,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,105,5,7,0,5,0,4,5,0,6,137,110,0,0,0,0,3,0,0,0,0,119,23,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,3,3,5,0,3,149,75,0,0,0,0,0,0,0,0,6,82,24,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
10503,0,0,8,0,0,0,153,10,3,4,0,0,0,9,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,131,28,9,0,0,0,13,9,0,5,192,3,0,0,0,0,0,0,0,0,16,21,546,44,16,5,0,3,13,6,4,50,687,478,11,6,0,0,0,0,0,0,18,521,75,6,4,0,0,0,0,6,0,4,89,16,0,0,0,0,0,13,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,89,3,6,0,0,4,9,3,0,6,126,0,0,0,0,0,0,0,0,0,10,12,575,15,17,4,0,4,9,3,0,37,662,325,0,0,0,0,0,0,0,0,15,340,53,4,3,0,0,0,0,4,0,0,65,11,3,0,0,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,65,9,3,0,0,0,0,7,0,0,83,3,0,0,0,0,0
10601,3,0,3,0,0,0,179,20,0,0,0,0,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,6,165,22,7,0,7,4,4,3,0,0,207,0,0,0,0,0,0,0,0,0,31,31,1125,83,31,3,9,7,4,4,3,68,1336,1057,28,5,0,0,0,0,0,0,33,1131,118,9,4,0,0,0,0,0,0,0,138,9,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,129,14,5,0,0,0,0,0,0,9,157,0,0,0,0,0,0,0,0,0,33,33,1188,43,9,0,0,3,0,4,0,66,1326,550,14,3,0,0,0,0,0,0,35,601,59,6,0,0,0,0,0,0,0,4,67,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,65,3,4,0,0,0,0,0,0,4,77,5,0,0,0,0,0
10602,3,3,3,0,0,0,273,22,11,18,0,5,0,0,5,0,0,58,0,0,0,0,0,0,0,0,0,0,4,219,58,30,0,6,4,5,5,0,0,337,0,0,0,0,0,0,0,0,0,3,3,959,98,57,3,9,5,13,5,0,23,1175,828,12,17,0,0,0,0,0,0,14,873,128,10,6,0,0,0,0,0,0,3,156,26,3,6,4,0,9,5,4,0,4,53,0,0,0,0,0,0,0,0,0,0,0,152,14,15,3,0,9,4,4,0,9,205,0,0,0,0,0,0,0,0,0,5,4,977,26,32,9,3,9,4,4,0,26,1084,430,7,3,3,0,0,0,0,0,16,471,66,0,0,0,0,0,0,0,0,0,77,25,4,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,94,3,8,0,0,0,0,0,0,0,107,0,0,0,0,0,0
10603,0,0,3,0,0,8,238,16,3,4,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,216,19,13,0,0,0,4,0,0,11,269,4,0,0,0,0,0,0,0,0,0,4,1491,80,42,11,3,3,9,4,4,51,1698,1801,31,28,3,6,10,0,0,3,50,1931,283,6,0,0,0,0,0,0,0,6,295,16,0,0,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,303,3,0,0,0,0,9,0,0,6,325,0,0,0,0,0,0,0,0,0,9,11,2106,40,32,6,6,10,9,3,4,60,2261,1220,33,13,3,3,3,3,0,0,37,1322,204,0,0,0,0,0,0,0,0,3,216,23,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,6,231,0,0,0,0,0,0,0,0,10,245,5,0,0,0,0,0
10604,3,4,0,0,0,0,49,7,0,8,0,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,41,13,8,0,4,4,5,4,0,0,75,0,0,0,0,0,0,0,0,0,0,0,316,31,17,0,4,4,5,4,0,13,390,267,0,6,0,0,0,0,0,0,9,285,30,0,0,0,0,0,0,0,0,0,40,6,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,305,8,3,0,0,0,6,0,0,10,331,135,0,0,0,0,0,0,3,0,14,151,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0
10701,0,0,3,3,0,23,1076,169,15,15,5,0,11,10,3,0,11,230,0,0,0,0,0,0,0,0,0,0,3,1161,52,26,5,0,10,14,3,0,38,1319,4,0,0,0,0,0,0,0,0,7,17,2799,82,42,8,0,10,17,3,0,88,3054,1689,15,5,0,0,0,0,0,0,34,1754,1065,8,0,0,0,0,0,0,0,23,1094,446,6,14,3,5,6,3,4,0,8,492,4,0,0,0,0,0,0,0,0,0,4,1510,16,15,3,5,6,3,4,0,28,1589,0,0,0,0,0,0,0,0,0,13,14,3203,24,20,3,5,8,3,0,0,81,3361,1101,10,4,4,0,0,0,0,0,42,1166,674,0,0,0,0,0,0,0,0,17,696,550,3,3,0,0,4,4,0,0,24,594,12,0,0,0,0,0,0,0,0,6,14,1231,4,6,0,0,4,4,0,0,46,1301,9,0,0,0,0,0
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,7,3,0,0,0,11,759,86,10,18,0,0,0,0,5,0,4,135,0,0,0,0,0,0,0,0,0,0,0,781,45,25,3,8,4,3,3,0,20,900,5,0,0,0,0,0,0,0,0,5,11,3092,127,43,5,7,9,10,3,0,77,3381,2249,35,34,5,4,4,0,0,0,58,2386,848,4,9,0,0,0,3,0,0,12,877,211,4,16,0,0,0,9,4,3,5,242,0,0,0,0,0,0,0,0,0,0,0,1056,12,24,3,4,0,9,4,3,15,1127,6,0,0,0,0,0,0,0,0,9,14,3315,42,60,7,4,3,6,4,3,80,3523,1354,23,5,0,3,0,0,0,0,42,1431,484,0,0,0,0,0,0,0,0,17,503,199,4,0,0,0,0,0,0,0,8,218,6,0,0,0,0,0,0,0,0,0,6,693,4,4,0,0,0,0,0,0,27,730,7,0,0,0,0,0
10704,5,3,7,6,3,15,1345,207,28,52,16,12,13,28,14,0,15,378,0,0,0,0,0,0,0,0,0,0,4,1395,106,86,27,13,15,34,19,3,28,1731,3,0,0,0,0,0,0,0,0,7,9,3872,188,119,33,15,20,31,28,5,81,4394,2362,33,20,6,4,5,10,0,0,45,2489,1171,13,19,4,0,0,0,3,0,26,1240,334,17,35,13,8,8,29,8,0,9,459,5,0,0,0,0,0,0,0,0,0,5,1513,33,48,18,10,9,32,9,0,40,1704,6,0,0,0,0,0,0,0,0,18,26,3876,64,71,27,8,13,42,10,3,102,4218,1449,7,9,5,0,0,9,0,0,43,1522,872,0,3,0,4,0,0,4,0,18,896,446,11,10,4,0,0,9,0,0,29,512,6,0,0,0,0,0,0,0,0,0,3,1322,11,21,4,4,0,9,0,0,42,1413,10,0,0,0,0,0
10801,6,0,0,0,0,3,86,4,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,75,8,6,4,5,0,0,6,0,9,104,0,0,0,0,0,0,0,0,0,0,0,559,23,14,5,3,0,3,3,0,35,638,799,15,6,0,0,0,3,0,0,42,864,90,0,0,0,0,0,0,0,0,3,94,9,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,101,0,4,0,0,0,0,0,0,3,112,0,0,0,0,0,0,0,0,0,9,10,903,19,11,0,0,0,3,0,0,50,983,570,3,3,0,0,0,0,0,0,32,611,51,0,0,0,0,0,0,0,0,3,59,5,0,0,4,0,0,4,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,57,0,0,4,0,0,5,0,0,12,71,4,0,0,0,0,0
10802,0,0,0,0,0,5,112,5,0,6,0,0,4,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,100,5,9,0,3,8,5,0,0,9,139,0,0,0,0,0,0,0,0,0,5,8,793,31,23,8,3,7,5,0,0,36,912,905,12,0,3,6,0,0,0,0,41,971,87,3,0,0,0,0,0,0,0,5,97,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,97,4,3,0,0,0,0,0,0,5,119,0,0,0,0,0,0,0,0,0,0,0,1007,21,7,0,6,5,0,0,0,51,1088,564,10,3,0,0,0,0,0,0,46,624,39,0,0,0,0,0,0,0,0,4,46,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,4,52,4,0,0,0,0,0
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,0,7,0,0,0,3,212,17,5,6,0,3,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,195,27,10,0,4,5,0,3,0,3,249,3,0,0,0,0,0,0,0,0,0,3,1499,85,44,8,4,11,10,8,6,51,1718,1826,46,22,6,7,3,6,0,0,57,1975,188,4,0,0,0,0,3,0,0,3,202,15,3,4,0,0,0,0,6,0,3,24,0,0,0,0,0,0,0,0,0,0,0,204,9,0,0,0,0,3,8,0,8,230,6,0,0,0,0,0,0,0,0,0,5,2038,56,27,6,7,3,11,9,0,70,2219,1525,29,4,0,4,9,0,0,0,72,1639,149,3,0,0,0,0,0,0,0,3,157,12,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,165,3,0,0,0,0,0,0,0,5,171,9,0,0,0,0,0
10805,0,0,0,0,0,0,110,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,92,20,11,0,0,0,0,0,0,0,127,3,0,0,0,0,0,0,0,0,3,3,865,42,18,4,0,0,0,0,0,42,988,1098,20,10,0,0,0,5,0,0,50,1185,127,4,0,0,0,0,0,0,0,9,144,8,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,133,4,4,0,0,0,0,0,0,10,158,0,0,0,0,0,0,0,0,0,4,7,1230,25,12,0,0,0,5,3,0,68,1345,746,10,0,0,6,0,0,0,0,38,795,75,0,0,0,0,0,0,0,0,3,81,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,7,83,0,0,0,0,0,0
10901,0,0,0,0,0,5,185,18,15,39,3,0,4,13,4,0,0,96,0,0,0,0,0,0,0,0,0,0,0,159,50,46,3,0,3,13,10,0,6,287,0,0,0,0,0,0,0,0,0,0,0,831,88,59,9,8,7,18,9,0,23,1050,770,17,4,0,0,0,0,4,0,32,820,126,5,6,0,0,0,4,0,0,0,142,21,10,13,0,8,0,11,7,0,3,71,0,0,0,0,0,0,0,0,0,0,0,147,13,20,0,8,4,12,7,0,3,218,0,0,0,0,0,0,0,0,0,0,5,915,29,22,0,8,3,14,8,0,38,1040,511,4,0,0,0,0,0,0,0,12,539,125,0,0,0,0,0,0,0,0,5,129,20,6,6,0,0,0,7,0,0,0,43,3,0,0,0,0,0,0,0,0,0,3,146,6,7,0,0,0,7,0,0,10,180,0,0,0,0,0,0
10902,0,0,0,0,0,0,33,5,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,4,7,0,0,0,0,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,105,7,8,0,0,0,3,5,0,9,133,90,0,0,0,0,0,0,0,0,6,95,25,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,118,0,4,0,0,0,0,0,0,6,125,49,0,0,0,0,0,0,0,0,0,55,25,0,0,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
10903,0,0,0,0,0,0,56,3,0,0,4,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,47,5,15,4,0,0,0,0,0,4,75,0,0,0,0,0,0,0,0,0,0,0,424,29,19,5,0,0,4,4,0,21,501,580,3,5,0,0,0,0,0,0,39,623,49,0,0,0,0,0,4,0,0,3,59,3,0,5,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,4,55,0,5,0,0,0,4,0,0,3,70,5,0,0,0,0,0,0,0,0,0,4,637,4,8,0,0,0,4,0,0,42,701,428,0,6,0,0,0,0,0,0,24,463,30,0,0,0,0,0,0,0,0,3,31,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,5,38,0,0,0,0,0,0
11001,3,0,0,7,0,4,116,3,3,0,0,0,5,15,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,84,18,4,4,3,5,20,7,0,6,160,0,0,0,0,0,0,0,0,0,0,0,459,37,19,4,8,5,23,7,0,12,574,426,5,0,0,0,3,0,0,0,16,453,55,3,0,0,0,0,0,0,0,0,61,6,0,0,0,0,4,11,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,66,0,4,0,0,4,11,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,488,12,9,0,0,3,14,0,0,14,543,270,8,0,3,0,0,0,0,0,9,291,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
11002,0,0,4,0,0,0,67,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,38,16,3,0,0,0,5,0,0,0,76,0,0,0,0,0,0,0,0,0,7,7,346,35,12,0,0,0,9,4,0,32,444,458,6,0,0,0,0,3,0,0,17,496,43,4,0,0,0,0,0,0,0,3,52,7,0,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,56,4,0,0,0,0,3,0,0,5,65,0,0,0,0,0,0,0,0,0,0,3,513,10,3,0,5,0,5,0,0,27,569,275,0,0,0,0,0,0,0,0,17,294,26,0,0,0,0,0,0,0,0,0,27,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
11003,0,0,0,0,3,0,59,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,42,11,8,0,0,0,0,0,3,0,67,0,0,0,0,0,0,0,0,0,0,0,143,14,16,0,0,0,0,0,3,7,185,113,8,3,0,0,0,0,0,0,7,125,34,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,145,3,0,0,0,0,0,0,0,8,167,69,0,0,0,0,0,0,0,0,3,78,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
11004,7,0,0,0,0,0,132,13,10,11,3,5,8,5,7,0,0,52,0,0,0,0,0,0,0,0,0,0,0,104,24,28,6,9,6,4,10,0,0,187,0,0,0,0,0,0,0,0,0,0,0,590,49,45,5,9,8,15,12,0,25,759,572,6,14,0,0,0,0,0,0,25,616,66,5,4,0,0,0,3,0,0,0,78,9,6,3,0,0,0,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,70,9,12,0,0,0,6,0,0,0,109,0,0,0,0,0,0,0,0,0,3,4,645,18,20,0,0,0,10,0,0,23,725,371,0,0,0,0,0,0,0,0,32,404,41,4,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,53,10,0,0,0,0,0
