SA3_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
21402,393,54,85,10,540,201,19,34,5,255,119,20,72,5,224,83,18,129,3,237,582,41,254,17,892,353,63,428,10,856,2306,126,552,33,3006,1714,224,729,52,2719,2064,521,812,56,3453,2169,788,718,44,3722,972,879,515,31,2395,1174,997,449,31,2645,2277,2573,667,58,5577,1604,2361,303,26,4300,1202,2081,175,9,3464,611,1481,82,9,2189,2063,4346,217,20,6644,705,1439,588,28,2759,447,155,118,14,739,21049,18170,6932,473,46625
21501,106,17,30,0,156,57,11,20,3,89,42,12,30,5,87,37,10,68,0,112,246,33,126,9,414,155,36,240,7,436,965,99,230,18,1317,662,147,325,27,1151,733,270,289,35,1333,744,482,214,28,1468,359,428,159,7,959,490,441,109,20,1060,960,956,158,23,2105,582,695,64,14,1354,346,497,28,0,873,200,294,0,6,503,408,573,27,4,1009,307,541,154,15,1021,182,54,51,20,302,7582,5591,2324,240,15745
21502,103,27,34,4,170,42,8,12,4,59,33,18,35,3,90,25,10,67,11,116,179,30,147,0,352,104,56,231,8,399,828,107,267,22,1221,495,151,300,30,983,552,296,361,28,1242,618,408,265,21,1313,312,405,208,10,934,400,439,141,21,1002,786,918,205,34,1944,496,715,75,9,1294,298,527,45,0,870,121,335,15,5,472,262,613,38,10,917,264,534,183,14,998,191,73,80,7,345,6124,5667,2703,239,14729
21503,94,24,26,3,152,32,4,8,0,47,25,0,23,0,49,19,11,45,0,76,170,10,74,0,255,83,36,132,3,252,663,60,139,7,873,447,131,205,27,800,428,195,177,30,828,469,301,128,24,922,248,283,77,17,621,324,271,59,19,675,555,640,76,14,1277,307,457,41,5,804,179,277,19,3,484,98,157,8,0,269,162,361,18,0,548,197,323,87,7,607,146,52,40,4,240,4648,3583,1367,178,9783
21601,109,10,22,3,141,50,10,7,0,66,27,4,23,0,55,29,12,52,0,91,174,19,88,5,285,103,23,174,0,301,716,50,175,10,949,438,76,209,19,740,449,190,190,17,850,501,283,161,16,956,262,287,98,8,657,298,282,88,16,687,572,643,116,9,1336,317,521,42,8,887,231,360,28,0,616,97,218,10,0,330,198,414,23,0,630,202,373,134,12,716,125,43,40,10,213,4902,3800,1666,131,10501
21602,92,17,6,4,119,39,4,7,0,40,23,13,20,0,51,21,7,34,0,68,158,8,76,0,246,78,25,102,0,206,681,49,134,8,869,422,88,167,15,692,347,135,162,9,649,414,201,135,11,760,210,220,84,3,519,217,226,48,7,500,460,437,93,5,1001,260,382,29,7,674,143,240,18,4,399,55,164,0,0,219,136,272,12,0,417,167,264,86,11,532,126,42,30,5,202,4049,2783,1255,76,8172
21603,170,58,51,4,283,62,13,15,0,92,32,25,36,0,90,40,13,83,0,142,186,52,154,10,403,149,65,264,8,486,885,167,304,13,1377,582,198,404,31,1208,587,335,373,30,1328,705,515,291,34,1546,319,538,201,12,1066,466,554,176,23,1219,859,1151,225,32,2271,585,922,83,11,1596,338,686,42,7,1066,185,420,12,0,625,375,884,37,8,1295,265,548,219,6,1036,167,87,82,11,349,6939,7224,3052,247,17470
21701,75,13,19,0,108,62,0,9,0,70,33,7,18,0,59,27,7,43,0,80,138,14,69,0,224,120,35,124,5,276,653,64,151,8,877,436,83,205,28,757,430,167,184,26,809,478,282,136,14,914,257,265,102,9,629,300,305,60,7,669,566,571,87,8,1237,354,436,55,4,847,244,301,15,0,563,104,177,9,0,299,250,373,16,3,645,213,347,113,10,683,113,36,31,5,181,4859,3491,1446,128,9914
21703,103,17,11,0,137,44,4,8,0,54,26,6,14,0,45,22,8,29,0,55,158,7,71,0,238,100,19,125,3,246,570,63,144,11,785,452,100,181,21,764,435,180,185,14,819,508,288,108,17,921,241,285,112,19,656,335,308,71,8,711,589,602,108,23,1320,326,466,63,8,860,225,358,23,3,606,91,192,6,4,295,230,394,31,8,666,187,362,120,3,668,123,51,30,5,214,4765,3716,1428,159,10072
21704,92,12,28,0,128,34,0,6,0,46,20,11,21,3,55,22,5,54,0,84,166,11,97,7,285,111,20,175,3,304,678,40,216,8,947,507,90,282,23,908,538,209,268,35,1042,661,368,244,25,1298,325,362,173,13,874,402,397,135,19,955,826,987,161,25,1997,534,807,76,11,1425,322,577,49,9,960,159,386,9,10,565,386,800,45,8,1234,212,470,153,10,843,134,52,37,11,229,6132,5600,2234,220,14192
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,124,21,38,3,187,65,8,14,0,81,51,7,33,3,96,40,7,46,3,92,184,16,107,8,319,152,24,213,5,390,866,66,267,12,1209,567,112,328,28,1043,663,216,411,22,1316,752,382,359,33,1522,419,409,269,16,1123,484,522,240,23,1264,1032,1335,397,51,2822,731,1301,203,24,2259,552,1181,114,14,1862,326,886,41,5,1252,610,2153,97,6,2870,270,668,231,8,1179,102,49,55,8,210,7987,9359,3468,276,21089
30102,221,28,50,5,301,78,5,9,0,101,69,14,50,5,132,47,11,68,3,135,314,23,114,10,461,233,57,246,8,540,1492,113,273,19,1901,1001,129,400,37,1566,1030,290,496,21,1836,1023,431,394,40,1888,571,477,296,22,1368,630,619,245,20,1512,1336,1580,414,42,3376,925,1480,175,12,2597,677,1320,122,7,2128,385,982,56,8,1426,867,2611,110,3,3588,407,925,285,12,1636,155,99,65,6,323,11469,11209,3860,272,26809
30103,113,18,37,3,168,36,7,14,3,60,27,7,28,0,61,24,0,70,0,94,137,15,116,7,275,88,24,168,9,287,608,61,214,12,892,462,102,315,34,917,479,216,379,36,1114,551,325,353,38,1261,353,337,296,23,1007,399,416,257,16,1089,950,1198,454,51,2654,769,1191,162,24,2149,629,1206,125,18,1977,411,912,40,11,1378,858,2969,117,7,3953,288,613,193,6,1095,69,46,28,5,147,7241,9662,3361,320,20577
30201,83,10,20,3,107,34,8,7,0,46,31,9,12,0,47,20,0,14,0,28,98,9,41,6,151,83,22,79,0,187,336,38,102,10,481,283,58,130,10,483,323,126,202,9,661,397,190,190,22,804,255,228,180,18,675,246,274,149,19,685,677,804,257,37,1773,523,802,116,20,1459,394,818,87,17,1312,262,584,23,7,873,548,1931,82,15,2578,192,404,113,3,708,52,39,16,0,109,4823,6353,1800,207,13179
30202,92,21,50,10,175,60,3,18,0,76,34,5,18,4,68,26,0,67,0,97,120,17,101,14,248,95,36,171,13,312,516,63,201,19,799,442,102,288,60,893,513,190,306,54,1068,550,312,320,46,1220,420,330,244,33,1025,493,352,213,38,1096,1014,948,366,75,2400,833,961,180,50,2027,671,1021,130,41,1866,492,799,49,17,1354,1051,2852,125,19,4040,273,522,215,9,1020,66,34,29,6,141,7753,8573,3086,512,19931
30203,45,6,18,3,71,16,0,4,0,28,22,4,25,4,46,10,4,27,0,44,68,7,60,6,143,51,24,82,6,170,275,33,110,14,426,210,69,145,22,441,269,109,193,31,600,317,179,193,33,720,255,186,130,16,594,271,225,119,27,644,722,574,213,47,1553,633,582,79,31,1317,455,574,66,18,1116,345,410,23,17,792,654,1301,71,11,2031,194,270,96,8,570,40,25,14,8,80,4835,4575,1659,306,11384
30204,109,19,29,0,155,38,5,8,0,50,29,19,40,4,90,22,4,50,0,80,121,21,94,10,251,96,36,172,5,310,563,82,229,13,891,442,131,333,38,947,471,272,359,32,1135,514,386,327,44,1275,312,364,244,26,950,379,454,215,33,1078,845,1104,294,43,2282,606,1018,137,27,1789,440,933,92,8,1478,281,602,40,4,930,484,1413,70,10,1984,220,493,207,6,931,70,40,38,6,157,6046,7395,2984,326,16753
30301,88,15,40,4,148,43,5,9,5,63,27,0,22,0,50,14,9,36,0,59,102,14,57,6,176,74,18,86,7,186,384,38,111,6,542,281,77,145,23,530,341,128,203,26,701,406,181,194,36,817,216,196,159,21,593,307,205,159,20,689,702,692,288,48,1728,566,712,128,43,1450,465,801,103,18,1382,359,735,37,10,1144,925,2962,103,12,3998,192,435,141,0,760,53,35,18,3,109,5537,7258,2040,287,15128
30302,93,29,32,7,161,44,5,14,4,62,16,13,27,3,65,10,0,53,4,64,100,17,89,11,208,82,32,128,13,262,359,63,130,33,596,312,77,226,52,664,454,152,226,58,884,631,242,224,64,1162,430,223,194,45,890,533,233,180,57,1006,1262,694,359,111,2428,973,688,126,69,1853,828,861,96,40,1819,573,706,37,20,1335,1462,3290,140,29,4913,307,439,182,19,951,39,25,22,8,98,8508,7776,2485,656,19425
30303,281,61,110,16,460,77,24,25,0,125,72,31,45,10,154,40,13,83,6,141,208,50,113,5,377,124,73,152,25,377,633,143,196,11,984,438,224,265,43,966,506,385,309,47,1248,565,519,306,46,1441,356,501,279,28,1176,450,576,210,26,1268,973,1402,367,64,2807,638,1267,144,39,2091,499,1214,125,24,1859,329,905,46,5,1294,686,2379,121,25,3214,247,616,187,15,1074,80,63,46,8,188,7209,10458,3129,443,21243
30304,73,17,33,0,124,23,4,10,0,38,16,10,16,0,43,20,0,24,3,51,73,14,50,4,139,55,21,91,11,172,262,56,93,11,425,213,61,126,28,429,250,137,135,30,550,324,153,168,40,686,182,191,121,21,524,207,191,102,18,519,469,533,190,36,1235,388,535,66,30,1023,285,587,59,12,943,221,498,21,9,744,504,1534,65,18,2120,138,277,93,10,512,28,20,13,0,65,3735,4832,1486,292,10345
30305,255,47,109,7,420,64,22,20,0,107,31,27,43,4,106,43,36,77,3,161,137,70,120,3,334,109,96,170,4,388,519,156,218,18,909,357,267,298,24,944,389,459,315,24,1193,437,644,284,26,1391,310,670,213,35,1226,363,701,206,22,1292,788,1574,314,38,2712,591,1268,145,20,2025,411,1036,85,16,1542,205,688,29,9,938,357,1341,67,7,1766,210,594,179,11,991,70,62,39,0,171,5637,9758,2942,271,18610
30306,202,45,73,11,335,63,17,17,7,106,53,21,23,3,101,42,16,36,3,99,146,57,72,6,272,110,62,132,8,320,461,149,136,18,762,356,233,203,24,815,363,353,238,15,965,412,523,231,35,1199,261,453,151,16,888,297,439,117,29,880,563,986,195,41,1784,318,710,119,23,1165,235,545,64,16,857,112,390,32,12,542,231,905,47,11,1198,142,438,120,6,698,50,41,23,3,113,4433,6379,2018,277,13106
30401,78,17,20,4,112,35,4,4,0,46,33,0,11,0,46,10,9,16,0,33,61,9,22,0,88,62,9,54,0,131,256,40,64,3,358,229,63,84,8,382,293,100,132,10,531,297,147,127,6,575,175,157,115,5,449,185,181,99,7,469,425,520,193,11,1152,326,558,69,11,967,287,586,48,5,923,172,517,26,3,722,504,1539,53,12,2108,109,322,78,4,520,25,15,5,0,45,3557,4793,1209,98,9655
30402,97,19,41,5,151,48,0,9,0,67,29,11,15,0,53,10,8,5,0,35,87,12,29,6,130,64,20,58,4,143,284,29,61,8,383,257,55,101,10,424,334,90,107,13,541,389,139,112,21,656,202,177,122,5,507,220,230,113,11,568,500,581,226,12,1314,368,652,96,12,1132,348,784,75,5,1210,231,653,20,6,911,943,3436,143,4,4522,147,537,110,0,792,44,42,14,0,99,4590,7477,1461,115,13643
30403,58,27,80,22,187,25,12,30,9,74,26,14,22,6,73,22,4,28,7,61,70,19,41,21,145,57,38,95,18,209,194,46,101,31,368,231,77,107,38,450,333,126,165,30,659,384,168,140,60,755,242,188,131,26,585,308,217,112,22,657,665,527,237,44,1471,542,456,64,29,1095,422,568,59,16,1063,288,428,22,7,748,985,2686,125,17,3810,180,378,123,10,692,38,23,7,3,72,5059,6010,1691,405,13168
30404,62,12,26,6,99,30,0,14,0,48,25,8,18,6,44,17,4,41,0,64,93,10,65,5,168,76,10,113,8,207,322,37,128,10,501,273,58,164,17,508,371,117,224,20,734,419,156,216,22,815,250,253,188,13,704,284,242,187,21,731,609,738,348,26,1716,533,870,121,20,1534,454,967,102,8,1535,323,775,35,3,1132,786,2579,105,11,3477,216,447,173,7,836,41,25,19,0,85,5173,7315,2260,203,14941
30501,173,34,83,19,311,64,8,21,6,103,52,10,21,12,95,47,6,34,3,100,114,17,50,19,207,100,41,101,11,253,310,61,127,38,534,334,64,127,38,571,541,142,220,53,952,782,157,149,70,1156,561,168,176,45,941,687,171,132,45,1040,1595,576,328,76,2574,1169,411,80,66,1721,998,466,105,39,1606,738,351,31,15,1131,2419,1949,216,30,4621,497,332,129,21,980,56,28,19,0,98,11238,4987,2163,611,18992
30502,36,7,24,5,72,20,4,6,0,30,18,6,20,0,37,8,7,21,0,33,51,7,46,3,110,34,11,71,3,118,140,18,77,15,248,147,28,91,12,275,188,70,151,19,420,244,75,134,22,480,168,117,127,24,436,241,134,99,14,490,639,340,224,42,1242,531,363,82,34,1011,436,440,81,17,964,353,410,24,7,794,1190,2803,179,18,4193,191,306,132,8,636,23,17,15,3,65,4650,5164,1599,249,11659
30503,113,22,85,7,227,45,3,26,5,81,32,10,34,6,73,17,11,35,0,64,112,23,68,9,209,90,33,116,16,257,325,59,152,30,563,366,73,184,53,674,522,133,245,56,953,798,227,276,94,1392,531,204,222,60,1007,633,267,190,50,1145,1674,677,410,111,2872,1298,636,155,85,2177,1093,749,126,50,2013,817,720,62,18,1617,2721,4760,332,55,7863,446,565,201,16,1227,74,43,23,14,154,11710,9214,2940,718,24575
30504,60,14,35,3,111,31,0,7,8,50,26,4,15,9,47,11,0,15,3,30,63,9,37,7,119,50,8,69,12,141,166,26,69,15,278,205,40,99,33,374,313,95,114,45,565,375,114,123,41,661,272,102,111,32,523,327,125,129,27,611,781,410,255,65,1507,630,370,84,47,1127,537,540,96,21,1194,411,499,30,15,959,1428,4028,232,18,5702,253,430,128,10,828,30,26,12,5,73,5980,6842,1674,416,14915
30601,99,22,37,3,165,37,3,11,4,56,27,12,26,0,66,33,11,57,0,98,112,17,71,8,214,98,25,167,0,293,499,70,192,6,772,411,88,262,15,776,466,190,297,15,962,590,302,277,16,1186,346,339,257,14,958,423,365,194,19,1000,962,978,279,20,2239,658,912,65,15,1656,479,788,72,8,1353,290,565,22,0,877,585,1136,68,3,1792,356,724,230,17,1325,52,43,25,0,119,6535,6575,2613,178,15901
30602,158,42,113,0,315,73,5,21,4,101,49,25,85,10,169,47,13,118,4,182,208,40,259,8,523,166,85,464,22,740,840,165,537,19,1563,620,268,633,57,1577,739,435,695,66,1927,850,673,633,68,2225,571,643,413,35,1660,710,690,326,31,1759,1438,1491,483,60,3473,917,1175,178,36,2311,697,902,100,15,1707,327,602,30,5,967,715,1170,91,13,1991,553,1070,394,25,2047,147,89,110,19,360,9836,9577,5676,502,25591
30603,103,18,18,0,139,60,10,12,5,85,28,12,39,5,85,28,5,56,3,93,159,25,94,7,285,97,30,146,11,283,598,87,192,15,887,367,121,217,27,735,366,191,195,18,772,421,275,148,24,866,228,244,71,14,549,244,257,56,5,569,451,471,98,8,1033,263,332,32,3,626,179,230,17,0,427,87,154,11,0,250,147,241,13,0,403,251,380,149,8,782,113,40,49,6,209,4186,3133,1609,163,9093
30604,30,0,3,0,34,17,0,0,0,20,9,0,0,0,16,11,3,5,0,20,41,0,20,3,62,33,8,40,3,85,155,12,48,5,217,141,31,62,7,240,130,42,64,3,242,169,84,31,3,291,71,90,17,0,177,143,76,22,5,248,222,154,27,4,406,126,127,6,3,264,70,58,4,4,139,32,36,4,0,72,85,95,3,0,187,82,120,39,3,244,31,17,12,0,58,1592,966,417,51,3022
30605,100,11,25,4,133,77,13,10,4,103,30,7,38,3,82,30,6,53,0,94,190,16,94,4,304,142,27,187,3,362,764,62,189,9,1025,446,112,247,29,838,480,209,216,11,917,545,252,192,19,1002,252,252,120,18,643,335,249,82,11,678,621,532,134,14,1298,320,426,49,6,802,238,347,22,3,611,123,216,9,3,349,216,380,25,6,629,376,514,178,6,1078,160,53,61,9,289,5456,3676,1929,175,11234
30701,125,26,20,0,179,26,7,8,0,46,39,8,32,3,78,23,5,50,0,82,137,16,94,3,256,66,26,160,3,262,536,79,202,9,824,318,115,207,27,663,329,207,173,20,725,379,284,166,18,850,210,291,97,11,607,296,319,54,12,676,580,657,117,18,1372,390,468,51,13,921,292,382,23,0,692,134,203,9,3,352,296,494,25,0,814,348,769,140,13,1262,143,63,37,9,249,4672,4415,1657,165,10907
30702,121,20,20,0,168,61,5,3,4,76,32,6,24,6,65,27,4,28,7,65,169,17,103,3,299,117,24,179,6,321,738,76,212,7,1036,429,117,230,26,801,402,239,254,23,915,478,344,148,22,994,229,315,116,12,667,313,290,100,8,714,580,688,114,18,1402,376,538,48,12,974,224,357,20,3,611,100,222,8,0,343,198,389,16,0,614,287,588,107,7,985,139,42,51,5,232,5012,4288,1790,177,11265
30703,119,9,27,6,159,68,6,15,0,90,48,14,16,0,72,27,7,51,0,82,197,26,107,6,335,133,32,165,6,330,1008,88,195,15,1302,524,131,286,34,981,533,235,197,21,983,558,340,163,20,1080,304,335,117,0,762,339,309,72,9,727,549,617,96,12,1269,296,385,39,8,731,176,272,27,0,474,102,171,5,0,278,175,284,17,0,478,280,454,129,8,869,140,46,42,3,239,5572,3762,1776,138,11244
30801,47,16,19,0,78,18,4,3,0,27,8,10,28,0,55,6,0,41,0,46,56,19,46,4,129,22,11,98,4,144,165,25,107,3,303,103,43,113,4,262,109,82,120,9,318,147,101,87,14,352,114,117,64,3,297,146,142,41,4,326,362,405,92,11,876,244,384,36,5,669,227,342,24,9,597,142,270,14,3,430,404,683,26,5,1124,239,522,72,4,841,59,41,28,3,133,2629,3218,1048,102,6990
30803,236,24,77,13,345,105,14,18,3,142,68,8,70,3,157,63,11,116,7,201,340,35,278,10,665,257,49,471,19,793,1548,152,552,38,2286,934,217,713,72,1936,968,383,684,61,2099,1131,594,554,65,2342,636,587,412,28,1664,745,660,306,29,1745,1508,1813,519,51,3889,984,1549,236,25,2798,741,1378,143,15,2272,447,903,52,3,1416,940,1928,96,17,2983,1023,1999,420,35,3472,241,106,110,19,476,12912,12421,5821,513,31670
30804,33,9,3,0,51,15,0,6,0,23,7,5,4,0,20,8,3,4,0,21,49,10,18,0,67,10,4,43,7,57,139,17,33,0,191,82,16,42,7,146,100,58,36,4,202,121,73,45,7,246,73,73,27,3,174,109,89,20,4,222,189,220,42,10,462,142,200,14,0,357,100,180,8,7,296,62,94,4,0,161,153,229,11,3,403,102,237,35,0,376,43,36,17,0,92,1537,1557,421,48,3569
30805,132,23,39,5,202,67,0,14,0,83,40,17,36,0,99,27,10,62,3,108,184,28,155,3,377,150,30,316,12,502,743,86,328,12,1172,408,121,336,29,892,477,230,282,24,1017,508,336,266,26,1134,295,362,161,11,828,330,423,133,20,900,835,1000,229,23,2084,600,872,75,6,1557,515,783,49,6,1361,295,489,24,5,806,598,1241,55,4,1899,509,882,177,6,1572,110,75,59,6,251,6829,7021,2798,202,16846
30901,158,25,49,3,235,52,7,9,0,67,31,7,22,0,61,28,12,48,0,88,152,15,77,3,246,128,37,162,7,339,649,62,213,13,945,497,98,308,32,940,565,162,354,37,1120,683,273,282,51,1289,432,286,194,24,942,514,308,166,22,1005,1097,788,260,34,2179,696,756,117,22,1591,538,697,72,12,1325,316,524,28,7,864,964,1756,116,12,2843,346,477,172,14,1011,111,53,21,7,194,7973,6342,2677,301,17296
30902,80,16,40,0,140,55,10,13,0,81,39,12,32,0,79,33,4,42,0,81,153,12,91,3,263,119,17,169,7,313,592,60,213,15,879,445,92,274,28,843,556,155,348,39,1093,601,306,302,29,1233,324,284,199,9,817,402,384,167,10,964,852,864,248,36,1995,600,800,92,9,1506,388,711,64,8,1174,235,502,21,3,763,573,1239,67,7,1885,302,525,165,11,1007,98,47,36,0,182,6449,6044,2578,227,15298
30903,210,39,74,6,328,65,13,22,0,103,50,15,40,6,104,43,19,65,3,131,256,47,145,11,452,184,45,232,9,461,1142,113,302,24,1583,771,158,416,25,1365,794,297,473,46,1601,871,404,385,42,1702,444,350,281,28,1102,579,380,203,25,1186,1099,933,312,47,2394,718,690,138,21,1566,463,588,75,18,1136,240,351,29,4,628,676,1058,78,7,1821,378,440,214,14,1052,139,62,45,6,253,9114,6001,3513,346,18969
30904,51,8,6,0,66,25,0,5,0,33,16,4,9,0,29,11,6,5,0,21,71,11,22,0,102,57,13,41,0,117,270,31,53,0,363,207,46,92,5,345,236,79,78,12,404,246,125,71,4,456,130,122,69,0,328,157,156,46,5,363,319,346,74,0,739,169,328,21,0,523,141,257,23,4,425,78,168,12,0,264,210,367,18,4,601,119,253,46,4,426,59,23,15,0,101,2575,2374,718,47,5710
30905,66,21,26,4,114,18,7,16,0,40,33,8,25,0,60,15,6,25,3,48,87,15,57,0,158,77,24,97,6,205,352,46,124,0,525,235,61,133,15,443,265,146,193,7,607,300,228,151,8,691,190,261,99,3,550,190,253,100,8,552,420,715,151,10,1295,271,656,67,8,1002,210,634,43,0,892,102,433,21,0,551,271,1210,39,7,1521,132,407,120,7,664,46,48,23,0,112,3282,5161,1500,88,10032
30906,142,32,57,5,234,44,9,20,0,73,37,17,31,0,90,32,12,68,0,116,170,22,98,10,302,149,63,219,11,443,757,85,287,16,1145,512,150,388,24,1072,566,308,431,31,1333,607,557,383,26,1567,395,530,281,24,1228,492,626,217,20,1362,971,1405,346,32,2758,605,1250,135,20,2011,411,1027,85,5,1526,224,635,28,8,895,422,1337,69,9,1839,261,693,260,13,1221,150,73,63,0,286,6953,8819,3469,260,19499
30907,296,82,145,7,536,109,16,27,0,164,71,27,97,0,202,56,40,118,4,211,294,56,238,10,594,233,84,553,17,886,1314,208,653,22,2200,910,352,850,56,2169,1061,703,931,48,2744,1264,1295,743,53,3362,867,1304,598,55,2818,991,1400,493,40,2917,2332,3514,752,74,6677,1543,2834,320,37,4732,922,2305,181,20,3428,556,1452,73,10,2093,1253,3380,149,8,4784,600,1767,409,19,2790,201,197,113,8,524,14877,21015,7439,484,43820
30908,123,28,71,7,233,45,4,14,0,61,30,12,29,0,73,26,14,52,0,93,140,24,73,0,246,93,44,186,4,328,590,79,192,14,876,392,107,288,19,806,472,223,345,14,1053,510,364,347,25,1246,320,387,246,20,971,401,401,203,19,1022,778,972,290,34,2070,525,821,121,17,1487,376,682,81,5,1150,184,436,26,7,651,402,959,56,6,1423,206,499,174,6,880,57,56,31,3,148,5674,6112,2814,215,14816
30909,146,26,72,13,249,45,13,15,5,86,49,13,49,0,110,47,15,71,3,131,174,37,130,12,359,129,57,226,13,425,679,104,273,26,1085,541,141,327,38,1048,559,284,363,47,1251,732,413,358,50,1549,432,355,267,30,1082,450,380,205,36,1071,926,834,280,38,2079,510,652,140,17,1319,320,564,81,15,986,182,382,23,0,585,424,856,59,10,1358,265,426,210,15,910,87,56,45,3,191,6697,5600,3193,381,15874
30910,143,27,59,0,234,45,8,11,3,65,33,6,20,0,63,34,9,29,0,79,114,23,48,5,185,102,31,106,9,247,437,60,121,10,623,387,84,155,23,652,491,154,195,25,865,600,206,166,31,1010,340,178,104,9,637,407,175,91,18,695,783,372,140,20,1316,464,305,50,18,837,331,262,36,6,642,190,180,22,4,390,718,936,68,4,1727,276,304,89,12,678,94,28,20,4,154,5998,3367,1534,204,11104
31001,148,74,129,10,355,41,19,22,4,88,36,35,91,5,160,32,29,149,0,210,154,97,211,10,468,101,108,299,13,522,594,248,364,36,1243,432,350,473,50,1301,414,514,475,49,1455,536,734,408,53,1729,314,644,324,44,1323,385,624,248,40,1288,831,1377,390,62,2658,557,1045,180,29,1814,358,850,88,24,1319,219,543,40,10,817,339,1039,79,8,1463,245,610,252,21,1134,80,66,92,4,235,5817,8995,4318,452,19584
31002,172,38,39,3,246,78,6,14,0,107,48,11,44,5,105,65,10,74,5,154,253,39,143,0,439,199,59,268,3,540,1191,122,326,9,1645,771,176,425,43,1408,707,327,388,31,1450,758,484,269,19,1531,425,532,193,11,1158,501,508,134,18,1159,954,1207,198,20,2381,571,843,92,3,1512,352,667,56,0,1082,170,394,19,4,586,313,696,43,6,1061,356,791,191,12,1352,156,89,57,9,307,8033,7000,2971,212,18209
