SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED30028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,0,6,6,4,0,0,0,45,0,0,5,6,7,0,14,16,5,3,4,11,0,0,5,74,0,7,0,0,0,6,28,28,5,7,4,0,0,0,4,88,0,3,9,3,0,3,0,3,0,0,3,0,0,0,0,26,0,0,3,0,0,0,4,14,0,3,0,3,0,6,0,41,0,0,0,3,16,9,25,21,3,4,0,0,0,0,4,88,10,21,34,20,12,11,3,8,0,0,0,0,0,0,8,122,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,14,0,0,3,6,3,6,142,108,17,12,38,20,19,10,8,397,0,0,0,4,5,9,14,6,7,0,7,5,0,0,0,60,0,0,0,0,7,0,5,10
SED30029,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,9,20,25,7,5,3,0,0,0,3,3,120,6,0,0,0,4,0,8,15,0,3,3,4,0,0,3,56,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,9,10,5,6,6,0,0,0,7,0,0,7,52,17,51,41,26,60,26,36,8,0,5,0,4,4,0,6,281,0,3,8,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,3,5,0,3,0,0,0,4,0,0,0,0,0,19,0,0,10,13,4,9,26,17,0,0,7,3,3,0,11,96,4,5,4,3,5,0,10,4,0,0,0,3,0,0,0,38,0,0,0,0,0,0,3,0
SED30030,0,0,0,0,0,10,17,28,3,0,0,0,0,0,0,69,0,0,0,0,0,11,13,11,4,4,11,0,8,0,6,77,0,0,3,23,14,19,42,26,4,10,20,4,3,4,0,173,5,22,14,0,32,44,139,121,37,34,38,35,4,0,6,543,5,3,9,4,3,26,8,5,0,0,0,0,0,0,0,51,0,10,0,3,3,0,3,0,0,0,0,0,0,0,0,33,0,0,3,10,51,29,31,5,0,0,0,0,0,0,4,147,15,10,15,10,26,15,52,28,6,7,8,4,5,0,0,195,7,28,45,0,9,8,0,3,3,0,0,0,0,0,5,106,0,0,0,9,27,45,27,20,9,11,5,15,4,0,0,173,7,5,4,5,27,33,354,283,74,80,94,132,36,10,17,1158,0,6,5,9,4,11,32,5,4,0,4,0,3,0,3,88,0,0,0,0,7,7,42,56
SED30031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,3,6,7,12,10,0,3,0,0,0,6,0,47,0,0,0,0,0,5,12,3,0,5,7,35,6,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,13,5,0,0,0,4,3,0,0,41,6,19,10,0,5,7,4,6,0,0,0,4,3,0,3,75,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,66,41,4,15,10,10,5,0,0,152,0,0,0,0,0,3,3,12,3,0,5,4,9,0,0,38,0,0,0,0,0,0,0,0
SED30032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,15,14,13,11,11,4,0,0,0,0,4,0,93,0,6,4,5,6,0,14,7,4,3,6,3,3,0,0,57,0,7,8,0,0,4,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,6,11,8,6,0,0,0,0,0,0,4,44,21,67,49,39,37,18,24,9,0,0,0,0,0,0,12,277,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,14,0,0,5,0,4,4,28,43,5,8,8,6,0,3,3,121,0,3,10,4,0,8,7,6,0,0,4,4,6,0,0,47,0,0,0,0,0,0,0,0
SED30033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,0,10,0,4,17,17,24,9,24,14,0,0,3,0,9,0,0,122,3,5,0,0,14,12,27,25,7,3,4,4,0,0,3,95,0,4,15,4,0,0,0,0,0,0,0,0,0,0,0,32,0,0,3,0,0,3,6,0,0,0,0,21,0,0,4,39,0,0,5,0,14,16,22,8,0,0,5,4,0,0,5,90,50,98,67,55,39,26,32,7,0,0,0,4,0,0,10,381,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,4,6,0,5,8,3,0,0,0,0,0,0,0,33,6,0,13,6,10,7,48,74,26,12,14,26,12,3,0,257,0,3,0,6,4,11,7,7,0,0,0,0,0,0,0,48,0,0,0,0,0,0,3,5
SED30034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,12,17,6,10,0,0,10,5,4,0,0,87,0,3,0,0,0,3,14,16,0,3,3,3,0,0,10,61,4,7,19,3,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,6,12,11,3,0,10,0,3,0,3,3,64,26,58,38,34,45,19,54,27,0,0,5,4,0,0,15,322,0,9,6,4,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,7,3,0,5,5,0,0,0,0,0,0,0,23,0,0,6,21,13,24,197,162,43,35,64,106,23,9,24,731,0,16,11,7,11,7,14,8,0,3,3,0,3,0,0,81,0,0,0,0,0,0,0,0
SED30035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,4,3,11,6,7,31,17,0,0,0,0,0,0,0,84,0,0,0,0,5,0,9,4,3,6,0,3,0,0,0,37,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,11,5,10,11,0,0,4,3,4,0,3,64,26,42,26,13,21,7,27,6,0,0,3,0,3,0,5,172,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,0,10,0,0,0,0,0,0,0,0,20,0,3,5,0,6,3,55,29,6,3,4,8,4,0,0,135,0,5,3,0,0,4,3,0,0,6,0,0,0,0,0,25,0,0,0,0,0,0,0,0
SED30036,0,0,0,0,0,7,79,71,11,5,18,9,10,24,11,252,0,0,0,0,0,15,189,57,3,9,9,0,5,4,4,295,0,4,3,7,7,10,13,12,5,0,3,3,0,0,0,76,0,4,0,0,50,54,273,144,24,19,20,44,11,6,21,676,0,6,17,5,9,13,8,0,0,0,0,0,0,0,0,45,0,0,0,0,3,3,34,9,0,0,9,10,0,0,4,72,0,0,5,26,101,136,129,62,12,6,16,6,4,4,26,520,48,32,19,9,22,16,19,7,5,0,3,0,3,0,3,191,0,0,4,4,3,0,0,0,0,0,0,0,0,0,3,16,0,5,7,0,37,27,24,25,5,7,6,9,3,0,6,143,0,3,8,26,25,69,887,441,95,130,144,171,75,21,44,2145,0,0,10,7,11,44,53,22,3,3,7,4,4,0,7,192,0,5,0,0,12,18,53,104
SED30037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,23,0,0,4,5,0,0,5,22,0,0,0,0,0,0,0,47,0,0,0,3,10,9,38,17,4,10,12,16,5,0,0,120,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,3,10,15,9,16,3,0,9,6,0,0,0,4,74,17,25,29,11,17,13,16,10,0,0,0,0,0,0,5,137,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,3,0,5,7,0,0,4,6,8,0,0,42,0,0,5,0,0,7,215,173,31,43,54,54,22,0,12,608,0,3,4,0,5,9,9,5,0,0,3,0,0,0,0,37,0,0,0,0,0,0,5,0
SED30038,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,6,3,7,10,10,0,5,0,3,0,0,3,56,0,0,0,0,0,6,27,7,5,10,4,9,0,0,6,66,0,0,10,0,0,5,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,9,6,10,14,0,0,0,0,0,0,0,59,17,26,23,15,14,9,11,13,0,0,0,0,0,0,10,137,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,4,6,0,0,0,3,0,0,0,4,23,3,0,5,3,3,18,67,45,3,7,7,8,3,0,0,175,0,0,0,0,6,5,9,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,9,6
SED30039,0,0,0,0,0,7,39,24,10,8,0,12,0,0,4,105,0,0,0,0,0,6,45,39,4,5,7,0,7,0,0,111,0,0,0,8,11,14,30,24,0,5,0,0,6,0,3,94,0,0,3,0,7,10,139,72,21,10,5,22,3,0,5,315,0,0,23,7,0,14,4,0,0,0,0,0,0,0,0,53,0,0,3,0,0,4,14,10,0,3,0,0,4,0,0,32,0,0,0,9,69,63,114,56,8,0,10,15,3,0,8,365,18,18,33,24,43,17,39,9,0,0,0,0,0,0,3,210,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,10,0,0,6,0,11,21,43,16,0,7,0,6,4,0,0,115,0,0,7,8,15,76,1305,816,132,134,152,142,40,15,25,2877,0,4,3,0,15,17,26,22,3,4,0,0,4,0,0,100,0,0,0,3,18,12,73,52
SED30040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,25,19,14,53,48,6,16,13,7,21,0,4,235,4,0,10,5,3,12,32,21,3,0,7,13,0,0,0,109,0,4,10,0,0,3,0,0,0,0,0,0,0,0,0,23,0,8,5,0,0,0,5,0,0,0,0,0,0,0,0,15,0,4,0,10,8,12,17,5,0,8,0,0,0,0,0,65,18,63,43,27,41,16,58,12,9,9,5,6,0,0,4,306,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,9,6,11,0,0,3,0,0,0,0,40,5,5,3,4,0,10,119,73,8,24,8,27,9,0,6,305,5,4,0,3,0,4,9,4,0,0,0,0,0,0,0,43,0,0,3,0,0,4,11,8
SED30041,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,12,0,0,0,0,0,6,31,3,3,0,9,3,0,0,0,49,0,0,3,11,13,0,14,12,4,5,6,0,0,4,5,86,0,0,0,0,0,17,27,37,6,19,51,18,9,3,12,204,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,10,9,20,6,0,0,3,0,0,0,0,66,15,24,18,9,22,11,20,14,0,4,0,0,3,0,0,147,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,3,4,3,4,9,3,0,0,0,0,0,0,0,23,0,0,5,0,5,4,122,50,16,15,14,32,10,0,7,286,0,3,0,0,4,3,7,4,0,0,0,0,5,0,0,30,0,0,0,0,5,3,4,8
SED30042,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,11,9,10,14,35,28,5,4,0,0,0,3,4,116,0,0,0,6,6,6,48,26,4,8,9,10,0,5,0,124,0,0,9,5,0,9,0,0,0,0,0,0,0,0,0,28,4,4,0,3,0,0,4,0,0,0,0,0,0,0,0,18,0,0,6,7,29,41,43,13,3,6,12,5,0,0,3,164,18,33,15,11,41,17,29,3,0,3,0,4,0,0,0,176,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,6,3,3,0,3,10,0,0,0,0,0,0,0,36,5,4,3,11,12,21,130,59,16,9,12,6,4,0,6,309,0,4,7,3,8,6,12,0,0,3,0,0,0,0,0,49,0,0,0,0,4,0,5,9
SED30043,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,26,0,0,0,0,0,0,20,18,0,7,0,6,3,0,0,55,0,4,5,3,5,9,21,7,0,4,0,3,0,0,0,65,0,5,0,0,3,5,18,20,13,9,24,78,20,0,3,186,0,4,7,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,3,3,3,8,3,12,3,7,4,0,0,0,0,0,45,8,43,20,27,36,12,32,9,3,3,0,0,0,0,6,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,5,5,15,5,9,13,9,8,0,3,78,0,3,7,4,0,4,73,67,27,35,36,73,36,3,10,392,0,8,3,3,0,4,12,9,5,3,9,14,0,0,4,74,0,0,0,0,6,0,0,5
SED30044,0,0,0,0,0,0,15,31,0,0,0,5,0,0,0,66,0,0,0,0,0,3,9,0,0,5,0,0,0,0,0,19,0,0,4,16,4,11,11,17,0,4,0,0,0,0,0,71,4,4,10,4,21,30,83,58,12,9,19,14,6,0,11,283,0,9,33,13,4,12,0,3,0,0,0,0,0,0,0,80,0,0,3,0,0,4,3,14,0,0,0,0,4,0,0,32,0,0,7,10,43,52,95,54,8,5,14,14,3,5,3,313,20,61,27,31,48,10,21,9,0,0,0,0,0,0,4,238,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,23,19,21,7,0,0,0,0,0,0,3,93,3,3,6,9,17,17,397,334,76,98,114,131,37,7,20,1272,4,3,10,5,0,14,24,10,0,3,5,0,0,0,4,85,0,0,0,0,5,5,8,15
SED30045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,4,4,19,10,20,49,14,9,4,7,9,4,0,3,159,0,6,3,0,18,24,127,49,18,15,18,12,8,0,11,318,0,3,7,0,0,9,6,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,13,57,44,64,21,12,0,0,0,0,0,0,212,18,34,22,8,26,24,46,20,5,0,4,4,4,0,3,216,0,10,11,10,4,3,4,0,0,0,0,0,0,0,0,46,0,3,3,12,9,10,19,4,0,3,5,5,0,0,0,85,3,0,11,6,12,21,167,67,18,10,25,22,7,0,7,381,0,10,3,4,4,9,12,8,5,0,0,5,0,0,0,70,0,0,0,0,3,7,16,27
SED30046,0,0,0,0,3,20,78,86,22,14,12,18,11,14,9,281,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,22,0,0,4,9,15,16,12,11,0,0,0,0,0,3,0,74,0,6,3,3,10,15,76,44,14,12,22,27,16,5,5,255,0,9,22,0,4,7,0,0,0,0,0,3,0,0,0,49,0,6,3,0,7,0,6,0,0,0,0,0,0,0,0,23,5,0,5,5,39,58,54,33,7,3,0,4,0,0,5,224,18,44,28,36,41,14,27,5,0,0,0,0,0,0,4,212,0,11,16,11,4,6,0,0,0,0,0,0,0,0,4,37,0,0,0,6,11,8,17,11,3,0,0,0,0,0,0,58,5,0,6,13,22,16,248,170,65,61,59,70,15,0,3,756,0,6,0,8,6,18,25,3,8,7,0,4,0,0,5,84,0,0,0,0,0,4,6,25
SED30047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,4,0,0,0,0,0,30,0,0,7,6,13,8,24,15,4,12,0,4,3,0,0,105,0,0,0,0,6,10,90,40,6,14,5,23,4,0,0,214,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,29,0,0,3,5,5,8,40,25,4,0,4,3,0,0,0,97,15,40,25,14,15,4,23,6,0,3,0,4,9,0,3,149,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,17,0,3,4,3,0,10,166,119,34,36,29,51,13,9,8,484,0,0,4,0,0,3,16,14,5,0,4,3,3,0,4,55,0,0,0,0,0,0,6,9
SED30048,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,21,0,0,0,0,0,6,42,63,15,23,51,30,9,11,0,236,0,0,6,21,26,31,65,59,18,19,19,25,17,20,4,338,3,10,4,8,84,149,578,520,242,322,380,532,211,29,39,3100,0,4,7,0,0,8,0,7,0,0,0,0,3,0,0,34,0,8,0,0,0,6,6,20,0,4,3,34,20,10,0,113,0,0,3,14,35,21,20,6,6,0,10,4,5,0,6,127,28,20,12,11,37,27,79,31,6,8,13,10,10,0,4,295,0,10,5,6,5,0,0,3,0,0,3,0,0,0,0,27,0,3,9,25,54,91,106,81,33,30,28,52,44,23,15,593,3,4,13,15,39,54,347,361,109,129,190,234,120,45,21,1693,5,3,4,6,11,33,89,52,15,50,35,58,37,10,4,400,0,0,0,4,30,18,82,115
SED30049,0,0,0,0,0,19,40,13,0,0,0,3,0,3,0,78,0,0,0,0,5,15,29,25,13,9,10,5,0,0,0,111,0,0,7,5,14,20,45,19,5,8,9,3,0,0,7,148,3,22,19,32,115,177,1351,955,244,302,217,292,132,16,49,3922,0,0,23,6,0,32,4,5,0,0,0,0,0,0,0,80,0,5,3,0,5,0,17,18,6,4,3,0,0,0,0,64,0,0,8,8,127,79,60,22,0,6,0,7,0,4,4,332,18,23,16,10,23,19,28,16,5,0,0,0,0,0,3,170,23,70,63,19,17,5,5,11,5,0,0,0,0,0,0,217,0,0,0,23,124,165,125,117,44,35,32,52,40,26,28,820,4,6,18,19,34,90,940,561,121,112,140,119,72,9,24,2283,0,9,0,8,21,53,58,34,5,5,11,8,3,0,0,219,0,0,0,0,12,24,46,76
SED30050,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8,0,3,9,22,27,39,57,43,7,16,8,17,13,0,3,274,5,0,0,5,6,8,33,26,14,8,8,28,0,0,5,142,0,7,6,4,0,9,0,0,0,0,0,0,3,0,0,34,5,0,4,0,4,0,0,7,0,0,0,0,0,0,0,26,0,5,4,11,3,11,16,9,0,0,0,0,5,0,3,58,28,52,20,15,46,28,41,17,9,12,7,12,4,3,11,307,0,10,13,4,0,0,0,0,0,0,0,0,0,0,0,27,3,0,4,3,7,5,7,4,5,3,0,3,0,0,0,47,8,4,9,4,0,7,96,155,32,63,57,52,15,5,17,527,0,7,9,0,5,3,17,8,4,7,0,0,0,0,0,59,0,0,0,0,0,4,4,4
SED30051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,3,11,8,16,14,5,3,0,0,0,0,0,3,66,0,5,0,0,0,6,25,14,4,0,0,3,0,0,3,67,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,3,3,8,4,8,3,0,0,0,0,0,0,6,40,32,65,47,29,36,11,18,3,3,3,5,0,0,0,12,266,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,3,4,39,21,11,7,12,11,0,0,3,116,0,4,10,0,3,0,5,8,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
SED30052,0,0,0,0,0,9,4,9,0,0,0,0,0,6,5,32,0,0,0,0,0,7,21,24,0,5,15,9,5,7,0,98,0,4,12,23,26,37,84,63,15,31,26,40,25,10,5,388,0,16,6,18,68,86,384,421,192,297,289,390,130,25,33,2353,0,0,9,3,9,8,4,5,0,0,0,0,0,0,0,39,0,4,3,0,0,3,7,4,3,14,7,0,6,3,6,56,0,0,3,11,34,20,23,6,6,3,11,8,0,0,3,118,18,8,9,9,16,33,65,31,11,17,15,35,20,4,9,301,0,7,6,0,8,4,0,8,0,0,0,0,0,0,0,37,0,0,8,15,75,83,77,85,41,31,42,58,57,5,15,588,0,3,15,8,30,47,272,359,141,174,269,397,143,41,30,1936,0,4,0,10,16,36,60,38,13,28,31,45,36,5,3,323,0,0,0,0,12,10,74,109
SED30053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,14,20,29,37,68,55,11,16,18,23,8,4,4,313,0,3,10,16,67,96,248,213,78,66,91,80,17,3,21,1004,0,16,36,0,13,7,0,0,0,0,0,0,0,0,3,84,4,19,12,8,3,0,4,6,0,0,0,0,0,0,5,70,0,3,0,9,16,10,20,11,7,0,0,0,0,3,5,80,25,42,25,22,39,14,33,13,0,10,7,3,6,6,0,242,5,13,25,0,0,4,5,5,0,0,0,0,0,0,0,61,0,0,6,27,25,49,31,19,6,8,12,6,11,12,5,231,8,0,10,7,7,22,124,62,15,29,29,34,10,0,7,355,0,3,4,5,13,28,23,20,0,0,9,4,6,0,0,115,0,0,0,0,11,9,15,12
SED30054,0,0,0,0,0,3,13,13,5,10,0,0,0,0,0,39,0,0,0,0,0,3,10,14,0,3,0,0,0,4,0,35,0,0,11,30,28,26,46,39,7,7,10,4,0,3,0,210,0,6,0,0,34,48,164,74,13,46,26,36,10,5,4,483,0,4,6,3,3,11,0,3,0,0,0,0,0,0,0,38,0,0,3,0,0,0,0,5,0,0,0,11,0,0,0,24,0,0,5,9,23,23,19,0,0,3,5,0,5,0,5,89,22,20,12,19,26,32,46,22,0,10,0,12,0,0,7,229,6,18,30,4,8,0,3,8,0,0,0,0,0,0,0,76,0,3,0,12,21,37,36,18,7,8,16,15,21,0,5,190,5,3,9,4,30,42,201,163,31,45,45,42,22,0,9,640,0,8,3,6,12,19,18,12,0,7,0,6,3,0,3,93,0,0,0,0,14,16,27,45
SED30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,3,3,4,0,0,0,0,0,30,0,0,0,3,4,3,8,6,0,0,4,5,0,0,0,33,0,0,0,0,5,0,20,6,0,0,0,4,0,0,0,45,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,6,18,7,0,6,0,0,0,0,0,52,0,20,13,8,17,11,15,11,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,42,25,10,10,11,5,0,0,3,114,0,0,3,0,0,5,3,3,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0
