LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA33360,5,133,0,138,..,12,0,17,0,16,..,151,7,162,0,163,..,12,0,15,0,15,..,312,14,327,9,329,..,72,3,75,0,75,..,54,5,59,0,56,..,19,0,21,0,21,..,3,0,7,0,7,..,25,4,31,0,31,..,249,32,280,10,291,..,1525,119,1645,31,1675,..,79,12,93,2371,2462,28080,1603,135,1739,2397,32221,27458,..,..,..,..,27458,..,213,3,212,5,215,..,27,0,26,0,26,..,26,0,26,0,26,..,8,0,12,0,12,..,69,8,70,0,72,..,0,0,0,0,0,..,80,14,89,0,90,..,14,3,15,0,15,..,27,0,23,0,27,..,46,0,45,0,46,..,19,0,28,0,28,..,20,4,23,0,23,..,16,0,15,0,15,..,61,5,65,0,65,..,14,0,14,0,14,..,42,7,44,0,44,..,24,3,26,0,26,..,22,4,25,0,25,..,8,3,10
LGA33430,15,442,3,449,..,304,15,323,4,327,..,643,14,656,5,659,..,200,8,208,4,208,..,1576,49,1631,17,1646,..,2144,170,2310,24,2343,..,216,0,218,4,219,..,454,65,515,7,520,..,315,47,364,0,366,..,577,98,672,10,682,..,4811,576,5383,116,5494,..,34383,4328,38712,435,39143,..,1164,126,1288,17497,18782,245495,35554,4449,40002,17927,303424,256489,..,..,..,..,256489,..,905,17,920,0,920,..,783,100,888,9,896,..,129,4,134,0,134,..,1409,392,1795,14,1812,..,5019,1533,6544,47,6594,..,188,78,258,0,260,..,6612,1995,8604,63,8666,..,490,62,544,3,548,..,1059,58,1113,8,1125,..,1083,35,1118,12,1127,..,728,67,798,8,802,..,223,20,243,0,242,..,427,49,478,0,482,..,801,46,847,3,847,..,430,27,458,5,461,..,1214,98,1309,15,1319,..,236,12,244,0,247,..,281,15,295,0,299,..,156,5,156
LGA33610,0,14,0,14,..,0,0,0,0,0,..,11,0,12,0,12,..,0,0,0,0,0,..,22,0,24,0,24,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,6,22,0,21,..,148,18,167,0,165,..,20,7,26,470,494,4507,164,30,192,470,5165,4557,..,..,..,..,4557,..,24,0,24,0,24,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,9,0,9,..,21,3,19,0,19,..,0,0,0,0,0,..,24,5,29,0,29,..,0,0,0,0,0,..,0,0,0,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,20,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA33620,0,9,0,9,..,10,0,10,0,10,..,18,0,18,0,18,..,6,0,6,0,6,..,36,0,36,0,36,..,13,0,13,0,15,..,10,0,10,0,10,..,10,3,15,0,15,..,0,0,0,0,0,..,19,4,19,0,19,..,132,19,152,5,155,..,546,62,609,12,620,..,61,7,62,1821,1884,23905,606,65,672,1835,26410,24311,..,..,..,..,24311,..,59,6,63,0,63,..,7,0,14,0,14,..,8,0,8,0,6,..,3,5,6,0,6,..,45,13,60,0,58,..,0,0,0,0,0,..,48,18,66,0,68,..,3,0,3,0,3,..,30,0,39,0,34,..,76,0,80,0,80,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,33,0,41,0,41,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0
LGA33800,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,50,6,56,0,59,..,233,27,259,7,266,..,20,0,14,456,477,4818,250,28,277,465,5559,4667,..,..,..,..,4667,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,5,0,10,5,8,..,0,0,0,0,0,..,7,3,14,5,12,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA33830,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,276,12,284,19,305,..,281,12,294,19,310,..,5,6,10,25,34,158,282,16,299,46,505,161,..,..,..,..,161,..,0,0,0,0,0,..,0,0,0,0,0,..,253,10,262,16,275,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA33960,5,332,5,334,..,67,0,67,0,67,..,481,7,483,3,487,..,76,0,78,0,78,..,947,17,959,9,973,..,556,82,632,8,641,..,266,15,285,3,288,..,67,18,80,4,87,..,31,7,37,0,37,..,698,252,952,10,962,..,3288,464,3746,90,3837,..,13399,1665,15065,219,15282,..,482,58,544,7024,7566,90377,13880,1724,15604,7241,113229,92469,..,..,..,..,92469,..,266,7,271,0,269,..,267,49,321,3,323,..,139,0,142,0,143,..,174,47,219,0,225,..,511,148,659,11,667,..,29,3,33,0,33,..,712,202,912,13,927,..,49,12,59,0,59,..,155,15,170,5,167,..,181,4,184,4,191,..,81,14,91,0,91,..,123,18,140,4,145,..,157,9,171,0,174,..,659,49,710,8,720,..,194,13,205,0,210,..,903,97,999,13,1013,..,168,11,174,0,180,..,150,15,162,0,167,..,110,6,117
LGA33980,0,50,0,51,..,5,0,5,0,5,..,59,4,61,0,63,..,9,0,9,0,9,..,124,4,127,3,135,..,28,0,28,0,27,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,8,..,90,5,102,5,99,..,467,31,497,15,514,..,43,5,41,3117,3159,8713,507,30,545,3128,12383,7680,..,..,..,..,7680,..,39,0,40,0,40,..,3,0,3,0,3,..,12,0,12,0,12,..,3,3,9,0,9,..,23,3,26,0,26,..,0,0,0,0,0,..,29,8,38,0,38,..,0,0,0,0,0,..,7,0,9,0,9,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,5,0,5,..,6,0,8,0,8,..,18,0,19,0,19,..,0,0,0,0,0,..,9,0,9,0,9,..,10,0,10,0,10,..,10,3,11,0,11,..,0,0,0
LGA34420,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,14,0,14,..,13,0,18,5,19,..,6,0,6,51,54,446,20,0,20,58,519,480,..,..,..,..,480,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,12,4,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34530,0,10,0,12,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,22,0,23,0,23,..,20,4,26,0,26,..,0,0,0,0,0,..,4,0,11,0,11,..,0,0,0,0,0,..,8,0,12,0,12,..,110,13,121,11,133,..,442,31,474,18,486,..,50,5,52,2470,2524,17246,485,40,521,2491,20256,17316,..,..,..,..,17316,..,58,3,58,0,58,..,3,0,3,0,3,..,19,0,19,0,19,..,7,9,12,0,12,..,16,3,25,0,25,..,5,0,5,0,5,..,27,9,37,0,37,..,4,0,7,0,7,..,24,0,24,3,26,..,53,0,54,0,54,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,7,..,3,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3
LGA34570,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,210,8,215,5,222,..,210,8,215,5,222,..,0,0,0,33,36,78,210,8,214,41,335,71,..,..,..,..,71,..,0,0,0,0,0,..,0,0,0,0,0,..,181,3,186,9,189,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34580,0,16,0,16,..,19,0,16,0,16,..,7,0,7,0,7,..,4,0,8,0,8,..,40,6,50,0,50,..,25,3,33,0,33,..,12,0,12,0,12,..,10,0,13,0,13,..,9,3,11,0,11,..,30,17,46,4,50,..,267,97,367,9,377,..,1022,327,1348,27,1372,..,39,11,45,1271,1318,17693,1061,335,1394,1299,20384,17727,..,..,..,..,17727,..,32,0,32,0,32,..,38,13,53,0,53,..,0,0,0,0,0,..,53,5,55,0,55,..,177,140,310,0,316,..,5,5,6,0,6,..,233,150,382,0,380,..,3,0,4,0,4,..,21,0,21,0,21,..,56,5,58,0,58,..,6,0,6,0,6,..,8,0,12,0,12,..,75,12,82,0,85,..,21,0,22,0,22,..,3,0,3,0,3,..,39,8,50,0,50,..,9,4,7,0,7,..,9,0,9,0,9,..,4,0,4
LGA34590,11,394,7,400,..,157,16,179,4,179,..,528,23,552,0,554,..,114,13,122,5,122,..,1183,65,1251,16,1264,..,671,78,748,3,748,..,253,19,268,3,274,..,119,43,164,3,171,..,216,39,255,6,263,..,623,190,817,4,821,..,7878,2114,9995,157,10148,..,25235,4694,29928,389,30317,..,834,167,1001,10751,11755,128245,26065,4867,30934,11142,170313,131017,..,..,..,..,131017,..,323,6,332,6,335,..,1097,287,1388,10,1401,..,139,6,144,0,144,..,655,208,863,13,876,..,1555,573,2127,23,2144,..,96,47,148,0,150,..,2308,827,3140,34,3169,..,224,39,264,0,271,..,252,15,264,6,267,..,338,6,346,5,352,..,221,22,243,0,243,..,129,16,142,0,144,..,217,27,241,3,244,..,1228,80,1307,13,1324,..,47,0,49,0,49,..,1670,207,1876,24,1899,..,167,6,175,0,171,..,670,87,750,11,771,..,142,11,150
LGA34710,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,7,29,0,29,..,52,5,57,0,58,..,5,0,5,225,229,1516,59,5,65,224,1806,1556,..,..,..,..,1556,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,5,0,3,0,3,..,0,0,0,0,0,..,5,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34770,12,272,3,275,..,22,0,19,0,19,..,402,12,408,5,414,..,43,0,43,0,43,..,725,24,749,7,755,..,65,5,67,0,67,..,37,0,37,0,37,..,42,10,56,0,56,..,3,0,3,0,3,..,30,10,48,3,48,..,635,83,718,14,729,..,3015,266,3282,43,3321,..,193,16,215,6034,6249,51630,3209,283,3497,6076,61201,51769,..,..,..,..,51769,..,334,8,335,0,339,..,31,8,37,0,38,..,101,0,98,0,105,..,45,21,72,0,72,..,164,55,215,0,215,..,3,3,4,0,4,..,207,80,292,0,292,..,10,0,12,0,12,..,46,3,54,5,57,..,124,3,124,0,127,..,23,0,20,0,20,..,41,3,47,0,47,..,45,8,52,0,52,..,81,4,87,0,90,..,43,0,43,4,45,..,85,5,90,0,88,..,43,4,49,0,48,..,23,0,23,0,23,..,19,3,17
LGA34800,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,110,110,343,6,0,6,110,452,321,..,..,..,..,321,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34830,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,58,11,65,0,65,..,61,11,64,0,64,..,0,0,0,32,32,119,61,11,64,32,215,115,..,..,..,..,115,..,0,0,0,0,0,..,0,0,0,0,0,..,74,4,82,0,82,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34860,0,22,0,22,..,4,0,4,0,4,..,39,0,43,0,43,..,0,0,0,0,0,..,71,0,66,0,66,..,15,0,15,0,15,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,43,3,50,0,51,..,241,12,248,0,251,..,21,0,21,689,709,5430,260,12,270,689,6397,5474,..,..,..,..,5474,..,15,0,15,0,15,..,8,0,8,0,8,..,5,0,4,0,4,..,3,0,3,0,3,..,15,3,18,0,18,..,0,0,0,0,0,..,20,3,26,0,26,..,0,0,0,0,0,..,4,0,9,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,4,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0
LGA34880,0,7,0,7,..,20,0,19,0,19,..,0,0,0,0,0,..,22,12,36,0,36,..,49,16,62,0,62,..,39,6,41,0,41,..,0,4,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,8,0,9,0,6,..,214,25,243,4,242,..,991,127,1117,17,1135,..,40,3,47,2327,2376,8576,1033,130,1164,2343,12086,8428,..,..,..,..,8428,..,53,5,55,3,57,..,0,0,0,0,0,..,56,0,56,0,56,..,10,4,13,0,13,..,73,23,95,0,95,..,3,5,3,0,3,..,85,28,111,0,111,..,25,11,36,0,37,..,32,0,34,0,34,..,95,3,99,0,99,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,10,4,14,0,14,..,18,0,27,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35010,18,546,4,557,..,89,3,97,0,100,..,752,23,774,9,782,..,149,13,163,0,163,..,1529,53,1584,14,1595,..,757,69,824,8,831,..,137,3,139,0,142,..,190,72,263,7,271,..,48,9,58,0,58,..,224,62,287,0,286,..,3098,451,3545,90,3639,..,16461,1988,18444,250,18698,..,739,85,818,11483,12304,201833,17195,2072,19270,11735,232832,210928,..,..,..,..,210928,..,1045,13,1063,6,1068,..,396,102,500,5,497,..,177,5,183,0,184,..,332,87,412,3,423,..,1027,433,1457,12,1471,..,56,24,81,0,79,..,1413,538,1956,19,1966,..,81,3,83,0,83,..,433,18,452,0,452,..,608,15,626,3,628,..,170,16,186,0,185,..,100,4,103,0,105,..,216,30,242,0,247,..,976,54,1029,11,1040,..,323,62,388,0,391,..,1159,134,1295,16,1305,..,186,15,200,0,200,..,125,10,127,0,127,..,114,8,121
LGA35250,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,170,0,172,3,169,..,170,0,173,6,176,..,0,0,0,46,51,270,173,0,173,53,494,303,..,..,..,..,303,..,0,0,0,0,0,..,0,0,0,0,0,..,157,0,157,3,166,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35300,5,68,0,67,..,7,0,7,0,7,..,68,0,71,0,71,..,11,0,11,0,11,..,149,3,150,0,155,..,20,0,21,0,21,..,16,0,16,0,16,..,4,0,4,0,4,..,0,0,0,0,0,..,6,3,10,0,10,..,263,11,280,6,288,..,774,57,832,12,843,..,56,8,63,994,1054,7758,832,62,892,1000,9653,7267,..,..,..,..,7267,..,60,0,59,0,59,..,5,6,8,0,8,..,53,0,50,3,55,..,8,5,10,0,10,..,27,3,29,0,29,..,0,0,0,0,0,..,32,5,42,0,42,..,0,0,0,0,0,..,17,0,17,0,17,..,11,0,11,0,11,..,11,0,11,0,11,..,6,0,6,0,6,..,6,6,7,0,7,..,17,0,17,0,17,..,7,3,12,0,12,..,20,0,18,0,18,..,14,0,18,3,22,..,12,3,11,0,11,..,0,0,0
LGA35600,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,33,64,0,64,..,18,0,18,0,18,..,70,31,101,0,101,..,3,0,4,230,233,1578,72,33,104,230,1913,1700,..,..,..,..,1700,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35670,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,54,3,54,4,61,..,57,3,59,4,64,..,9,0,12,68,82,298,70,5,69,69,439,278,..,..,..,..,278,..,0,0,0,0,0,..,0,0,0,0,0,..,64,4,64,6,67,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35740,0,18,0,18,..,14,0,14,0,14,..,12,4,12,0,12,..,12,0,12,0,12,..,51,4,55,0,55,..,135,5,136,4,139,..,0,0,0,0,0,..,10,0,14,0,14,..,4,0,4,0,4,..,11,3,11,0,11,..,198,24,221,7,230,..,1325,74,1402,13,1417,..,62,0,63,1562,1626,24302,1384,81,1462,1574,27341,25545,..,..,..,..,25545,..,53,0,53,0,53,..,11,0,11,0,11,..,10,0,10,0,10,..,11,4,20,0,20,..,41,7,54,0,54,..,4,3,8,0,8,..,60,22,82,0,82,..,6,6,14,0,14,..,160,13,171,4,176,..,233,0,234,4,236,..,37,0,37,0,37,..,3,0,3,0,3,..,3,0,9,0,9,..,12,5,14,0,14,..,12,0,12,0,13,..,4,3,9,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7
