SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL12237,121,26,16,0,0,0,0,162
SAL12238,22,4,3,0,0,0,0,31
SAL12239,19,0,0,0,0,0,0,23
SAL12240,11,6,0,0,0,0,0,17
SAL12241,32,6,7,0,0,0,0,42
SAL12242,12,3,0,0,0,0,0,15
SAL12243,37,0,3,0,0,0,0,53
SAL12244,5,0,0,0,0,0,0,9
SAL12245,17,0,0,0,0,0,0,18
SAL12246,646,101,36,4,0,0,4,793
SAL12247,16,0,0,0,0,0,0,18
SAL12248,0,0,0,0,0,0,0,0
SAL12249,0,0,0,0,0,0,0,0
SAL12250,113,7,3,6,0,0,4,131
SAL12251,354,47,16,0,0,0,9,417
SAL12252,34,4,0,0,0,0,0,31
SAL12253,5,0,0,0,0,0,0,5
SAL12254,15,0,0,0,0,0,0,14
SAL12255,192,38,18,3,0,0,3,256
SAL12256,411,36,18,7,0,0,3,474
SAL12257,0,0,0,0,0,0,0,0
SAL12258,0,0,0,0,0,0,0,0
SAL12259,212,29,20,0,0,0,0,261
SAL12260,47,3,3,0,0,0,0,60
SAL12261,0,0,0,0,0,0,0,0
SAL12262,376,70,19,8,0,0,0,472
SAL12263,40,12,0,0,0,0,5,53
SAL12264,111,9,3,0,0,0,0,125
SAL12265,198,19,3,0,0,0,0,230
SAL12266,2087,92,26,35,4,0,0,2251
SAL12267,60,12,0,0,0,0,0,68
SAL12268,89,13,4,0,0,0,0,104
SAL12269,8,0,0,0,0,0,0,8
SAL12270,758,62,35,13,0,3,3,881
SAL12271,9,0,0,0,0,0,0,8
SAL12272,39,3,0,0,0,0,0,48
SAL12273,513,60,18,10,0,0,0,599
SAL12274,3,0,0,0,0,0,0,3
SAL12275,1500,87,21,5,0,0,0,1614
SAL12276,1366,92,12,3,0,0,7,1478
SAL12277,441,18,10,0,0,0,0,467
SAL12278,4,0,0,0,0,0,0,7
SAL12279,23,4,4,0,0,0,0,34
SAL12280,5,0,0,0,0,0,0,8
SAL12281,0,0,0,0,0,0,0,0
SAL12282,33,12,3,3,0,0,0,48
SAL12283,0,0,0,0,0,0,0,0
SAL12284,262,20,11,12,0,0,0,305
SAL12285,118,13,4,0,0,0,0,125
SAL12286,6,0,0,0,0,0,0,6
SAL12287,214,24,13,3,0,0,4,257
SAL12288,30,6,0,0,0,0,0,37
SAL12289,8,0,0,0,0,0,0,9
SAL12290,4,0,0,0,0,0,0,8
SAL12291,3,0,0,0,0,0,0,3
SAL12292,60,7,5,0,0,0,0,76
SAL12293,8,0,0,0,0,0,0,7
SAL12294,46,7,0,0,0,0,0,57
SAL12295,0,0,0,0,0,0,0,6
SAL12296,857,139,82,6,4,0,15,1106
SAL12297,83,15,4,4,0,0,0,104
SAL12298,260,33,12,3,0,0,6,305
SAL12299,8,0,0,0,0,0,0,10
SAL12300,13,3,4,0,0,0,0,20
SAL12301,0,0,0,0,0,0,0,0
SAL12302,752,96,47,15,0,0,6,917
SAL12303,4,0,0,0,0,0,0,8
SAL12304,22,5,0,0,0,0,0,29
SAL12305,9,6,0,0,0,0,0,17
SAL12306,1675,116,42,11,0,0,5,1847
SAL12307,0,0,0,0,0,0,0,0
SAL12308,11,0,0,0,0,0,0,7
SAL12309,150,32,17,5,3,0,6,216
SAL12310,0,0,0,0,0,0,0,0
SAL12311,13,0,0,0,0,0,0,10
SAL12312,802,85,25,12,0,0,6,921
SAL12313,335,42,13,4,0,0,0,400
SAL12314,1342,94,40,15,0,0,0,1498
SAL12315,5,0,0,0,0,0,0,5
SAL12316,305,33,33,9,0,0,8,386
SAL12317,1051,81,60,17,4,0,8,1221
SAL12318,310,25,13,4,0,0,3,359
SAL12319,0,0,0,0,0,0,0,7
SAL12320,6,0,0,0,0,0,0,6
SAL12321,14,4,0,0,0,0,0,21
SAL12322,341,35,4,0,0,0,0,379
SAL12323,10,0,4,0,0,0,0,14
SAL12324,297,20,7,0,0,0,0,327
SAL12325,2441,148,38,34,3,0,9,2679
SAL12326,0,0,0,0,0,0,0,0
SAL12327,53,10,5,0,0,0,0,74
SAL12328,39,0,0,0,0,0,0,41
SAL12329,72,21,6,0,0,0,4,102
SAL12330,46,5,5,0,0,0,0,52
SAL12331,220,13,9,0,0,0,0,239
SAL12332,15,0,3,0,0,0,0,18
SAL12333,0,0,0,0,0,0,0,0
SAL12334,935,82,11,5,0,0,3,1031
SAL12335,0,0,0,0,0,0,0,0
SAL12336,6,4,0,0,0,0,0,9
SAL12337,33,3,3,0,0,0,0,39
SAL12338,6,0,0,0,0,0,0,3
SAL12339,12,0,0,0,0,0,0,12
SAL12340,3,0,0,0,0,0,0,3
SAL12341,0,0,0,0,0,0,0,4
SAL12342,16,0,0,0,0,0,0,18
SAL12343,7,0,0,0,0,0,0,7
SAL12344,47,3,6,0,0,0,0,55
SAL12345,22,4,0,0,0,0,0,27
SAL12346,4,0,0,0,0,0,0,4
SAL12347,0,0,0,0,0,0,0,0
SAL12348,1559,95,26,4,0,0,0,1682
SAL12349,3,0,0,0,0,0,0,3
SAL12350,51,0,0,0,0,0,0,58
SAL12351,4,0,0,0,0,0,0,4
SAL12352,655,66,31,10,0,0,8,767
SAL12353,173,27,14,5,0,0,0,221
SAL12354,135,23,17,0,0,0,0,178
SAL12355,4,0,0,0,0,0,0,11
SAL12356,268,49,17,3,0,4,4,347
SAL12357,0,0,0,0,0,0,0,3
SAL12358,524,44,16,0,0,0,0,585
SAL12359,15,0,0,0,0,0,0,15
SAL12360,14,6,0,0,0,0,0,16
SAL12361,59,7,3,0,0,0,0,78
SAL12362,6,0,0,0,0,0,0,6
SAL12363,6,0,0,0,0,0,0,12
SAL12364,0,0,0,0,0,0,0,0
SAL12365,13,0,0,0,0,0,0,17
SAL12366,6,0,0,0,0,0,0,6
SAL12367,0,0,0,0,0,0,0,0
SAL12368,0,0,0,0,0,0,0,0
SAL12369,49,6,5,0,0,0,0,65
SAL12370,3139,201,66,38,0,0,10,3456
SAL12371,266,27,6,0,0,0,0,306
SAL12372,190,12,8,0,0,0,4,218
SAL12373,12,0,0,0,0,0,0,13
SAL12374,174,26,6,0,0,0,0,214
SAL12375,0,0,0,0,0,0,0,0
SAL12376,42,5,0,0,0,0,0,55
SAL12377,117,19,10,0,0,0,0,144
SAL12378,69,9,4,0,0,0,0,86
SAL12379,5,3,0,0,0,0,0,8
SAL12380,613,22,16,3,0,0,0,656
SAL12381,5,0,0,0,0,0,0,7
SAL12382,11,0,0,0,0,0,0,11
SAL12383,0,0,0,0,0,0,0,0
SAL12384,470,42,32,7,0,0,5,554
SAL12385,143,14,4,3,0,0,0,166
SAL12386,11,0,0,0,0,0,0,11
SAL12387,464,80,24,8,0,0,5,579
SAL12388,4,0,0,0,0,0,0,4
SAL12389,0,0,0,0,0,0,0,0
SAL12390,24,0,0,0,0,0,0,22
SAL12391,3,3,0,0,0,0,0,5
SAL12392,0,0,0,0,0,0,0,0
SAL12393,9,0,0,0,0,0,0,7
SAL12394,318,20,10,5,0,0,0,345
SAL12395,69,8,3,0,0,0,0,84
SAL12396,35,4,0,0,0,0,0,37
SAL12397,4,0,0,0,0,0,0,4
SAL12398,169,17,9,0,0,0,0,189
SAL12399,23,10,0,0,0,0,0,29
SAL12400,13,0,0,0,0,0,0,13
SAL12401,5,0,0,0,0,0,0,6
SAL12402,0,0,0,0,0,0,0,0
SAL12403,4,0,0,0,0,0,0,3
SAL12404,150,11,0,3,0,0,0,166
SAL12405,50,5,0,3,0,0,0,59
SAL12406,4,0,0,0,0,0,0,6
SAL12407,16,0,4,0,0,0,0,22
SAL12408,5,0,0,0,0,0,0,5
SAL12409,0,0,0,0,0,0,0,0
SAL12410,48,12,0,0,0,0,0,60
SAL12411,16,4,0,0,0,0,0,20
SAL12412,6,0,0,0,0,0,0,3
SAL12413,7,0,0,0,0,0,0,8
SAL12414,0,0,0,0,0,0,0,0
SAL12415,0,0,0,0,0,0,0,5
SAL12416,0,0,0,0,0,0,0,8
SAL12417,16,6,0,0,0,0,0,23
SAL12418,3,0,0,0,0,0,0,0
SAL12419,12,3,0,0,0,0,0,15
SAL12420,0,0,0,0,0,0,0,0
SAL12421,81,6,0,0,0,0,0,94
SAL12422,9,3,0,0,0,0,0,13
SAL12423,12,0,0,0,0,0,0,14
SAL12424,0,4,0,0,0,0,0,10
SAL12425,0,3,0,0,0,0,0,0
SAL12426,0,0,0,0,0,0,0,0
SAL12427,27,4,3,0,0,0,0,33
SAL12428,271,16,15,3,0,0,0,308
SAL12429,19,5,0,0,0,0,0,26
SAL12430,842,48,19,3,0,0,0,918
SAL12431,1127,58,29,23,0,0,8,1244
SAL12432,28,3,3,0,0,0,0,36
SAL12433,7,0,0,0,0,0,0,11
SAL12434,0,0,0,0,0,0,0,5
SAL12435,23,6,0,0,0,0,0,36
SAL12436,22,5,0,0,0,0,0,29
SAL12437,0,0,0,0,0,0,0,0
SAL12438,0,0,0,0,0,0,0,0
SAL12439,174,33,10,5,0,0,0,228
SAL12440,138,17,16,6,0,0,4,187
SAL12441,160,13,4,0,0,0,0,176
SAL12442,1587,106,55,34,0,0,14,1796
SAL12443,444,64,21,3,0,0,0,542
SAL12444,217,13,5,4,0,0,0,244
SAL12445,0,0,0,0,0,0,0,0
SAL12446,781,44,10,3,0,0,0,834
SAL12447,0,0,0,0,0,0,0,0
SAL12448,0,0,0,0,0,0,0,0
SAL12449,0,0,0,0,0,0,0,0
SAL12450,21,5,0,0,0,0,0,24
SAL12451,0,0,0,0,0,0,0,4
SAL12452,56,4,3,0,0,0,0,60
SAL12453,12,0,0,0,0,0,0,17
SAL12454,48,3,4,0,0,0,0,59
SAL12455,4,0,0,0,0,0,0,8
SAL12456,4,0,0,0,0,0,0,4
SAL12457,21,3,0,0,0,0,0,24
SAL12458,108,16,9,6,0,0,0,148
SAL12459,0,0,0,0,0,0,0,0
SAL12460,36,8,0,0,0,0,0,44
SAL12461,15,3,3,0,0,0,0,25
SAL12462,441,34,6,6,0,0,3,485
SAL12463,0,0,0,0,0,0,0,0
SAL12464,0,0,0,0,0,0,0,0
SAL12465,63,14,5,0,0,0,3,87
SAL12466,0,0,0,0,0,0,0,4
SAL12467,6,0,0,0,0,0,0,11
SAL12468,0,0,0,0,0,0,0,0
SAL12469,6,0,0,0,0,0,0,8
SAL12470,21,6,0,0,0,0,0,35
SAL12471,146,17,7,0,0,0,3,181
SAL12472,5,0,0,0,0,0,0,6
SAL12473,0,0,0,0,0,0,0,0
SAL12474,6,0,0,0,0,0,0,8
SAL12475,51,3,0,0,0,0,0,55
SAL12476,6,0,0,0,0,0,0,11
SAL12477,23,6,0,0,0,0,0,29
SAL12478,345,25,7,0,0,0,0,385
SAL12479,6,0,0,0,0,0,0,5
SAL12480,39,3,0,0,0,0,0,39
SAL12481,3,0,0,0,0,0,0,5
SAL12482,72,7,3,0,0,0,0,82
SAL12483,69,10,11,0,0,0,0,89
SAL12484,150,13,12,6,0,0,3,179
SAL12485,1385,121,20,4,0,0,5,1529
SAL12486,735,57,5,3,0,0,0,800
SAL12487,174,42,25,5,0,0,3,257
SAL12488,3,5,0,0,0,0,0,4
SAL12489,10,0,0,0,0,0,0,9
SAL12490,9,0,0,0,0,0,0,6
SAL12491,42,5,0,0,0,0,0,49
SAL12492,44,4,0,0,0,0,0,49
SAL12493,6,0,0,0,0,0,0,6
SAL12494,168,22,6,0,0,0,0,197
SAL12495,840,71,30,21,0,0,4,963
SAL12496,15,4,0,0,0,0,0,16
SAL12497,39,0,0,0,0,0,0,40
SAL12498,393,48,22,3,0,0,7,476
SAL12499,3,0,0,0,0,0,0,3
SAL12500,0,0,0,0,0,0,0,0
SAL12501,6,0,0,0,0,0,0,6
SAL12502,132,18,13,0,0,0,0,165
SAL12503,15,0,0,0,0,0,0,13
SAL12504,14,7,0,0,0,0,0,18
SAL12505,9,0,0,0,0,0,0,9
SAL12506,0,0,0,0,0,0,0,0
SAL12507,0,0,0,0,0,0,0,0
SAL12508,86,12,7,0,0,0,0,99
SAL12509,14,3,0,0,0,0,0,18
SAL12510,70,8,6,0,0,0,0,80
SAL12511,3332,215,62,25,3,0,3,3636
SAL12512,60,12,6,0,0,0,0,69
SAL12513,43,5,0,0,0,0,0,48
SAL12514,2308,147,37,24,0,0,9,2525
SAL12515,2506,141,57,33,3,0,0,2744
SAL12516,1389,72,19,8,0,0,4,1496
SAL12517,23,0,0,0,0,0,0,24
SAL12518,5,0,0,0,0,0,0,5
SAL12519,10,0,0,0,0,0,0,6
SAL12520,16,5,0,0,0,0,0,27
SAL12521,32,3,4,0,0,0,0,38
SAL12522,39,8,0,0,0,0,0,47
SAL12523,123,20,5,0,0,0,0,154
SAL12524,792,132,60,14,6,0,9,1011
SAL12525,9,0,0,0,0,0,0,9
SAL12526,10,0,0,0,0,0,0,17
SAL12527,19,0,3,0,0,0,0,22
SAL12528,143,25,5,0,0,0,0,171
SAL12529,1784,123,30,16,4,0,14,1960
SAL12530,129,8,9,0,0,0,0,147
SAL12531,0,3,0,0,0,0,0,9
SAL12532,64,7,5,4,0,0,3,80
SAL12533,12,0,0,0,0,0,0,11
SAL12534,1234,82,27,3,3,0,4,1354
SAL12535,4,0,0,0,0,0,0,10
SAL12536,14,0,0,0,0,0,0,14
SAL12537,10,0,0,0,0,0,0,14
SAL12538,7,0,0,0,0,0,0,5
SAL12539,3,0,0,0,0,0,0,0
SAL12540,714,78,36,8,0,0,7,844
SAL12541,0,0,0,0,0,0,0,0
SAL12542,7,0,0,0,0,0,0,7
SAL12543,0,0,0,0,0,0,0,0
SAL12544,148,20,8,0,0,0,0,178
SAL12545,0,0,0,0,0,0,0,0
SAL12546,161,23,3,0,0,0,0,187
SAL12547,19,0,0,0,0,0,0,20
SAL12548,241,11,9,0,0,0,0,255
SAL12549,0,0,0,0,0,0,0,0
SAL12550,29,0,4,0,0,0,0,34
SAL12551,11,0,0,0,0,0,0,11
SAL12552,306,36,20,4,0,0,0,367
SAL12553,32,5,0,0,0,0,0,38
SAL12554,17,0,0,0,0,0,0,19
SAL12555,100,8,0,0,0,0,0,105
SAL12556,8,0,0,0,0,0,0,8
SAL12557,144,12,3,0,0,0,0,154
SAL12558,3,0,0,0,0,0,0,7
SAL12559,29,7,5,0,0,0,0,38
SAL12560,438,23,5,0,0,0,0,459
SAL12561,0,0,0,0,0,0,0,0
SAL12562,10,0,0,0,0,0,0,10
SAL12563,33,5,0,0,0,0,0,39
SAL12564,1240,176,77,12,6,0,9,1525
SAL12565,16,0,0,0,0,0,0,15
SAL12566,42,3,4,0,0,0,0,46
SAL12567,18,0,0,0,0,0,0,18
SAL12568,10,0,0,0,0,0,0,12
SAL12569,3,0,0,0,0,0,0,3
SAL12570,8,0,0,0,0,0,0,9
SAL12571,0,0,0,0,0,0,0,0
SAL12572,4,0,0,0,0,0,0,4
SAL12573,258,14,4,4,0,0,0,278
SAL12574,287,9,0,0,0,0,0,307
SAL12575,3,0,0,0,0,0,0,6
SAL12576,9,0,0,0,0,0,0,12
SAL12577,23,0,0,0,0,0,0,25
SAL12578,1492,118,42,6,0,0,3,1667
SAL12579,131,10,3,5,0,0,0,142
SAL12580,17,5,0,0,0,0,0,19
SAL12581,55,6,5,0,0,0,0,63
SAL12582,22,4,0,3,0,0,0,30
SAL12583,14,0,0,0,0,0,0,9
SAL12584,1199,110,20,5,0,0,7,1345
SAL12585,214,14,8,0,0,0,0,229
SAL12586,191,40,4,0,0,0,3,247
SAL12587,16,0,0,0,0,0,0,16
SAL12588,0,0,0,0,0,0,0,0
SAL12589,8,0,0,0,0,0,0,8
SAL12590,46,10,3,0,0,0,0,55
SAL12591,0,0,0,0,0,0,0,7
SAL12592,0,0,0,0,0,0,0,0
SAL12593,0,0,0,0,0,0,0,0
SAL12594,0,0,0,0,0,0,0,0
SAL12595,6,0,0,0,0,0,0,6
SAL12596,144,4,12,5,3,0,0,170
SAL12597,15,0,0,0,0,0,0,15
SAL12598,5,0,0,0,0,0,0,4
SAL12599,3716,198,72,36,0,0,3,4031
SAL12600,731,32,21,11,0,0,4,805
SAL12601,25,3,0,0,0,0,0,27
SAL12602,0,0,0,0,0,0,0,0
SAL12603,370,76,32,4,0,0,4,487
SAL12604,4,0,0,0,0,0,0,4
SAL12605,12,0,0,0,0,0,0,14
SAL12606,0,0,0,0,0,0,0,0
SAL12607,5,0,0,0,0,0,0,5
SAL12608,0,0,0,0,0,0,0,4
SAL12609,72,11,0,0,0,0,0,79
SAL12610,35,4,0,0,0,0,0,45
SAL12611,27,4,4,0,0,0,0,39
SAL12612,4,0,4,0,0,0,0,3
SAL12613,200,16,3,0,0,0,0,224
SAL12614,140,5,3,4,0,0,0,153
SAL12615,5,0,0,0,0,0,0,14
SAL12616,9,0,0,0,0,0,0,9
SAL12617,15,0,0,0,0,0,0,15
SAL12618,1083,71,33,15,0,0,4,1204
SAL12619,0,0,0,0,0,0,0,0
SAL12620,7,0,0,0,0,0,0,9
SAL12621,0,0,0,0,0,0,0,0
SAL12622,7,0,0,0,0,0,0,7
SAL12623,14,0,4,0,0,0,0,13
SAL12624,12,0,0,0,0,0,0,10
SAL12625,0,0,0,0,0,0,0,0
SAL12626,4,0,0,0,0,0,0,3
SAL12627,6,0,0,0,0,0,0,6
SAL12628,249,27,7,10,0,0,0,296
SAL12629,32,0,6,0,0,0,0,40
SAL12630,96,15,0,0,0,0,0,102
SAL12631,127,15,8,4,0,0,4,158
SAL12632,3,0,0,0,0,0,0,3
SAL12633,33,0,0,0,0,0,0,41
SAL12634,131,28,4,4,3,0,0,172
SAL12635,12,0,0,0,0,0,0,11
SAL12636,548,34,23,4,0,0,0,607
SAL12637,12,0,0,0,0,0,0,15
SAL12638,9,0,0,0,0,0,0,11
SAL12639,0,0,0,0,0,0,0,4
SAL12640,129,23,0,0,0,0,0,156
SAL12641,138,12,10,4,0,0,3,166
SAL12642,8,0,0,0,0,0,0,8
SAL12643,7,0,0,0,0,0,0,7
SAL12644,763,54,22,14,0,0,3,858
SAL12645,11,0,0,0,0,0,0,15
SAL12646,0,0,0,0,0,0,0,0
SAL12647,17,4,0,0,0,0,0,21
SAL12648,7,0,0,0,0,0,0,7
SAL12649,81,8,9,0,0,0,0,96
SAL12650,80,19,0,0,0,0,0,96
SAL12651,13,3,0,0,0,0,0,18
SAL12652,21,9,0,0,0,0,0,28
SAL12653,1798,130,40,43,4,6,7,2031
SAL12654,48,0,4,3,0,0,0,50
SAL12655,48,4,5,0,0,0,0,55
SAL12656,1863,174,64,13,3,0,4,2124
SAL12657,6,0,0,0,0,0,0,6
SAL12658,80,5,3,0,0,0,0,84
SAL12659,4,0,0,0,0,0,0,9
SAL12660,20,4,0,0,0,0,3,32
SAL12661,9,3,0,0,0,0,0,12
SAL12662,32,0,0,0,0,0,0,36
SAL12663,30,6,4,0,0,0,0,37
SAL12664,490,48,14,3,0,0,4,564
SAL12665,620,87,28,6,0,0,7,752
SAL12666,71,9,0,0,0,0,3,75
SAL12667,3,0,0,0,0,0,0,6
SAL12668,18,5,0,0,0,0,0,20
SAL12669,3,0,0,0,0,0,0,3
SAL12670,6,0,0,0,0,0,0,10
SAL12671,23,0,0,0,0,0,0,31
SAL12672,0,0,0,0,0,0,0,0
SAL12673,0,0,0,0,0,0,0,0
SAL12674,3,0,0,0,0,0,0,3
SAL12675,3,0,0,0,0,0,0,3
SAL12676,15,8,0,0,0,0,0,17
SAL12677,4,0,0,0,0,0,0,5
SAL12678,9,0,0,0,0,0,0,9
SAL12679,5,0,0,0,0,0,0,5
SAL12680,89,11,0,0,0,0,0,103
SAL12681,179,16,7,3,0,0,3,204
SAL12682,229,36,21,4,0,0,0,291
SAL12683,1209,103,30,4,3,0,3,1360
SAL12684,8,3,0,0,0,0,0,10
SAL12685,11,4,0,0,0,0,0,20
SAL12686,0,0,0,0,0,0,0,0
SAL12687,17,0,0,0,0,0,0,16
SAL12688,0,0,0,0,0,0,0,0
SAL12689,6,0,0,0,0,0,0,6
SAL12690,5,0,0,0,0,0,0,4
SAL12691,3,0,0,0,0,0,0,3
SAL12692,5,0,0,0,0,0,0,5
SAL12693,8,0,0,0,0,0,0,10
SAL12694,20,0,0,0,0,0,0,22
SAL12695,4,0,0,0,0,0,0,7
SAL12696,49,3,4,3,0,0,0,62
SAL12697,525,41,11,0,0,0,4,583
SAL12698,16,3,0,0,0,0,0,23
SAL12699,18,0,0,0,0,0,0,25
SAL12700,0,0,0,0,0,0,0,0
SAL12701,0,0,0,0,0,0,0,0
SAL12702,4,0,0,0,0,0,0,4
SAL12703,0,0,0,0,0,0,0,0
SAL12704,0,0,0,0,0,0,0,0
SAL12705,0,0,0,0,0,0,0,0
SAL12706,0,0,0,0,0,0,0,4
SAL12707,0,0,0,0,0,0,0,0
SAL12708,14,0,0,0,0,0,0,16
SAL12709,73,5,0,0,0,0,0,74
SAL12710,91,14,0,0,0,0,0,111
SAL12711,0,0,0,0,0,0,0,0
SAL12712,8,0,0,0,0,0,0,10
SAL12713,0,0,0,0,0,0,0,0
SAL12714,247,25,7,0,0,0,0,282
SAL12715,35,5,0,0,0,0,0,35
SAL12716,5,0,0,0,0,0,0,5
SAL12717,0,0,0,0,0,0,0,0
SAL12718,9,0,0,0,0,0,0,13
SAL12719,0,0,0,0,0,0,0,0
SAL12720,30,0,4,0,0,0,0,32
SAL12721,411,45,14,0,0,0,0,476
SAL12722,0,0,0,0,0,0,0,0
SAL12723,1594,110,37,12,3,0,0,1764
SAL12724,5,0,0,0,0,0,0,5
SAL12725,33,4,5,0,0,0,0,45
SAL12726,24,0,0,0,0,0,0,31
SAL12727,5,0,0,0,0,0,0,10
SAL12728,10,0,0,0,0,0,0,8
SAL12729,0,0,0,0,0,0,0,0
SAL12730,8,0,0,0,0,0,0,10
SAL12731,5,0,0,0,0,0,0,5
SAL12732,8,0,0,0,0,0,0,8
SAL12733,633,73,29,7,0,0,8,750
SAL12734,221,38,13,9,4,0,3,280
SAL12735,99,10,12,0,0,0,0,127
SAL12736,0,0,0,0,0,0,0,0
SAL12737,12,0,0,0,0,0,0,19
SAL12738,126,16,0,3,0,0,0,146
SAL12739,1271,73,37,9,0,0,6,1392
SAL12740,180,10,5,0,0,0,0,198
SAL12741,28,0,0,0,0,0,0,28
SAL12742,32,5,0,0,0,0,0,39
SAL12743,38,3,0,0,0,0,0,49
SAL12744,0,4,0,0,0,0,0,6
SAL12745,262,45,26,5,0,0,5,346
SAL12746,83,14,0,0,0,0,0,102
SAL12747,0,0,0,0,0,0,0,0
SAL12748,9,3,0,0,0,0,0,11
SAL12749,3082,247,42,8,0,0,0,3388
SAL12750,817,106,50,4,0,0,4,988
SAL12751,0,0,0,0,0,0,0,0
SAL12752,44,7,6,0,0,0,0,56
SAL12753,10,6,0,0,0,0,0,9
SAL12754,27,5,0,0,0,0,0,36
SAL12755,6,0,0,0,0,0,0,3
SAL12756,1589,170,87,13,7,0,7,1875
SAL12757,0,0,0,0,0,0,0,0
SAL12758,7,0,0,0,0,0,0,7
SAL12759,255,27,20,0,0,0,0,318
SAL12760,8,5,0,0,0,0,0,13
SAL12761,1147,81,25,8,3,0,6,1273
SAL12762,0,0,0,0,0,0,0,0
SAL12763,0,0,0,0,0,0,0,0
SAL12764,0,0,0,0,0,0,0,0
SAL12765,0,0,0,0,0,0,0,0
SAL12766,0,0,0,0,0,0,0,0
SAL12767,2067,141,61,39,3,4,7,2317
SAL12768,22,0,0,0,0,0,0,21
SAL12769,24,4,0,0,0,0,0,26
SAL12770,0,0,0,0,0,0,0,0
SAL12771,12,0,0,0,0,0,0,16
SAL12772,30,9,0,0,0,0,0,32
SAL12773,3,0,0,0,0,0,0,3
SAL12774,3,0,0,0,0,0,0,3
SAL12775,0,0,0,0,0,0,0,6
SAL12776,91,11,5,4,0,0,0,112
SAL12777,273,36,21,3,0,0,4,346
SAL12778,0,0,0,0,0,0,0,0
SAL12779,212,15,8,0,0,0,0,241
SAL12780,147,11,6,0,0,0,0,167
SAL12781,0,0,0,0,0,0,0,0
SAL12782,3,0,0,0,0,0,0,4
SAL12783,255,12,3,6,0,0,0,278
SAL12784,3,0,0,0,0,0,0,3
SAL12785,169,8,3,3,0,0,0,190
SAL12786,0,0,0,0,0,0,0,0
SAL12787,5,0,0,0,0,0,0,7
SAL12788,0,0,0,0,0,0,0,0
SAL12789,6,0,0,0,0,0,0,3
SAL12790,7,0,0,0,0,0,0,7
SAL12791,3,0,0,0,0,0,0,3
SAL12792,19,5,0,0,0,0,0,20
SAL12793,186,15,12,0,0,0,0,212
SAL12794,7,0,3,0,0,0,0,10
SAL12795,179,14,9,0,0,0,0,208
SAL12796,1074,85,50,31,9,4,10,1254
SAL12797,50,8,0,0,0,0,0,57
SAL12798,4,0,0,0,0,0,0,7
SAL12799,363,43,16,3,0,0,0,423
SAL12800,0,0,0,0,0,0,0,4
SAL12801,13,0,0,0,0,0,0,14
SAL12802,163,21,0,0,0,0,4,182
SAL12803,0,0,0,0,0,0,0,0
SAL12804,0,0,0,0,0,0,0,3
SAL12805,7,3,0,0,0,0,0,12
SAL12806,3,0,0,0,0,0,0,3
SAL12807,184,4,0,5,0,0,0,191
SAL12808,70,8,0,0,0,0,0,81
SAL12809,15,0,0,0,0,0,0,14
SAL12810,37,3,0,0,0,0,0,44
SAL12811,7,6,0,0,0,0,0,7
SAL12812,402,69,29,6,3,0,5,515
SAL12813,0,0,0,0,0,0,0,0
SAL12814,8,0,0,0,0,0,0,12
SAL12815,3,0,0,0,0,0,0,3
SAL12816,6,0,0,0,0,0,0,6
SAL12817,13,0,0,0,0,0,0,13
SAL12818,4,0,0,0,0,0,0,4
SAL12819,21,7,0,0,0,0,0,27
SAL12820,4,0,0,0,0,0,0,4
SAL12821,12,0,0,0,0,0,0,12
SAL12822,3,0,0,0,0,0,0,5
SAL12823,970,136,75,15,4,0,12,1214
SAL12824,68,5,6,0,0,0,0,85
SAL12825,268,13,7,7,0,0,0,295
SAL12826,5,0,0,0,0,0,0,5
SAL12827,5,0,0,0,0,0,0,5
SAL12828,0,0,0,0,0,0,0,0
SAL12829,6,0,0,0,0,0,0,6
SAL12830,6,0,0,0,0,0,0,10
SAL12831,17,0,0,0,0,0,0,19
SAL12832,5,4,0,0,0,0,0,9
SAL12833,54,4,0,0,0,0,0,60
SAL12834,17,0,0,0,0,0,0,14
SAL12835,4,0,0,0,0,0,0,4
SAL12836,12,0,0,0,0,0,0,12
SAL12837,72,5,0,0,0,0,0,82
SAL12838,10,3,0,0,0,0,0,15
SAL12839,323,43,14,5,0,0,0,380
SAL12840,39,7,0,0,0,0,3,51
SAL12841,170,20,18,6,0,0,0,214
SAL12842,0,0,0,0,0,0,0,0
SAL12843,23,0,0,0,0,0,0,28
SAL12844,4,0,0,0,0,0,0,4
SAL12845,0,0,0,0,0,0,0,0
SAL12846,14,3,0,0,0,0,0,22
SAL12847,6,0,0,0,0,0,0,6
SAL12848,5,0,0,0,0,0,0,5
SAL12849,3,0,0,0,0,0,0,3
SAL12850,5,0,0,0,0,0,0,4
SAL12851,31,3,0,0,0,0,0,37
SAL12852,8,5,0,0,0,0,0,10
SAL12853,0,0,0,0,0,0,0,0
SAL12854,27,0,0,0,0,0,0,32
SAL12855,0,0,0,0,0,0,0,0
SAL12856,0,0,0,0,0,0,0,0
SAL12857,0,0,0,0,0,0,0,5
SAL12858,11,0,0,0,0,0,0,8
SAL12859,3,0,0,0,0,0,0,3
SAL12860,9,0,0,0,0,0,0,9
SAL12861,17,3,0,0,0,0,0,28
