SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL10448,5,0,3,0,5,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,5,0,10,0,19,6,0,10,0,16,35,0,18,0,61,23,6,24,3,56,22,8,20,0,56,24,19,20,0,69,21,11,6,0,33,12,16,8,0,37,19,23,3,0,46,17,23,0,0,38,11,16,0,0,32,8,9,0,0,17,14,28,3,0,48,16,9,8,4,33,0,0,6,0,3,233,171,162,11,580
SAL10449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,18,0,3,0,24,15,0,7,0,20,10,4,6,0,20,15,7,3,5,24,9,0,3,0,12,4,0,6,0,13,21,23,9,3,52,13,20,0,0,32,13,14,3,0,32,7,20,0,0,30,12,58,0,0,74,4,15,6,0,30,0,0,0,0,0,160,177,40,4,383
SAL10450,7,0,0,0,10,4,0,0,0,4,0,0,4,0,0,0,0,5,0,5,7,0,0,0,10,3,0,5,0,7,22,3,4,0,32,23,0,15,0,40,20,3,12,3,41,28,17,13,0,61,13,16,15,0,40,14,15,6,0,33,46,64,15,0,121,30,66,10,0,103,26,92,9,0,121,12,52,0,0,68,35,171,0,0,203,16,50,3,0,71,5,4,0,0,9,305,552,118,5,982
SAL10451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10452,8,0,3,0,17,3,0,0,0,9,4,0,3,0,11,4,0,15,0,17,31,0,19,0,53,16,0,32,0,55,131,15,53,0,200,94,8,53,3,158,89,39,45,3,179,101,45,44,6,205,37,35,25,0,99,39,46,26,7,117,97,102,29,0,227,47,68,5,0,117,29,36,3,0,70,20,38,4,0,60,24,54,0,0,72,22,46,24,0,93,19,5,9,0,36,825,533,403,34,1795
SAL10453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL10454,0,0,0,0,0,3,0,0,0,3,6,0,0,0,5,0,0,3,0,3,9,0,4,0,11,6,0,8,0,12,28,0,9,0,30,11,5,8,0,26,16,3,8,0,27,24,7,3,0,34,8,8,0,0,19,7,13,3,0,23,18,27,8,0,43,12,21,3,0,32,13,17,3,0,28,9,0,0,0,7,11,11,0,0,21,6,8,4,0,16,5,0,0,0,8,180,115,55,3,348
SAL10455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,0,0,3,0,0,0,0,0,17,13,0,0,36
SAL10456,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,4,0,5,3,0,0,0,3,10,0,0,0,10,3,4,0,0,8,0,0,0,0,4,4,8,0,0,14,4,11,0,0,16,0,8,0,0,8,0,12,0,0,13,22,26,0,0,49,0,6,0,0,6,0,0,0,0,0,59,76,3,0,141
SAL10457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,5,0,0,0,5,0,5,0,0,5,0,0,0,0,0,4,7,0,0,15,0,0,0,0,0,0,0,0,0,0,26,23,0,0,49
SAL10458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,7,0,0,0,6,4,0,0,0,4,0,0,0,0,3,0,3,0,0,6,6,6,0,0,12,0,5,0,0,11,3,0,0,0,3,0,0,0,0,0,0,11,0,0,8,0,8,0,0,8,0,0,0,0,0,41,35,8,0,84
SAL10459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,7,7,3,0,18
SAL10460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,0,0,8
SAL10461,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,3,0,3,0,0,6,0,5,9,0,3,0,11,6,0,0,0,9,6,3,0,0,11,4,0,0,0,4,5,4,0,0,3,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,53,11,15,5,86
SAL10462,11,0,4,0,19,10,0,0,0,10,0,0,4,0,4,0,0,5,0,6,15,0,0,0,21,4,0,13,0,22,36,7,8,0,55,49,7,8,0,66,37,6,26,4,80,51,19,14,3,88,49,16,14,0,86,60,26,18,4,112,140,63,36,8,241,110,59,9,4,182,119,62,27,4,210,110,58,5,0,169,399,460,35,8,902,48,46,20,4,110,14,12,0,0,23,1266,846,252,45,2408
SAL10463,10,3,10,0,29,0,0,3,0,5,7,0,0,0,7,5,0,5,0,5,18,0,3,0,20,6,3,4,0,11,33,3,17,0,49,20,3,13,3,39,29,8,32,9,84,49,13,22,3,89,39,13,24,0,82,66,12,19,5,99,128,54,40,9,235,125,61,8,9,200,156,66,10,3,234,110,53,3,0,170,596,435,47,7,1079,45,57,24,0,123,19,11,3,3,32,1447,804,291,51,2597
SAL10464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10465,23,5,10,3,47,0,0,5,0,7,3,4,0,0,9,3,0,4,0,8,14,0,10,0,23,14,3,15,3,33,32,6,7,0,54,21,5,20,0,52,52,10,25,0,88,68,25,12,6,106,38,15,19,0,77,71,17,10,11,114,182,48,44,6,277,141,44,13,4,210,111,68,14,4,194,96,54,4,4,154,398,467,53,7,927,47,44,19,0,115,12,0,9,0,20,1344,822,304,46,2518
SAL10466,10,0,8,0,15,9,0,0,0,9,0,0,3,0,5,0,0,0,0,7,11,3,13,0,29,6,3,12,0,21,74,3,30,0,108,50,19,31,0,97,63,18,25,0,103,46,21,33,0,94,26,25,16,0,71,24,31,16,4,76,69,83,15,4,168,36,53,8,0,96,34,50,5,0,83,12,19,7,0,34,22,55,6,0,87,16,38,12,0,66,6,3,6,0,19,517,431,240,9,1193
SAL10467,3,0,0,0,3,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,16,0,0,0,21,18,0,3,0,20,15,0,0,0,25,22,0,4,0,27,18,5,9,0,29,20,6,3,0,32,30,33,8,0,72,32,39,0,0,65,17,52,4,0,68,15,29,0,0,46,44,183,4,0,229,6,21,0,0,25,6,0,0,0,6,262,373,43,8,682
SAL10468,3,3,0,0,11,3,0,0,0,3,4,0,0,0,7,4,0,0,0,4,19,0,8,0,19,11,0,13,0,26,66,0,10,0,82,47,7,13,3,67,53,13,7,0,78,59,12,9,0,84,18,10,10,0,37,27,27,13,0,64,51,38,8,0,100,30,43,4,0,75,22,34,4,0,62,8,28,0,0,42,30,67,7,0,98,12,29,10,0,56,0,0,0,0,3,475,320,117,8,917
SAL10469,32,8,24,0,65,4,0,8,0,12,4,4,19,0,29,5,8,25,0,40,27,22,47,3,102,29,26,58,0,113,119,42,61,9,230,60,70,58,7,195,46,85,93,7,233,37,101,87,8,228,20,93,42,0,162,29,94,43,0,166,55,178,71,6,309,35,122,27,0,185,21,108,14,0,144,9,53,13,0,71,16,106,18,4,139,16,74,35,0,125,14,7,6,6,31,574,1201,748,50,2578
SAL10470,32,13,16,0,57,9,0,3,0,8,3,4,5,0,20,6,0,8,0,19,20,8,17,0,45,23,12,22,0,53,86,39,20,3,148,35,36,28,3,93,47,59,49,0,153,41,86,37,3,173,21,64,21,4,111,13,60,31,3,105,54,138,41,5,240,38,128,26,7,194,16,99,20,5,141,10,52,12,0,68,19,177,15,0,206,6,56,29,4,95,9,23,3,5,37,482,1057,408,28,1970
SAL10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,16,11,6,3,32
SAL10472,4,0,3,0,9,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,4,0,0,15,6,0,8,0,16,52,0,11,0,62,35,7,12,0,50,32,8,9,0,49,40,15,13,0,69,29,22,13,0,68,33,23,8,0,63,34,60,9,0,105,42,55,5,0,104,13,45,0,0,64,9,24,0,0,40,18,63,0,0,87,13,27,9,0,55,0,7,0,0,6,384,380,102,0,870
SAL10473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,5,0,0,6,0,4,0,0,5,3,0,0,0,4,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,5,0,0,0,0,0,21,13,8,0,36
SAL10474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,3,9,20,0,0,31
SAL10475,4,0,6,0,7,5,0,0,0,5,5,0,0,0,4,0,0,0,0,6,0,0,6,0,7,3,0,3,0,12,32,0,6,0,41,18,3,8,0,33,29,0,8,3,32,20,4,5,0,27,11,12,5,0,22,13,13,6,4,29,15,15,9,6,39,15,22,3,0,39,12,17,0,0,25,8,8,0,0,15,25,21,0,0,45,8,3,6,0,21,4,0,0,0,5,226,112,66,7,414
SAL10476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,4,9,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,0,0,4,0,0,0,0,0,23,15,0,0,35
SAL10477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10479,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,5,0,0,0,0,0,14,3,4,0,24
SAL10480,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,0,6,0,17,21,0,9,0,29,15,5,16,3,34,17,4,9,0,29,21,4,10,0,38,10,4,13,0,25,14,14,0,0,27,22,27,7,0,65,37,24,5,0,59,12,17,4,0,35,0,15,0,0,20,5,31,4,0,35,9,14,6,0,21,0,0,0,0,3,183,160,96,9,452
SAL10481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6
SAL10482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,5,0,0,0,0,0,14,9,0,0,30
SAL10483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,0,0,0,0,9,16,0,0,31
SAL10485,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,5,0,10,0,3,3,0,7,6,5,0,0,8,3,4,0,0,6,3,3,0,0,6,7,4,3,0,13,0,8,0,0,10,5,0,0,0,9,0,0,0,0,0,3,9,0,0,11,0,0,3,0,5,0,0,0,0,0,51,38,20,0,117
SAL10486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,11,0,0,25
SAL10487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,7,0,0,9,0,3,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,17,6,0,33
SAL10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9
SAL10489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,6,0,0,12
SAL10490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,13
SAL10491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,6,0,0,0,0,0,4,0,0,0,4,10,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,19,18,0,0,42
SAL10493,5,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,12,4,0,8,0,9,36,4,12,0,48,17,4,22,0,46,18,3,6,4,32,18,8,11,0,38,4,0,3,0,14,7,11,3,0,25,19,23,6,0,49,8,13,4,0,31,0,7,4,0,14,3,3,0,0,5,8,18,0,0,24,0,12,8,0,28,8,0,0,0,13,162,124,107,8,394
SAL10494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,11,9,0,0,0,6,0,0,0,0,4,7,5,3,0,12,5,3,0,0,3,0,3,0,0,7,3,4,0,0,9,7,7,0,0,7,0,0,0,0,5,3,3,0,0,10,4,9,0,0,13,0,7,0,0,7,0,0,0,0,4,51,61,6,3,116
SAL10495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9
SAL10496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6,0,0,22
SAL10498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5
SAL10499,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,10,3,0,0,11,4,3,3,0,12,4,4,3,3,15,5,5,0,0,13,4,5,5,0,14,9,6,5,0,23,23,57,3,0,84,28,36,3,0,64,11,52,0,0,67,4,26,0,0,37,8,35,0,0,44,10,21,0,0,31,0,0,0,0,0,129,260,33,6,432
SAL10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,13
SAL10501,7,0,4,0,7,6,0,0,0,3,0,0,0,0,5,0,0,4,0,4,5,0,3,0,10,5,0,7,0,11,36,3,5,0,39,25,4,12,0,38,17,9,6,0,36,23,3,0,0,26,11,11,0,0,25,13,10,3,0,22,24,25,3,0,57,22,16,0,0,41,21,13,0,0,34,6,3,0,0,10,10,24,0,0,36,3,21,3,0,28,11,5,0,0,21,242,152,55,4,450
SAL10502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,8,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,6,0,0,0,6,0,0,0,0,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,13,0,0,56
SAL10503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,14,9,4,0,27
SAL10505,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,0,28
SAL10506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
